scenario,CO2 vs. non-CO2,SLCP vs. Kyoto,Species,Sub-Sector,Year,Total Temperature Anomaly,Avoided Warming,BAU Sub-Sector/Species Attributable Warming,Striving Sub-Sector/Species Attributable Warming
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2002.0,1.0191218672083069,0.0,0.0002555692690195954,0.0002555692690195954
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2002.0,1.0191218672083069,0.0,0.002009378221939251,0.002009378221939251
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2002.0,1.0191218672083069,0.0,0.001007249956287204,0.001007249956287204
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2002.0,1.0191218672083069,0.0,0.000454822434759361,0.000454822434759361
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2002.0,1.0191218672083069,0.0,0.0007492964239173006,0.0007492964239173006
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2002.0,1.0191218672083069,0.0,4.443949799926017e-06,4.443949799926017e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2002.0,1.0191218672083069,0.0,2.2260241121507818e-06,2.2260241121507818e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2002.0,1.0191218672083069,0.0,1.0034822210958083e-06,1.0034822210958083e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2002.0,1.0191218672083069,0.0,1.6559046838171554e-06,1.6559046838171554e-06
ssp119,non-CO2,SLCP,,,2003.0,1.0471632680253646,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2003.0,1.0471632680253646,0.0,0.0023809928613585107,0.0023809928613585107
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2003.0,1.0471632680253646,0.0,0.0014349398800053148,0.0014349398800053148
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2003.0,1.0471632680253646,0.0,7.040130150426371e-05,7.040130150426371e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2003.0,1.0471632680253646,0.0,0.0008090503994238052,0.0008090503994238052
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2003.0,1.0471632680253646,0.0,0.0007396016451108878,0.0007396016451108878
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2003.0,1.0471632680253646,0.0,0.0003717606090749559,0.0003717606090749559
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2003.0,1.0471632680253646,0.0,0.0001732864561958536,0.0001732864561958536
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2003.0,1.0471632680253646,0.0,0.00027725106124099064,0.00027725106124099064
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2003.0,1.0471632680253646,0.0,0.0021978335224532852,0.0021978335224532852
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2003.0,1.0471632680253646,0.0,0.001106455086987257,0.001106455086987257
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2003.0,1.0471632680253646,0.0,0.0005008619299966544,0.0005008619299966544
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2003.0,1.0471632680253646,0.0,0.0008253553206105657,0.0008253553206105657
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2003.0,1.0471632680253646,0.0,4.877798031488467e-06,4.877798031488467e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2003.0,1.0471632680253646,0.0,2.4527293687182095e-06,2.4527293687182095e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2003.0,1.0471632680253646,0.0,1.1085965103685425e-06,1.1085965103685425e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2003.0,1.0471632680253646,0.0,1.8287007959028045e-06,1.8287007959028045e-06
ssp119,non-CO2,SLCP,,,2004.0,1.063371931697699,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2004.0,1.063371931697699,0.0,0.0024308191256021683,0.0024308191256021683
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2004.0,1.063371931697699,0.0,0.0014601255046826633,0.0014601255046826633
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2004.0,1.063371931697699,0.0,7.29223105404575e-05,7.29223105404575e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2004.0,1.063371931697699,0.0,0.0008405534527136105,0.0008405534527136105
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2004.0,1.063371931697699,0.0,0.0007907880330768613,0.0007907880330768613
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2004.0,1.063371931697699,0.0,0.0003990986507067529,0.0003990986507067529
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2004.0,1.063371931697699,0.0,0.00018635756011375904,0.00018635756011375904
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2004.0,1.063371931697699,0.0,0.00029898567810260346,0.00029898567810260346
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2004.0,1.063371931697699,0.0,0.002389432853113327,0.002389432853113327
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2004.0,1.063371931697699,0.0,0.0012068146277326441,0.0012068146277326441
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2004.0,1.063371931697699,0.0,0.0005475084661141771,0.0005475084661141771
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2004.0,1.063371931697699,0.0,0.0009039339894549858,0.0009039339894549858
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2004.0,1.063371931697699,0.0,5.316723284298774e-06,5.316723284298774e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2004.0,1.063371931697699,0.0,2.681812174110121e-06,2.681812174110121e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2004.0,1.063371931697699,0.0,1.2149988395382394e-06,1.2149988395382394e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2004.0,1.063371931697699,0.0,2.0066407908636563e-06,2.0066407908636563e-06
ssp119,non-CO2,SLCP,,,2005.0,1.0921997203294689,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2005.0,1.0921997203294689,0.0,0.0024811363285337507,0.0024811363285337507
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2005.0,1.0921997203294689,0.0,0.001481507484190736,0.001481507484190736
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2005.0,1.0921997203294689,0.0,7.59451162151148e-05,7.59451162151148e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2005.0,1.0921997203294689,0.0,0.000872372700806423,0.000872372700806423
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2005.0,1.0921997203294689,0.0,0.0008406003259040506,0.0008406003259040506
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2005.0,1.0921997203294689,0.0,0.0004254917201900188,0.0004254917201900188
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2005.0,1.0921997203294689,0.0,0.0001990005602228173,0.0001990005602228173
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2005.0,1.0921997203294689,0.0,0.00032066536582031624,0.00032066536582031624
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2005.0,1.0921997203294689,0.0,0.0025840768582010565,0.0025840768582010565
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2005.0,1.0921997203294689,0.0,0.0013080156883420457,0.0013080156883420457
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2005.0,1.0921997203294689,0.0,0.0005946185095915268,0.0005946185095915268
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2005.0,1.0921997203294689,0.0,0.0009849229713128071,0.0009849229713128071
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2005.0,1.0921997203294689,0.0,5.761045924534969e-06,5.761045924534969e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2005.0,1.0921997203294689,0.0,2.9126807878920857e-06,2.9126807878920857e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2005.0,1.0921997203294689,0.0,1.3224173329717814e-06,1.3224173329717814e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2005.0,1.0921997203294689,0.0,2.1896762458784025e-06,2.1896762458784025e-06
ssp119,non-CO2,SLCP,,,2006.0,1.1023079929777226,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2006.0,1.1023079929777226,0.0,0.002531169299069269,0.002531169299069269
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2006.0,1.1023079929777226,0.0,0.0014998774641492574,0.0014998774641492574
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2006.0,1.1023079929777226,0.0,7.933090773093454e-05,7.933090773093454e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2006.0,1.1023079929777226,0.0,0.000904384878538389,0.000904384878538389
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2006.0,1.1023079929777226,0.0,0.0008891261911085913,0.0008891261911085913
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2006.0,1.1023079929777226,0.0,0.0004509026317582876,0.0004509026317582876
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2006.0,1.1023079929777226,0.0,0.00021119787001167012,0.00021119787001167012
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2006.0,1.1023079929777226,0.0,0.00034228052576823487,0.00034228052576823487
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2006.0,1.1023079929777226,0.0,0.002781849481992671,0.002781849481992671
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2006.0,1.1023079929777226,0.0,0.0014099539110359327,0.0014099539110359327
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2006.0,1.1023079929777226,0.0,0.0006421425432050487,0.0006421425432050487
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2006.0,1.1023079929777226,0.0,0.0010683189118563252,0.0010683189118563252
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2006.0,1.1023079929777226,0.0,6.2110320218078385e-06,6.2110320218078385e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2006.0,1.1023079929777226,0.0,3.1449787778470295e-06,3.1449787778470295e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2006.0,1.1023079929777226,0.0,1.4306827018639723e-06,1.4306827018639723e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2006.0,1.1023079929777226,0.0,2.377808870024367e-06,2.377808870024367e-06
ssp119,non-CO2,SLCP,,,2007.0,1.1231355956018128,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2007.0,1.1231355956018128,0.0,0.0025674944487992235,0.0025674944487992235
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2007.0,1.1231355956018128,0.0,0.0015161453748957499,0.0015161453748957499
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2007.0,1.1231355956018128,0.0,8.205167333286134e-05,8.205167333286134e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2007.0,1.1231355956018128,0.0,0.0009215317668345158,0.0009215317668345158
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2007.0,1.1231355956018128,0.0,0.0009359537778421689,0.0009359537778421689
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2007.0,1.1231355956018128,0.0,0.00047532507191272444,0.00047532507191272444
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2007.0,1.1231355956018128,0.0,0.00022292161614823058,0.00022292161614823058
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2007.0,1.1231355956018128,0.0,0.00036312752598011144,0.00036312752598011144
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2007.0,1.1231355956018128,0.0,0.00298110370030491,0.00298110370030491
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2007.0,1.1231355956018128,0.0,0.00151242972383403,0.00151242972383403
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2007.0,1.1231355956018128,0.0,0.0006899070729855517,0.0006899070729855517
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2007.0,1.1231355956018128,0.0,0.001151991675228503,0.001151991675228503
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2007.0,1.1231355956018128,0.0,6.663527699846128e-06,6.663527699846128e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2007.0,1.1231355956018128,0.0,3.3780833750274297e-06,3.3780833750274297e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2007.0,1.1231355956018128,0.0,1.5393534462671e-06,1.5393534462671e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2007.0,1.1231355956018128,0.0,2.567062900027395e-06,2.567062900027395e-06
ssp119,non-CO2,SLCP,,,2008.0,1.1381786415719892,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2008.0,1.1381786415719892,0.0,0.0025926822579573905,0.0025926822579573905
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2008.0,1.1381786415719892,0.0,0.0015306043872742592,0.0015306043872742592
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2008.0,1.1381786415719892,0.0,8.42471905526665e-05,8.42471905526665e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2008.0,1.1381786415719892,0.0,0.0009268232726147296,0.0009268232726147296
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2008.0,1.1381786415719892,0.0,0.0009805427757585417,0.0009805427757585417
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2008.0,1.1381786415719892,0.0,0.0004986355089418026,0.0004986355089418026
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2008.0,1.1381786415719892,0.0,0.00023409535533991388,0.00023409535533991388
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2008.0,1.1381786415719892,0.0,0.00038259895024750357,0.00038259895024750357
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2008.0,1.1381786415719892,0.0,0.003180695142108503,0.003180695142108503
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2008.0,1.1381786415719892,0.0,0.0016152862501468412,0.0016152862501468412
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2008.0,1.1381786415719892,0.0,0.0007377841172244715,0.0007377841172244715
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2008.0,1.1381786415719892,0.0,0.0012344874930836358,0.0012344874930836358
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2008.0,1.1381786415719892,0.0,7.116060749767783e-06,7.116060749767783e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2008.0,1.1381786415719892,0.0,3.6115132633351976e-06,3.6115132633351976e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2008.0,1.1381786415719892,0.0,1.648099266615688e-06,1.648099266615688e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2008.0,1.1381786415719892,0.0,2.754374143432159e-06,2.754374143432159e-06
ssp119,non-CO2,SLCP,,,2009.0,1.1878668631999367,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2009.0,1.1878668631999367,0.0,0.002610698729478722,0.002610698729478722
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2009.0,1.1878668631999367,0.0,0.0015434281209907308,0.0015434281209907308
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2009.0,1.1878668631999367,0.0,8.616664473293234e-05,8.616664473293234e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2009.0,1.1878668631999367,0.0,0.000924774014520624,0.000924774014520624
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2009.0,1.1878668631999367,0.0,0.001022802555066482,0.001022802555066482
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2009.0,1.1878668631999367,0.0,0.0005208618467060777,0.0005208618467060777
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2009.0,1.1878668631999367,0.0,0.00024472264302399793,0.00024472264302399793
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2009.0,1.1878668631999367,0.0,0.00040045057924653626,0.00040045057924653626
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2009.0,1.1878668631999367,0.0,0.0033805698061069034,0.0033805698061069034
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2009.0,1.1878668631999367,0.0,0.0017186787391691993,0.0017186787391691993
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2009.0,1.1878668631999367,0.0,0.0007858181236775064,0.0007858181236775064
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2009.0,1.1878668631999367,0.0,0.0013153059731922934,0.0013153059731922934
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2009.0,1.1878668631999367,0.0,7.567283996534613e-06,7.567283996534613e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2009.0,1.1878668631999367,0.0,3.844971307342959e-06,3.844971307342959e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2009.0,1.1878668631999367,0.0,1.7567103309801269e-06,1.7567103309801269e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2009.0,1.1878668631999367,0.0,2.937977040096129e-06,2.937977040096129e-06
ssp119,non-CO2,SLCP,,,2010.0,1.2102009242441516,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2010.0,1.2102009242441516,0.0,0.0026235945815225037,0.0026235945815225037
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2010.0,1.2102009242441516,0.0,0.0015547900383239277,0.0015547900383239277
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2010.0,1.2102009242441516,0.0,8.792760410325506e-05,8.792760410325506e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2010.0,1.2102009242441516,0.0,0.0009176811286191189,0.0009176811286191189
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2010.0,1.2102009242441516,0.0,0.0010632245959767417,0.0010632245959767417
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2010.0,1.2102009242441516,0.0,0.0005422926198583866,0.0005422926198583866
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2010.0,1.2102009242441516,0.0,0.00025493433732326487,0.00025493433732326487
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2010.0,1.2102009242441516,0.0,0.0004167639601460049,0.0004167639601460049
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2010.0,1.2102009242441516,0.0,0.0035808386232409894,0.0035808386232409894
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2010.0,1.2102009242441516,0.0,0.0018227476607570736,0.0018227476607570736
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2010.0,1.2102009242441516,0.0,0.0008340597579525877,0.0008340597579525877
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2010.0,1.2102009242441516,0.0,0.0013942354196865292,0.0013942354196865292
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2010.0,1.2102009242441516,0.0,8.016542435429486e-06,8.016542435429486e-06
ssp119_N2O_TRA_OT_CNS_striving,non-CO2,Kyoto,N2O,TRA_OT_CNS,2010.0,1.2102009242441516,0.0,4.078350730907232e-06,4.078350730907232e-06
ssp119_N2O_TRA_OT_OTHER_striving,non-CO2,Kyoto,N2O,TRA_OT_OTHER,2010.0,1.2102009242441516,0.0,1.8650793527363874e-06,1.8650793527363874e-06
ssp119_N2O_TRA_OT_RAI_striving,non-CO2,Kyoto,N2O,TRA_OT_RAI,2010.0,1.2102009242441516,0.0,3.116815224357694e-06,3.116815224357694e-06
ssp119,non-CO2,SLCP,,,2011.0,1.259522548917173,0.0,,
ssp119_BC_TRA_OT_AGR_striving,non-CO2,SLCP,BC,TRA_OT_AGR,2011.0,1.259522548917173,0.0,0.002632503742797221,0.002632503742797221
ssp119_BC_TRA_OT_CNS_striving,non-CO2,SLCP,BC,TRA_OT_CNS,2011.0,1.259522548917173,0.0,0.0015648573966970947,0.0015648573966970947
ssp119_BC_TRA_OT_OTHER_striving,non-CO2,SLCP,BC,TRA_OT_OTHER,2011.0,1.259522548917173,0.0,8.958605752695803e-05,8.958605752695803e-05
ssp119_BC_TRA_OT_RAI_striving,non-CO2,SLCP,BC,TRA_OT_RAI,2011.0,1.259522548917173,0.0,0.0009067753513354315,0.0009067753513354315
ssp119_CH4_TRA_OT_AGR_striving,non-CO2,Kyoto,CH4,TRA_OT_AGR,2011.0,1.259522548917173,0.0,0.0011017518995823927,0.0011017518995823927
ssp119_CH4_TRA_OT_CNS_striving,non-CO2,Kyoto,CH4,TRA_OT_CNS,2011.0,1.259522548917173,0.0,0.0005629176037056371,0.0005629176037056371
ssp119_CH4_TRA_OT_OTHER_striving,non-CO2,Kyoto,CH4,TRA_OT_OTHER,2011.0,1.259522548917173,0.0,0.0002647228557430825,0.0002647228557430825
ssp119_CH4_TRA_OT_RAI_striving,non-CO2,Kyoto,CH4,TRA_OT_RAI,2011.0,1.259522548917173,0.0,0.0004314542618881756,0.0004314542618881756
ssp119_CO2 FFI_TRA_OT_AGR_striving,CO2,Kyoto,CO2 FFI,TRA_OT_AGR,2011.0,1.259522548917173,0.0,0.0037807266302500864,0.0037807266302500864
ssp119_CO2 FFI_TRA_OT_CNS_striving,CO2,Kyoto,CO2 FFI,TRA_OT_CNS,2011.0,1.259522548917173,0.0,0.0019271383255541341,0.0019271383255541341
ssp119_CO2 FFI_TRA_OT_OTHER_striving,CO2,Kyoto,CO2 FFI,TRA_OT_OTHER,2011.0,1.259522548917173,0.0,0.0008823366876489214,0.0008823366876489214
ssp119_CO2 FFI_TRA_OT_RAI_striving,CO2,Kyoto,CO2 FFI,TRA_OT_RAI,2011.0,1.259522548917173,0.0,0.0014708101041494004,0.0014708101041494004
ssp119_N2O_TRA_OT_AGR_striving,non-CO2,Kyoto,N2O,TRA_OT_AGR,2011.0,1.259522548917173,0.0,8.462972003853153e-06,8.462972003853153e-06
