Scenario,Region,Sector,Sub-Sector,Species,Units,Year,ems,Source,GWP20,GWP100
Striving,ASIA_STAN,off-road,TRA_OT_CNS,co2,Mt,2010,0.6000000000000001,TTW,0.6000000000000001,0.6000000000000001
Striving,ASIA_STAN,off-road,TRA_OT_AGR,co2,Mt,2010,1.14,TTW,1.14,1.14
Striving,ASIA_STAN,off-road,TRA_OT_RAI,co2,Mt,2010,0.6,TTW,0.6,0.6
Striving,ASIA_STAN,off-road,TRA_OT_OTHER,co2,Mt,2010,0.14056875000000002,TTW,0.14056875000000002,0.14056875000000002
Striving,BRAZ_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,0.58,TTW,0.58,0.58
Striving,BRAZ_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,13.2,TTW,13.2,13.2
Striving,BRAZ_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,2.63,TTW,2.63,2.63
Striving,BRAZ_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,1.7248612500000005,TTW,1.7248612500000005,1.7248612500000005
Striving,CANA_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,3.58,TTW,3.58,3.58
Striving,CANA_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,6.06,TTW,6.06,6.06
Striving,CANA_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,5.86,TTW,5.86,5.86
Striving,CANA_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,0.9988650000000003,TTW,0.9988650000000003,0.9988650000000003
Striving,CEAM_REST,off-road,TRA_OT_CNS,co2,Mt,2010,2.58,TTW,2.58,2.58
Striving,CEAM_REST,off-road,TRA_OT_AGR,co2,Mt,2010,1.2,TTW,1.2,1.2
Striving,CEAM_REST,off-road,TRA_OT_RAI,co2,Mt,2010,0.0,TTW,0.0,0.0
Striving,CEAM_REST,off-road,TRA_OT_OTHER,co2,Mt,2010,0.17364375000000007,TTW,0.17364375000000007,0.17364375000000007
Striving,CENT_EURO,off-road,TRA_OT_CNS,co2,Mt,2010,2.27,TTW,2.27,2.27
Striving,CENT_EURO,off-road,TRA_OT_AGR,co2,Mt,2010,7.83,TTW,7.83,7.83
Striving,CENT_EURO,off-road,TRA_OT_RAI,co2,Mt,2010,2.0,TTW,2.0,2.0
Striving,CENT_EURO,off-road,TRA_OT_OTHER,co2,Mt,2010,0.16041375000000005,TTW,0.16041375000000005,0.16041375000000005
Striving,CHIN_PLUS,off-road,TRA_OT_CNS,co2,Mt,2010,19.66,TTW,19.66,19.66
Striving,CHIN_PLUS,off-road,TRA_OT_AGR,co2,Mt,2010,29.85,TTW,29.85,29.85
Striving,CHIN_PLUS,off-road,TRA_OT_RAI,co2,Mt,2010,16.84,TTW,16.84,16.84
Striving,CHIN_PLUS,off-road,TRA_OT_OTHER,co2,Mt,2010,6.180063750000001,TTW,6.180063750000001,6.180063750000001
Striving,INDI_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,4.71,TTW,4.71,4.71
Striving,INDI_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,17.06,TTW,17.06,17.06
Striving,INDI_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,7.25,TTW,7.25,7.25
Striving,INDI_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,1.9811925000000006,TTW,1.9811925000000006,1.9811925000000006
Striving,INDO_PLUS,off-road,TRA_OT_CNS,co2,Mt,2010,3.48,TTW,3.48,3.48
Striving,INDO_PLUS,off-road,TRA_OT_AGR,co2,Mt,2010,7.15,TTW,7.15,7.15
Striving,INDO_PLUS,off-road,TRA_OT_RAI,co2,Mt,2010,0.0,TTW,0.0,0.0
Striving,INDO_PLUS,off-road,TRA_OT_OTHER,co2,Mt,2010,0.6350400000000002,TTW,0.6350400000000002,0.6350400000000002
Striving,JAPA_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,6.06,TTW,6.06,6.06
Striving,JAPA_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,0.42,TTW,0.42,0.42
Striving,JAPA_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,0.57,TTW,0.57,0.57
Striving,JAPA_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,1.3726125000000005,TTW,1.3726125000000005,1.3726125000000005
Striving,KORE_AALL,off-road,TRA_OT_CNS,co2,Mt,2010,1.55,TTW,1.55,1.55
Striving,KORE_AALL,off-road,TRA_OT_AGR,co2,Mt,2010,2.07,TTW,2.07,2.07
Striving,KORE_AALL,off-road,TRA_OT_RAI,co2,Mt,2010,0.56,TTW,0.56,0.56
Striving,KORE_AALL,off-road,TRA_OT_OTHER,co2,Mt,2010,0.7408800000000003,TTW,0.7408800000000003,0.7408800000000003
Striving,LAME_REST,off-road,TRA_OT_CNS,co2,Mt,2010,9.92,TTW,9.92,9.92
Striving,LAME_REST,off-road,TRA_OT_AGR,co2,Mt,2010,10.84,TTW,10.84,10.84
Striving,LAME_REST,off-road,TRA_OT_RAI,co2,Mt,2010,0.24,TTW,0.24,0.24
Striving,LAME_REST,off-road,TRA_OT_OTHER,co2,Mt,2010,0.4911637500000002,TTW,0.4911637500000002,0.4911637500000002
Striving,MEXI_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,1.72,TTW,1.72,1.72
Striving,MEXI_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,6.51,TTW,6.51,6.51
Striving,MEXI_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,1.79,TTW,1.79,1.79
Striving,MEXI_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,0.009922500000000002,TTW,0.009922500000000002,0.009922500000000002
Striving,MIDD_EAST,off-road,TRA_OT_CNS,co2,Mt,2010,16.53,TTW,16.53,16.53
Striving,MIDD_EAST,off-road,TRA_OT_AGR,co2,Mt,2010,11.37,TTW,11.37,11.37
Striving,MIDD_EAST,off-road,TRA_OT_RAI,co2,Mt,2010,0.0,TTW,0.0,0.0
Striving,MIDD_EAST,off-road,TRA_OT_OTHER,co2,Mt,2010,0.6945750000000003,TTW,0.6945750000000003,0.6945750000000003
Striving,OCEA_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,3.02,TTW,3.02,3.02
Striving,OCEA_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,5.1,TTW,5.1,5.1
Striving,OCEA_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,2.5,TTW,2.5,2.5
Striving,OCEA_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,1.3296150000000002,TTW,1.3296150000000002,1.3296150000000002
Striving,RUSS_PLUS,off-road,TRA_OT_CNS,co2,Mt,2010,3.19,TTW,3.19,3.19
Striving,RUSS_PLUS,off-road,TRA_OT_AGR,co2,Mt,2010,7.86,TTW,7.86,7.86
Striving,RUSS_PLUS,off-road,TRA_OT_RAI,co2,Mt,2010,4.72,TTW,4.72,4.72
Striving,RUSS_PLUS,off-road,TRA_OT_OTHER,co2,Mt,2010,4.031842500000001,TTW,4.031842500000001,4.031842500000001
Striving,SAFR_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,1.41,TTW,1.41,1.41
Striving,SAFR_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,1.82,TTW,1.82,1.82
Striving,SAFR_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,0.09,TTW,0.09,0.09
Striving,SAFR_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,0.48785625000000016,TTW,0.48785625000000016,0.48785625000000016
Striving,SOEA_ASIA,off-road,TRA_OT_CNS,co2,Mt,2010,5.42,TTW,5.42,5.42
Striving,SOEA_ASIA,off-road,TRA_OT_AGR,co2,Mt,2010,9.18,TTW,9.18,9.18
Striving,SOEA_ASIA,off-road,TRA_OT_RAI,co2,Mt,2010,0.8,TTW,0.8,0.8
Striving,SOEA_ASIA,off-road,TRA_OT_OTHER,co2,Mt,2010,0.21498750000000008,TTW,0.21498750000000008,0.21498750000000008
Striving,SOUA_REST,off-road,TRA_OT_CNS,co2,Mt,2010,0.49,TTW,0.49,0.49
Striving,SOUA_REST,off-road,TRA_OT_AGR,co2,Mt,2010,1.83,TTW,1.83,1.83
Striving,SOUA_REST,off-road,TRA_OT_RAI,co2,Mt,2010,1.34,TTW,1.34,1.34
Striving,SOUA_REST,off-road,TRA_OT_OTHER,co2,Mt,2010,0.3935925000000001,TTW,0.3935925000000001,0.3935925000000001
Striving,TURK_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,0.19,TTW,0.19,0.19
Striving,TURK_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,10.95,TTW,10.95,10.95
Striving,TURK_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,0.47,TTW,0.47,0.47
Striving,TURK_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,0.3489412500000001,TTW,0.3489412500000001,0.3489412500000001
Striving,UKRA_PLUS,off-road,TRA_OT_CNS,co2,Mt,2010,1.05,TTW,1.05,1.05
Striving,UKRA_PLUS,off-road,TRA_OT_AGR,co2,Mt,2010,4.71,TTW,4.71,4.71
Striving,UKRA_PLUS,off-road,TRA_OT_RAI,co2,Mt,2010,1.15,TTW,1.15,1.15
Striving,UKRA_PLUS,off-road,TRA_OT_OTHER,co2,Mt,2010,0.10914750000000004,TTW,0.10914750000000004,0.10914750000000004
Striving,USAM_WHOL,off-road,TRA_OT_CNS,co2,Mt,2010,2.99,TTW,2.99,2.99
Striving,USAM_WHOL,off-road,TRA_OT_AGR,co2,Mt,2010,31.44,TTW,31.44,31.44
Striving,USAM_WHOL,off-road,TRA_OT_RAI,co2,Mt,2010,26.28,TTW,26.28,26.28
Striving,USAM_WHOL,off-road,TRA_OT_OTHER,co2,Mt,2010,27.15292125000001,TTW,27.15292125000001,27.15292125000001
Striving,WEST_EURO,off-road,TRA_OT_CNS,co2,Mt,2010,21.13,TTW,21.13,21.13
Striving,WEST_EURO,off-road,TRA_OT_AGR,co2,Mt,2010,30.04,TTW,30.04,30.04
Striving,WEST_EURO,off-road,TRA_OT_RAI,co2,Mt,2010,6.49,TTW,6.49,6.49
Striving,WEST_EURO,off-road,TRA_OT_OTHER,co2,Mt,2010,4.532928750000002,TTW,4.532928750000002,4.532928750000002
Striving,AFRI_EAST,off-road,TRA_OT_CNS,bc,kt,2010,0.68,TTW,2.176,0.612
Striving,AFRI_EAST,off-road,TRA_OT_AGR,bc,kt,2010,0.36,TTW,1.1520000000000001,0.324
Striving,AFRI_EAST,off-road,TRA_OT_RAI,bc,kt,2010,0.05,TTW,0.16,0.045
Striving,AFRI_EAST,off-road,TRA_OT_OTHER,bc,kt,2010,0.00535139,TTW,0.017124448,0.0048162510000000006
Striving,AFRI_NORT,off-road,TRA_OT_CNS,bc,kt,2010,3.99,TTW,12.768,3.591
Striving,AFRI_NORT,off-road,TRA_OT_AGR,bc,kt,2010,5.46,TTW,17.472,4.914
Striving,AFRI_NORT,off-road,TRA_OT_RAI,bc,kt,2010,0.17,TTW,0.544,0.153
Striving,AFRI_NORT,off-road,TRA_OT_OTHER,bc,kt,2010,0.00535139,TTW,0.017124448,0.0048162510000000006
Striving,AFRI_WEST,off-road,TRA_OT_CNS,bc,kt,2010,1.35,TTW,4.32,1.215
Striving,AFRI_WEST,off-road,TRA_OT_AGR,bc,kt,2010,0.88,TTW,2.816,0.792
Striving,AFRI_WEST,off-road,TRA_OT_RAI,bc,kt,2010,0.25,TTW,0.8,0.225
Striving,AFRI_WEST,off-road,TRA_OT_OTHER,bc,kt,2010,0.005351390000000005,TTW,0.017124448000000018,0.004816251000000005
Striving,ASIA_STAN,off-road,TRA_OT_CNS,bc,kt,2010,0.49,TTW,1.568,0.441
Striving,ASIA_STAN,off-road,TRA_OT_AGR,bc,kt,2010,0.8,TTW,2.56,0.72
Striving,ASIA_STAN,off-road,TRA_OT_RAI,bc,kt,2010,0.37,TTW,1.184,0.333
Striving,ASIA_STAN,off-road,TRA_OT_OTHER,bc,kt,2010,0.0,TTW,0.0,0.0
Striving,BRAZ_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,0.51,TTW,1.6320000000000001,0.459
Striving,BRAZ_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,9.97,TTW,31.904000000000003,8.973
Striving,BRAZ_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,1.72,TTW,5.5040000000000004,1.548
Striving,BRAZ_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.00535139,TTW,0.017124448,0.0048162510000000006
Striving,CANA_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,2.25,TTW,7.2,2.025
Striving,CANA_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,3.28,TTW,10.496,2.952
Striving,CANA_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,3.03,TTW,9.696,2.727
Striving,CANA_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.14983892000000001,TTW,0.479484544,0.13485502800000002
Striving,CEAM_REST,off-road,TRA_OT_CNS,bc,kt,2010,2.16,TTW,6.912,1.9440000000000002
Striving,CEAM_REST,off-road,TRA_OT_AGR,bc,kt,2010,0.86,TTW,2.7520000000000002,0.774
Striving,CEAM_REST,off-road,TRA_OT_RAI,bc,kt,2010,0.0,TTW,0.0,0.0
Striving,CEAM_REST,off-road,TRA_OT_OTHER,bc,kt,2010,0.11237919,TTW,0.359613408,0.101141271
Striving,CENT_EURO,off-road,TRA_OT_CNS,bc,kt,2010,1.08,TTW,3.456,0.9720000000000001
Striving,CENT_EURO,off-road,TRA_OT_AGR,bc,kt,2010,3.84,TTW,12.288,3.456
Striving,CENT_EURO,off-road,TRA_OT_RAI,bc,kt,2010,1.09,TTW,3.4880000000000004,0.9810000000000001
Striving,CENT_EURO,off-road,TRA_OT_OTHER,bc,kt,2010,0.06421668,TTW,0.20549337599999998,0.057795012
Striving,CHIN_PLUS,off-road,TRA_OT_CNS,bc,kt,2010,15.74,TTW,50.368,14.166
Striving,CHIN_PLUS,off-road,TRA_OT_AGR,bc,kt,2010,19.34,TTW,61.888,17.406
Striving,CHIN_PLUS,off-road,TRA_OT_RAI,bc,kt,2010,10.25,TTW,32.8,9.225
Striving,CHIN_PLUS,off-road,TRA_OT_OTHER,bc,kt,2010,1.62147117,TTW,5.188707744,1.459324053
Striving,INDI_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,3.79,TTW,12.128,3.411
Striving,INDI_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,13.34,TTW,42.688,12.006
Striving,INDI_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,4.52,TTW,14.463999999999999,4.068
Striving,INDI_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.01070278,TTW,0.034248896,0.009632502000000001
Striving,INDO_PLUS,off-road,TRA_OT_CNS,bc,kt,2010,3.16,TTW,10.112,2.844
Striving,INDO_PLUS,off-road,TRA_OT_AGR,bc,kt,2010,5.77,TTW,18.464,5.1930000000000005
Striving,INDO_PLUS,off-road,TRA_OT_RAI,bc,kt,2010,0.0,TTW,0.0,0.0
Striving,INDO_PLUS,off-road,TRA_OT_OTHER,bc,kt,2010,0.00535139,TTW,0.017124448,0.0048162510000000006
Striving,JAPA_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,3.8,TTW,12.16,3.42
Striving,JAPA_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,0.24,TTW,0.768,0.216
Striving,JAPA_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,0.25,TTW,0.8,0.225
Striving,JAPA_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.01070278,TTW,0.034248896,0.009632502000000001
Striving,KORE_AALL,off-road,TRA_OT_CNS,bc,kt,2010,1.1,TTW,3.5200000000000005,0.9900000000000001
Striving,KORE_AALL,off-road,TRA_OT_AGR,bc,kt,2010,1.3,TTW,4.16,1.17
Striving,KORE_AALL,off-road,TRA_OT_RAI,bc,kt,2010,0.29,TTW,0.9279999999999999,0.261
Striving,KORE_AALL,off-road,TRA_OT_OTHER,bc,kt,2010,0.09632502,TTW,0.30824006400000004,0.086692518
Striving,LAME_REST,off-road,TRA_OT_CNS,bc,kt,2010,8.31,TTW,26.592000000000002,7.479
Striving,LAME_REST,off-road,TRA_OT_AGR,bc,kt,2010,7.79,TTW,24.928,7.011
Striving,LAME_REST,off-road,TRA_OT_RAI,bc,kt,2010,0.15,TTW,0.48,0.135
Striving,LAME_REST,off-road,TRA_OT_OTHER,bc,kt,2010,0.00535139,TTW,0.017124448,0.0048162510000000006
Striving,MEXI_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,1.41,TTW,4.5120000000000005,1.2690000000000001
Striving,MEXI_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,4.58,TTW,14.656,4.122
Striving,MEXI_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,1.09,TTW,3.4880000000000004,0.9810000000000001
Striving,MEXI_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.00535139,TTW,0.017124448,0.0048162510000000006
Striving,MIDD_EAST,off-road,TRA_OT_CNS,bc,kt,2010,13.47,TTW,43.104,12.123000000000001
Striving,MIDD_EAST,off-road,TRA_OT_AGR,bc,kt,2010,7.98,TTW,25.536,7.182
Striving,MIDD_EAST,off-road,TRA_OT_RAI,bc,kt,2010,0.0,TTW,0.0,0.0
Striving,MIDD_EAST,off-road,TRA_OT_OTHER,bc,kt,2010,0.037459730000000004,TTW,0.119871136,0.033713757000000004
Striving,OCEA_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,0.95,TTW,3.04,0.855
Striving,OCEA_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,1.37,TTW,4.384,1.233
Striving,OCEA_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,1.36,TTW,4.352,1.224
Striving,OCEA_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.11237919,TTW,0.359613408,0.101141271
Striving,RUSS_PLUS,off-road,TRA_OT_CNS,bc,kt,2010,1.99,TTW,6.368,1.7910000000000001
Striving,RUSS_PLUS,off-road,TRA_OT_AGR,bc,kt,2010,4.4,TTW,14.080000000000002,3.9600000000000004
Striving,RUSS_PLUS,off-road,TRA_OT_RAI,bc,kt,2010,2.51,TTW,8.032,2.259
Striving,RUSS_PLUS,off-road,TRA_OT_OTHER,bc,kt,2010,0.63681541,TTW,2.037809312,0.573133869
Striving,SAFR_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,1.17,TTW,3.744,1.053
Striving,SAFR_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,1.29,TTW,4.128,1.161
Striving,SAFR_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,0.06,TTW,0.192,0.054
Striving,SAFR_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.0,TTW,0.0,0.0
Striving,SOEA_ASIA,off-road,TRA_OT_CNS,bc,kt,2010,4.8,TTW,15.36,4.32
Striving,SOEA_ASIA,off-road,TRA_OT_AGR,bc,kt,2010,7.81,TTW,24.992,7.029
Striving,SOEA_ASIA,off-road,TRA_OT_RAI,bc,kt,2010,0.49,TTW,1.568,0.441
Striving,SOEA_ASIA,off-road,TRA_OT_OTHER,bc,kt,2010,0.021405560000000004,TTW,0.06849779200000002,0.019265004000000006
Striving,SOUA_REST,off-road,TRA_OT_CNS,bc,kt,2010,0.44000000000000006,TTW,1.4080000000000004,0.3960000000000001
Striving,SOUA_REST,off-road,TRA_OT_AGR,bc,kt,2010,1.45,TTW,4.64,1.305
Striving,SOUA_REST,off-road,TRA_OT_RAI,bc,kt,2010,0.81,TTW,2.592,0.729
Striving,SOUA_REST,off-road,TRA_OT_OTHER,bc,kt,2010,0.08562224,TTW,0.273991168,0.07706001600000001
Striving,TURK_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,0.11,TTW,0.352,0.099
Striving,TURK_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,5.55,TTW,17.76,4.995
Striving,TURK_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,0.26,TTW,0.8320000000000001,0.234
Striving,TURK_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.0,TTW,0.0,0.0
Striving,UKRA_PLUS,off-road,TRA_OT_CNS,bc,kt,2010,0.7,TTW,2.24,0.63
Striving,UKRA_PLUS,off-road,TRA_OT_AGR,bc,kt,2010,2.67,TTW,8.544,2.403
Striving,UKRA_PLUS,off-road,TRA_OT_RAI,bc,kt,2010,0.65,TTW,2.08,0.585
Striving,UKRA_PLUS,off-road,TRA_OT_OTHER,bc,kt,2010,0.0,TTW,0.0,0.0
Striving,USAM_WHOL,off-road,TRA_OT_CNS,bc,kt,2010,1.89,TTW,6.048,1.701
Striving,USAM_WHOL,off-road,TRA_OT_AGR,bc,kt,2010,17.03,TTW,54.496,15.327000000000002
Striving,USAM_WHOL,off-road,TRA_OT_RAI,bc,kt,2010,13.61,TTW,43.552,12.249
Striving,USAM_WHOL,off-road,TRA_OT_OTHER,bc,kt,2010,0.9900071500000001,TTW,3.16802288,0.891006435
Striving,WEST_EURO,off-road,TRA_OT_CNS,bc,kt,2010,9.28,TTW,29.695999999999998,8.352
Striving,WEST_EURO,off-road,TRA_OT_AGR,bc,kt,2010,13.39,TTW,42.848,12.051
Striving,WEST_EURO,off-road,TRA_OT_RAI,bc,kt,2010,3.21,TTW,10.272,2.8890000000000002
Striving,WEST_EURO,off-road,TRA_OT_OTHER,bc,kt,2010,0.76524877,TTW,2.448796064,0.688723893
Striving,AFRI_EAST,off-road,TRA_OT_CNS,ch4,kt,2010,0.05,TTW,0.004125,0.0014900000000000002
Striving,AFRI_EAST,off-road,TRA_OT_AGR,ch4,kt,2010,0.03,TTW,0.002475,0.000894
Striving,AFRI_EAST,off-road,TRA_OT_RAI,ch4,kt,2010,0.0,TTW,0.0,0.0
Striving,AFRI_EAST,off-road,TRA_OT_OTHER,ch4,kt,2010,0.02,TTW,0.0016500000000000002,0.000596
Striving,AFRI_NORT,off-road,TRA_OT_CNS,ch4,kt,2010,0.28,TTW,0.023100000000000002,0.008344
Striving,AFRI_NORT,off-road,TRA_OT_AGR,ch4,kt,2010,0.44,TTW,0.0363,0.013112
Striving,AFRI_NORT,off-road,TRA_OT_RAI,ch4,kt,2010,0.02,TTW,0.0016500000000000002,0.000596
Striving,AFRI_NORT,off-road,TRA_OT_OTHER,ch4,kt,2010,0.01,TTW,0.0008250000000000001,0.000298
Striving,AFRI_WEST,off-road,TRA_OT_CNS,ch4,kt,2010,0.09,TTW,0.007425,0.002682
Striving,AFRI_WEST,off-road,TRA_OT_AGR,ch4,kt,2010,0.07,TTW,0.005775000000000001,0.002086
Striving,AFRI_WEST,off-road,TRA_OT_RAI,ch4,kt,2010,0.02,TTW,0.0016500000000000002,0.000596
Striving,AFRI_WEST,off-road,TRA_OT_OTHER,ch4,kt,2010,0.020000000000000018,TTW,0.0016500000000000015,0.0005960000000000005
Striving,ASIA_STAN,off-road,TRA_OT_CNS,ch4,kt,2010,0.03,TTW,0.002475,0.000894
Striving,ASIA_STAN,off-road,TRA_OT_AGR,ch4,kt,2010,0.06,TTW,0.00495,0.001788
Striving,ASIA_STAN,off-road,TRA_OT_RAI,ch4,kt,2010,0.03,TTW,0.002475,0.000894
Striving,ASIA_STAN,off-road,TRA_OT_OTHER,ch4,kt,2010,0.01,TTW,0.0008250000000000001,0.000298
Striving,BRAZ_WHOL,off-road,TRA_OT_CNS,ch4,kt,2010,0.04,TTW,0.0033000000000000004,0.001192
Striving,BRAZ_WHOL,off-road,TRA_OT_AGR,ch4,kt,2010,0.8,TTW,0.066,0.023840000000000004
Striving,BRAZ_WHOL,off-road,TRA_OT_RAI,ch4,kt,2010,0.16,TTW,0.013200000000000002,0.004768
Striving,BRAZ_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2010,0.08,TTW,0.006600000000000001,0.002384
Striving,CANA_WHOL,off-road,TRA_OT_CNS,ch4,kt,2010,0.2,TTW,0.0165,0.005960000000000001
Striving,CANA_WHOL,off-road,TRA_OT_AGR,ch4,kt,2010,0.34,TTW,0.028050000000000002,0.010132000000000002
Striving,CANA_WHOL,off-road,TRA_OT_RAI,ch4,kt,2010,0.33,TTW,0.027225000000000003,0.009834000000000002
Striving,CANA_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2010,0.08,TTW,0.006600000000000001,0.002384
Striving,CEAM_REST,off-road,TRA_OT_CNS,ch4,kt,2010,0.15,TTW,0.012375,0.00447
Striving,CEAM_REST,off-road,TRA_OT_AGR,ch4,kt,2010,0.07,TTW,0.005775000000000001,0.002086
Striving,CEAM_REST,off-road,TRA_OT_RAI,ch4,kt,2010,0.0,TTW,0.0,0.0
Striving,CEAM_REST,off-road,TRA_OT_OTHER,ch4,kt,2010,0.02,TTW,0.0016500000000000002,0.000596
Striving,CENT_EURO,off-road,TRA_OT_CNS,ch4,kt,2010,0.13,TTW,0.010725,0.0038740000000000003
Striving,CENT_EURO,off-road,TRA_OT_AGR,ch4,kt,2010,0.46,TTW,0.037950000000000005,0.013708
Striving,CENT_EURO,off-road,TRA_OT_RAI,ch4,kt,2010,0.12,TTW,0.0099,0.003576
Striving,CENT_EURO,off-road,TRA_OT_OTHER,ch4,kt,2010,0.58,TTW,0.04785,0.017284
Striving,CHIN_PLUS,off-road,TRA_OT_CNS,ch4,kt,2010,1.13,TTW,0.093225,0.033674
Striving,CHIN_PLUS,off-road,TRA_OT_AGR,ch4,kt,2010,1.72,TTW,0.1419,0.051256
Striving,CHIN_PLUS,off-road,TRA_OT_RAI,ch4,kt,2010,0.97,TTW,0.080025,0.028906
Striving,CHIN_PLUS,off-road,TRA_OT_OTHER,ch4,kt,2010,1.78,TTW,0.14685,0.05304400000000001
Striving,INDI_WHOL,off-road,TRA_OT_CNS,ch4,kt,2010,0.28,TTW,0.023100000000000002,0.008344
Striving,INDI_WHOL,off-road,TRA_OT_AGR,ch4,kt,2010,1.0,TTW,0.0825,0.0298
Striving,INDI_WHOL,off-road,TRA_OT_RAI,ch4,kt,2010,0.43,TTW,0.035475,0.012814
Striving,INDI_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2010,0.09,TTW,0.007425,0.002682
Striving,INDO_PLUS,off-road,TRA_OT_CNS,ch4,kt,2010,0.2,TTW,0.0165,0.005960000000000001
Striving,INDO_PLUS,off-road,TRA_OT_AGR,ch4,kt,2010,0.41,TTW,0.033824999999999994,0.012218
Striving,INDO_PLUS,off-road,TRA_OT_RAI,ch4,kt,2010,0.0,TTW,0.0,0.0
Striving,INDO_PLUS,off-road,TRA_OT_OTHER,ch4,kt,2010,0.03,TTW,0.002475,0.000894
Striving,JAPA_WHOL,off-road,TRA_OT_CNS,ch4,kt,2010,0.34,TTW,0.028050000000000002,0.010132000000000002
Striving,JAPA_WHOL,off-road,TRA_OT_AGR,ch4,kt,2010,0.02,TTW,0.0016500000000000002,0.000596
Striving,JAPA_WHOL,off-road,TRA_OT_RAI,ch4,kt,2010,0.03,TTW,0.002475,0.000894
Striving,JAPA_WHOL,off-road,TRA_OT_OTHER,ch4,kt,2010,0.06,TTW,0.00495,0.001788
Striving,KORE_AALL,off-road,TRA_OT_CNS,ch4,kt,2010,0.09,TTW,0.007425,0.002682
Striving,KORE_AALL,off-road,TRA_OT_AGR,ch4,kt,2010,0.12,TTW,0.0099,0.003576
Striving,KORE_AALL,off-road,TRA_OT_RAI,ch4,kt,2010,0.03,TTW,0.002475,0.000894
Striving,KORE_AALL,off-road,TRA_OT_OTHER,ch4,kt,2010,0.04,TTW,0.0033000000000000004,0.001192
Striving,LAME_REST,off-road,TRA_OT_CNS,ch4,kt,2010,0.57,TTW,0.047025,0.016986
