Scenario,Sector,Sub-Sector,Species,Units,Year,ems
BAU,off-road,TRA_OT_AGR,ch4,kt,2023,14.408000000000001
BAU,off-road,TRA_OT_RAI,ch4,kt,2023,4.626
BAU,off-road,TRA_OT_OTHER,ch4,kt,2023,11.056000000000001
BAU,off-road,TRA_OT_CNS,co2,Mt,2024,263.68199999999996
BAU,off-road,TRA_OT_AGR,co2,Mt,2024,245.468
BAU,off-road,TRA_OT_RAI,co2,Mt,2024,78.482
BAU,off-road,TRA_OT_OTHER,co2,Mt,2024,66.66143854878177
BAU,off-road,TRA_OT_CNS,bc,kt,2024,106.098
BAU,off-road,TRA_OT_AGR,bc,kt,2024,95.52799999999999
BAU,off-road,TRA_OT_RAI,bc,kt,2024,31.363999999999997
BAU,off-road,TRA_OT_OTHER,bc,kt,2024,3.410978277282251
BAU,off-road,TRA_OT_CNS,ch4,kt,2024,15.422
BAU,off-road,TRA_OT_AGR,ch4,kt,2024,14.444
BAU,off-road,TRA_OT_RAI,ch4,kt,2024,4.588
BAU,off-road,TRA_OT_OTHER,ch4,kt,2024,10.928
BAU,off-road,TRA_OT_CNS,co2,Mt,2025,264.83
BAU,off-road,TRA_OT_AGR,co2,Mt,2025,245.81
BAU,off-road,TRA_OT_RAI,co2,Mt,2025,77.59
BAU,off-road,TRA_OT_OTHER,co2,Mt,2025,67.5772866595931
BAU,off-road,TRA_OT_CNS,bc,kt,2025,103.7
BAU,off-road,TRA_OT_AGR,bc,kt,2025,93.27
BAU,off-road,TRA_OT_RAI,bc,kt,2025,30.29
BAU,off-road,TRA_OT_OTHER,bc,kt,2025,3.3285668159233763
BAU,off-road,TRA_OT_CNS,ch4,kt,2025,15.5
BAU,off-road,TRA_OT_AGR,ch4,kt,2025,14.48
BAU,off-road,TRA_OT_RAI,ch4,kt,2025,4.55
BAU,off-road,TRA_OT_OTHER,ch4,kt,2025,10.8
BAU,off-road,TRA_OT_CNS,co2,Mt,2026,263.606
BAU,off-road,TRA_OT_AGR,co2,Mt,2026,245.01
BAU,off-road,TRA_OT_RAI,co2,Mt,2026,76.83200000000001
BAU,off-road,TRA_OT_OTHER,co2,Mt,2026,68.73292887670206
BAU,off-road,TRA_OT_CNS,bc,kt,2026,101.738
BAU,off-road,TRA_OT_AGR,bc,kt,2026,92.006
BAU,off-road,TRA_OT_RAI,bc,kt,2026,29.742
BAU,off-road,TRA_OT_OTHER,bc,kt,2026,3.264350092786591
BAU,off-road,TRA_OT_CNS,ch4,kt,2026,15.468
BAU,off-road,TRA_OT_AGR,ch4,kt,2026,14.450000000000001
BAU,off-road,TRA_OT_RAI,ch4,kt,2026,4.516
BAU,off-road,TRA_OT_OTHER,ch4,kt,2026,10.76
BAU,off-road,TRA_OT_CNS,co2,Mt,2027,262.382
BAU,off-road,TRA_OT_AGR,co2,Mt,2027,244.21
BAU,off-road,TRA_OT_RAI,co2,Mt,2027,76.074
BAU,off-road,TRA_OT_OTHER,co2,Mt,2027,69.88857109381102
BAU,off-road,TRA_OT_CNS,bc,kt,2027,99.776
BAU,off-road,TRA_OT_AGR,bc,kt,2027,90.742
BAU,off-road,TRA_OT_RAI,bc,kt,2027,29.194
BAU,off-road,TRA_OT_OTHER,bc,kt,2027,3.2001333696498055
BAU,off-road,TRA_OT_CNS,ch4,kt,2027,15.436
BAU,off-road,TRA_OT_AGR,ch4,kt,2027,14.42
BAU,off-road,TRA_OT_RAI,ch4,kt,2027,4.482
BAU,off-road,TRA_OT_OTHER,ch4,kt,2027,10.72
BAU,off-road,TRA_OT_CNS,co2,Mt,2028,261.15799999999996
BAU,off-road,TRA_OT_AGR,co2,Mt,2028,243.41
BAU,off-road,TRA_OT_RAI,co2,Mt,2028,75.316
BAU,off-road,TRA_OT_OTHER,co2,Mt,2028,71.04421331091999
BAU,off-road,TRA_OT_CNS,bc,kt,2028,97.81400000000001
BAU,off-road,TRA_OT_AGR,bc,kt,2028,89.478
BAU,off-road,TRA_OT_RAI,bc,kt,2028,28.646
BAU,off-road,TRA_OT_OTHER,bc,kt,2028,3.1359166465130204
BAU,off-road,TRA_OT_CNS,ch4,kt,2028,15.404
BAU,off-road,TRA_OT_AGR,ch4,kt,2028,14.39
BAU,off-road,TRA_OT_RAI,ch4,kt,2028,4.4479999999999995
BAU,off-road,TRA_OT_OTHER,ch4,kt,2028,10.68
BAU,off-road,TRA_OT_CNS,co2,Mt,2029,259.93399999999997
BAU,off-road,TRA_OT_AGR,co2,Mt,2029,242.61
BAU,off-road,TRA_OT_RAI,co2,Mt,2029,74.55799999999999
BAU,off-road,TRA_OT_OTHER,co2,Mt,2029,72.19985552802896
BAU,off-road,TRA_OT_CNS,bc,kt,2029,95.852
BAU,off-road,TRA_OT_AGR,bc,kt,2029,88.214
BAU,off-road,TRA_OT_RAI,bc,kt,2029,28.098
BAU,off-road,TRA_OT_OTHER,bc,kt,2029,3.071699923376235
BAU,off-road,TRA_OT_CNS,ch4,kt,2029,15.372
BAU,off-road,TRA_OT_AGR,ch4,kt,2029,14.36
BAU,off-road,TRA_OT_RAI,ch4,kt,2029,4.414
BAU,off-road,TRA_OT_OTHER,ch4,kt,2029,10.64
BAU,off-road,TRA_OT_CNS,co2,Mt,2030,258.71
BAU,off-road,TRA_OT_AGR,co2,Mt,2030,241.81
BAU,off-road,TRA_OT_RAI,co2,Mt,2030,73.8
BAU,off-road,TRA_OT_OTHER,co2,Mt,2030,73.35549774513792
BAU,off-road,TRA_OT_CNS,bc,kt,2030,93.89
BAU,off-road,TRA_OT_AGR,bc,kt,2030,86.95
BAU,off-road,TRA_OT_RAI,bc,kt,2030,27.55
BAU,off-road,TRA_OT_OTHER,bc,kt,2030,3.0074832002394496
BAU,off-road,TRA_OT_CNS,ch4,kt,2030,15.34
BAU,off-road,TRA_OT_AGR,ch4,kt,2030,14.33
BAU,off-road,TRA_OT_RAI,ch4,kt,2030,4.38
BAU,off-road,TRA_OT_OTHER,ch4,kt,2030,10.6
BAU,off-road,TRA_OT_CNS,co2,Mt,2031,261.662
BAU,off-road,TRA_OT_AGR,co2,Mt,2031,240.796
BAU,off-road,TRA_OT_RAI,co2,Mt,2031,73.12
BAU,off-road,TRA_OT_OTHER,co2,Mt,2031,74.68610697222131
BAU,off-road,TRA_OT_CNS,bc,kt,2031,95.092
BAU,off-road,TRA_OT_AGR,bc,kt,2031,86.364
BAU,off-road,TRA_OT_RAI,bc,kt,2031,27.18
BAU,off-road,TRA_OT_OTHER,bc,kt,2031,2.9646720514815925
BAU,off-road,TRA_OT_CNS,ch4,kt,2031,15.526
BAU,off-road,TRA_OT_AGR,ch4,kt,2031,14.28
BAU,off-road,TRA_OT_RAI,ch4,kt,2031,4.344
BAU,off-road,TRA_OT_OTHER,ch4,kt,2031,10.6
BAU,off-road,TRA_OT_CNS,co2,Mt,2032,264.614
BAU,off-road,TRA_OT_AGR,co2,Mt,2032,239.782
BAU,off-road,TRA_OT_RAI,co2,Mt,2032,72.44
BAU,off-road,TRA_OT_OTHER,co2,Mt,2032,76.0167161993047
BAU,off-road,TRA_OT_CNS,bc,kt,2032,96.294
BAU,off-road,TRA_OT_AGR,bc,kt,2032,85.778
BAU,off-road,TRA_OT_RAI,bc,kt,2032,26.81
BAU,off-road,TRA_OT_OTHER,bc,kt,2032,2.921860902723736
BAU,off-road,TRA_OT_CNS,ch4,kt,2032,15.712
BAU,off-road,TRA_OT_AGR,ch4,kt,2032,14.23
BAU,off-road,TRA_OT_RAI,ch4,kt,2032,4.308
BAU,off-road,TRA_OT_OTHER,ch4,kt,2032,10.6
BAU,off-road,TRA_OT_CNS,co2,Mt,2033,267.56600000000003
BAU,off-road,TRA_OT_AGR,co2,Mt,2033,238.768
BAU,off-road,TRA_OT_RAI,co2,Mt,2033,71.76
BAU,off-road,TRA_OT_OTHER,co2,Mt,2033,77.3473254263881
BAU,off-road,TRA_OT_CNS,bc,kt,2033,97.49600000000001
BAU,off-road,TRA_OT_AGR,bc,kt,2033,85.192
BAU,off-road,TRA_OT_RAI,bc,kt,2033,26.44
BAU,off-road,TRA_OT_OTHER,bc,kt,2033,2.879049753965879
BAU,off-road,TRA_OT_CNS,ch4,kt,2033,15.898
BAU,off-road,TRA_OT_AGR,ch4,kt,2033,14.18
BAU,off-road,TRA_OT_RAI,ch4,kt,2033,4.272
BAU,off-road,TRA_OT_OTHER,ch4,kt,2033,10.6
BAU,off-road,TRA_OT_CNS,co2,Mt,2034,270.51800000000003
BAU,off-road,TRA_OT_AGR,co2,Mt,2034,237.75400000000002
BAU,off-road,TRA_OT_RAI,co2,Mt,2034,71.08
BAU,off-road,TRA_OT_OTHER,co2,Mt,2034,78.6779346534715
BAU,off-road,TRA_OT_CNS,bc,kt,2034,98.69800000000001
BAU,off-road,TRA_OT_AGR,bc,kt,2034,84.606
BAU,off-road,TRA_OT_RAI,bc,kt,2034,26.07
BAU,off-road,TRA_OT_OTHER,bc,kt,2034,2.8362386052080217
BAU,off-road,TRA_OT_CNS,ch4,kt,2034,16.084
BAU,off-road,TRA_OT_AGR,ch4,kt,2034,14.13
BAU,off-road,TRA_OT_RAI,ch4,kt,2034,4.236
BAU,off-road,TRA_OT_OTHER,ch4,kt,2034,10.6
BAU,off-road,TRA_OT_CNS,co2,Mt,2035,273.47
BAU,off-road,TRA_OT_AGR,co2,Mt,2035,236.74
BAU,off-road,TRA_OT_RAI,co2,Mt,2035,70.4
BAU,off-road,TRA_OT_OTHER,co2,Mt,2035,80.00854388055488
BAU,off-road,TRA_OT_CNS,bc,kt,2035,99.9
BAU,off-road,TRA_OT_AGR,bc,kt,2035,84.02
BAU,off-road,TRA_OT_RAI,bc,kt,2035,25.7
BAU,off-road,TRA_OT_OTHER,bc,kt,2035,2.7934274564501647
BAU,off-road,TRA_OT_CNS,ch4,kt,2035,16.27
BAU,off-road,TRA_OT_AGR,ch4,kt,2035,14.08
BAU,off-road,TRA_OT_RAI,ch4,kt,2035,4.2
BAU,off-road,TRA_OT_OTHER,ch4,kt,2035,10.6
BAU,off-road,TRA_OT_CNS,co2,Mt,2036,276.19
BAU,off-road,TRA_OT_AGR,co2,Mt,2036,235.84
BAU,off-road,TRA_OT_RAI,co2,Mt,2036,69.58200000000001
BAU,off-road,TRA_OT_OTHER,co2,Mt,2036,81.53661115103095
BAU,off-road,TRA_OT_CNS,bc,kt,2036,101.08200000000001
BAU,off-road,TRA_OT_AGR,bc,kt,2036,83.586
BAU,off-road,TRA_OT_RAI,bc,kt,2036,25.622
BAU,off-road,TRA_OT_OTHER,bc,kt,2036,2.772021882071236
BAU,off-road,TRA_OT_CNS,ch4,kt,2036,16.46
BAU,off-road,TRA_OT_AGR,ch4,kt,2036,14.03
BAU,off-road,TRA_OT_RAI,ch4,kt,2036,4.148
BAU,off-road,TRA_OT_OTHER,ch4,kt,2036,10.608
BAU,off-road,TRA_OT_CNS,co2,Mt,2037,278.91
BAU,off-road,TRA_OT_AGR,co2,Mt,2037,234.94
BAU,off-road,TRA_OT_RAI,co2,Mt,2037,68.76400000000001
BAU,off-road,TRA_OT_OTHER,co2,Mt,2037,83.06467842150704
BAU,off-road,TRA_OT_CNS,bc,kt,2037,102.26400000000001
BAU,off-road,TRA_OT_AGR,bc,kt,2037,83.152
BAU,off-road,TRA_OT_RAI,bc,kt,2037,25.544
BAU,off-road,TRA_OT_OTHER,bc,kt,2037,2.750616307692308
BAU,off-road,TRA_OT_CNS,ch4,kt,2037,16.65
BAU,off-road,TRA_OT_AGR,ch4,kt,2037,13.98
BAU,off-road,TRA_OT_RAI,ch4,kt,2037,4.096
BAU,off-road,TRA_OT_OTHER,ch4,kt,2037,10.616
BAU,off-road,TRA_OT_CNS,co2,Mt,2038,281.63
BAU,off-road,TRA_OT_AGR,co2,Mt,2038,234.04000000000002
BAU,off-road,TRA_OT_RAI,co2,Mt,2038,67.946
BAU,off-road,TRA_OT_OTHER,co2,Mt,2038,84.59274569198311
BAU,off-road,TRA_OT_CNS,bc,kt,2038,103.446
BAU,off-road,TRA_OT_AGR,bc,kt,2038,82.71799999999999
BAU,off-road,TRA_OT_RAI,bc,kt,2038,25.465999999999998
BAU,off-road,TRA_OT_OTHER,bc,kt,2038,2.7292107333133795
BAU,off-road,TRA_OT_CNS,ch4,kt,2038,16.84
BAU,off-road,TRA_OT_AGR,ch4,kt,2038,13.93
BAU,off-road,TRA_OT_RAI,ch4,kt,2038,4.0440000000000005
BAU,off-road,TRA_OT_OTHER,ch4,kt,2038,10.624
BAU,off-road,TRA_OT_CNS,co2,Mt,2039,284.35
BAU,off-road,TRA_OT_AGR,co2,Mt,2039,233.14000000000001
BAU,off-road,TRA_OT_RAI,co2,Mt,2039,67.128
BAU,off-road,TRA_OT_OTHER,co2,Mt,2039,86.1208129624592
BAU,off-road,TRA_OT_CNS,bc,kt,2039,104.628
BAU,off-road,TRA_OT_AGR,bc,kt,2039,82.28399999999999
BAU,off-road,TRA_OT_RAI,bc,kt,2039,25.387999999999998
BAU,off-road,TRA_OT_OTHER,bc,kt,2039,2.707805158934451
BAU,off-road,TRA_OT_CNS,ch4,kt,2039,17.029999999999998
BAU,off-road,TRA_OT_AGR,ch4,kt,2039,13.88
BAU,off-road,TRA_OT_RAI,ch4,kt,2039,3.992
BAU,off-road,TRA_OT_OTHER,ch4,kt,2039,10.632
BAU,off-road,TRA_OT_CNS,co2,Mt,2040,287.07
BAU,off-road,TRA_OT_AGR,co2,Mt,2040,232.24
BAU,off-road,TRA_OT_RAI,co2,Mt,2040,66.31
BAU,off-road,TRA_OT_OTHER,co2,Mt,2040,87.64888023293527
BAU,off-road,TRA_OT_CNS,bc,kt,2040,105.81
BAU,off-road,TRA_OT_AGR,bc,kt,2040,81.85
BAU,off-road,TRA_OT_RAI,bc,kt,2040,25.31
BAU,off-road,TRA_OT_OTHER,bc,kt,2040,2.6863995845555224
BAU,off-road,TRA_OT_CNS,ch4,kt,2040,17.22
BAU,off-road,TRA_OT_AGR,ch4,kt,2040,13.83
BAU,off-road,TRA_OT_RAI,ch4,kt,2040,3.94
BAU,off-road,TRA_OT_OTHER,ch4,kt,2040,10.64
BAU,off-road,TRA_OT_CNS,co2,Mt,2041,286.628
BAU,off-road,TRA_OT_AGR,co2,Mt,2041,231.774
BAU,off-road,TRA_OT_RAI,co2,Mt,2041,65.296
BAU,off-road,TRA_OT_OTHER,co2,Mt,2041,89.29138717345134
BAU,off-road,TRA_OT_CNS,bc,kt,2041,105.73
BAU,off-road,TRA_OT_AGR,bc,kt,2041,81.524
BAU,off-road,TRA_OT_RAI,bc,kt,2041,25.148
BAU,off-road,TRA_OT_OTHER,bc,kt,2041,2.6756967973660584
BAU,off-road,TRA_OT_CNS,ch4,kt,2041,17.204
BAU,off-road,TRA_OT_AGR,ch4,kt,2041,13.816
BAU,off-road,TRA_OT_RAI,ch4,kt,2041,3.884
BAU,off-road,TRA_OT_OTHER,ch4,kt,2041,10.624
BAU,off-road,TRA_OT_CNS,co2,Mt,2042,286.186
BAU,off-road,TRA_OT_AGR,co2,Mt,2042,231.308
BAU,off-road,TRA_OT_RAI,co2,Mt,2042,64.282
BAU,off-road,TRA_OT_OTHER,co2,Mt,2042,90.9338941139674
BAU,off-road,TRA_OT_CNS,bc,kt,2042,105.65
BAU,off-road,TRA_OT_AGR,bc,kt,2042,81.198
BAU,off-road,TRA_OT_RAI,bc,kt,2042,24.986
BAU,off-road,TRA_OT_OTHER,bc,kt,2042,2.664994010176594
BAU,off-road,TRA_OT_CNS,ch4,kt,2042,17.188
BAU,off-road,TRA_OT_AGR,ch4,kt,2042,13.802
BAU,off-road,TRA_OT_RAI,ch4,kt,2042,3.828
BAU,off-road,TRA_OT_OTHER,ch4,kt,2042,10.608
BAU,off-road,TRA_OT_CNS,co2,Mt,2043,285.744
BAU,off-road,TRA_OT_AGR,co2,Mt,2043,230.842
BAU,off-road,TRA_OT_RAI,co2,Mt,2043,63.268
BAU,off-road,TRA_OT_OTHER,co2,Mt,2043,92.57640105448345
BAU,off-road,TRA_OT_CNS,bc,kt,2043,105.57
BAU,off-road,TRA_OT_AGR,bc,kt,2043,80.872
BAU,off-road,TRA_OT_RAI,bc,kt,2043,24.823999999999998
BAU,off-road,TRA_OT_OTHER,bc,kt,2043,2.65429122298713
BAU,off-road,TRA_OT_CNS,ch4,kt,2043,17.172
BAU,off-road,TRA_OT_AGR,ch4,kt,2043,13.788
BAU,off-road,TRA_OT_RAI,ch4,kt,2043,3.7720000000000002
BAU,off-road,TRA_OT_OTHER,ch4,kt,2043,10.592
BAU,off-road,TRA_OT_CNS,co2,Mt,2044,285.302
BAU,off-road,TRA_OT_AGR,co2,Mt,2044,230.376
BAU,off-road,TRA_OT_RAI,co2,Mt,2044,62.254000000000005
BAU,off-road,TRA_OT_OTHER,co2,Mt,2044,94.21890799499951
BAU,off-road,TRA_OT_CNS,bc,kt,2044,105.49
BAU,off-road,TRA_OT_AGR,bc,kt,2044,80.54599999999999
BAU,off-road,TRA_OT_RAI,bc,kt,2044,24.662
BAU,off-road,TRA_OT_OTHER,bc,kt,2044,2.6435884357976653
BAU,off-road,TRA_OT_CNS,ch4,kt,2044,17.156
BAU,off-road,TRA_OT_AGR,ch4,kt,2044,13.774
BAU,off-road,TRA_OT_RAI,ch4,kt,2044,3.716
BAU,off-road,TRA_OT_OTHER,ch4,kt,2044,10.576
BAU,off-road,TRA_OT_CNS,co2,Mt,2045,284.86
BAU,off-road,TRA_OT_AGR,co2,Mt,2045,229.91
BAU,off-road,TRA_OT_RAI,co2,Mt,2045,61.24
BAU,off-road,TRA_OT_OTHER,co2,Mt,2045,95.86141493551558
BAU,off-road,TRA_OT_CNS,bc,kt,2045,105.41
BAU,off-road,TRA_OT_AGR,bc,kt,2045,80.22
BAU,off-road,TRA_OT_RAI,bc,kt,2045,24.5
BAU,off-road,TRA_OT_OTHER,bc,kt,2045,2.6328856486082013
BAU,off-road,TRA_OT_CNS,ch4,kt,2045,17.14
BAU,off-road,TRA_OT_AGR,ch4,kt,2045,13.76
BAU,off-road,TRA_OT_RAI,ch4,kt,2045,3.66
BAU,off-road,TRA_OT_OTHER,ch4,kt,2045,10.56
BAU,off-road,TRA_OT_CNS,co2,Mt,2046,283.818
BAU,off-road,TRA_OT_AGR,co2,Mt,2046,228.174
BAU,off-road,TRA_OT_RAI,co2,Mt,2046,60.026
BAU,off-road,TRA_OT_OTHER,co2,Mt,2046,97.56511071694898
BAU,off-road,TRA_OT_CNS,bc,kt,2046,105.286
BAU,off-road,TRA_OT_AGR,bc,kt,2046,79.762
BAU,off-road,TRA_OT_RAI,bc,kt,2046,24.18
BAU,off-road,TRA_OT_OTHER,bc,kt,2046,2.633955927327148
BAU,off-road,TRA_OT_CNS,ch4,kt,2046,17.088
BAU,off-road,TRA_OT_AGR,ch4,kt,2046,13.668
BAU,off-road,TRA_OT_RAI,ch4,kt,2046,3.5900000000000003
BAU,off-road,TRA_OT_OTHER,ch4,kt,2046,10.56
BAU,off-road,TRA_OT_CNS,co2,Mt,2047,282.776
BAU,off-road,TRA_OT_AGR,co2,Mt,2047,226.438
BAU,off-road,TRA_OT_RAI,co2,Mt,2047,58.812000000000005
BAU,off-road,TRA_OT_OTHER,co2,Mt,2047,99.26880649838238
BAU,off-road,TRA_OT_CNS,bc,kt,2047,105.162
BAU,off-road,TRA_OT_AGR,bc,kt,2047,79.304
BAU,off-road,TRA_OT_RAI,bc,kt,2047,23.86
BAU,off-road,TRA_OT_OTHER,bc,kt,2047,2.635026206046094
BAU,off-road,TRA_OT_CNS,ch4,kt,2047,17.036
BAU,off-road,TRA_OT_AGR,ch4,kt,2047,13.576
BAU,off-road,TRA_OT_RAI,ch4,kt,2047,3.52
BAU,off-road,TRA_OT_OTHER,ch4,kt,2047,10.56
BAU,off-road,TRA_OT_CNS,co2,Mt,2048,281.734
BAU,off-road,TRA_OT_AGR,co2,Mt,2048,224.702
BAU,off-road,TRA_OT_RAI,co2,Mt,2048,57.598
BAU,off-road,TRA_OT_OTHER,co2,Mt,2048,100.97250227981576
BAU,off-road,TRA_OT_CNS,bc,kt,2048,105.038
BAU,off-road,TRA_OT_AGR,bc,kt,2048,78.846
BAU,off-road,TRA_OT_RAI,bc,kt,2048,23.54
BAU,off-road,TRA_OT_OTHER,bc,kt,2048,2.6360964847650408
BAU,off-road,TRA_OT_CNS,ch4,kt,2048,16.983999999999998
BAU,off-road,TRA_OT_AGR,ch4,kt,2048,13.484
BAU,off-road,TRA_OT_RAI,ch4,kt,2048,3.45
BAU,off-road,TRA_OT_OTHER,ch4,kt,2048,10.56
BAU,off-road,TRA_OT_CNS,co2,Mt,2049,280.692
BAU,off-road,TRA_OT_AGR,co2,Mt,2049,222.96599999999998
BAU,off-road,TRA_OT_RAI,co2,Mt,2049,56.384
BAU,off-road,TRA_OT_OTHER,co2,Mt,2049,102.67619806124915
BAU,off-road,TRA_OT_CNS,bc,kt,2049,104.914
BAU,off-road,TRA_OT_AGR,bc,kt,2049,78.388
BAU,off-road,TRA_OT_RAI,bc,kt,2049,23.22
BAU,off-road,TRA_OT_OTHER,bc,kt,2049,2.6371667634839873
BAU,off-road,TRA_OT_CNS,ch4,kt,2049,16.932
BAU,off-road,TRA_OT_AGR,ch4,kt,2049,13.392000000000001
BAU,off-road,TRA_OT_RAI,ch4,kt,2049,3.38
BAU,off-road,TRA_OT_OTHER,ch4,kt,2049,10.56
BAU,off-road,TRA_OT_CNS,co2,Mt,2050,279.65
BAU,off-road,TRA_OT_AGR,co2,Mt,2050,221.23
BAU,off-road,TRA_OT_RAI,co2,Mt,2050,55.17
BAU,off-road,TRA_OT_OTHER,co2,Mt,2050,104.37989384268255
BAU,off-road,TRA_OT_CNS,bc,kt,2050,104.79
BAU,off-road,TRA_OT_AGR,bc,kt,2050,77.93
BAU,off-road,TRA_OT_RAI,bc,kt,2050,22.9
BAU,off-road,TRA_OT_OTHER,bc,kt,2050,2.6382370422029333
BAU,off-road,TRA_OT_CNS,ch4,kt,2050,16.88
BAU,off-road,TRA_OT_AGR,ch4,kt,2050,13.3
BAU,off-road,TRA_OT_RAI,ch4,kt,2050,3.31
BAU,off-road,TRA_OT_OTHER,ch4,kt,2050,10.56
