Scenario,CY,RTK,MJ,Fuel (kg),CO2,CH4,N2O,nvPM_mass,nvPM_num,SO2,H2O,OC,Sulphates,NOx,CO,HC,ConERF,Stock,CO2e,EnRoute,Payload,TechEff,AvoidancePenalty,Formation,ConERFLowerBound,ConERFUpperBound,FuelEff,NOxERF,H2OERF,nvPM_massERF,SO2ERF
Current Commitments,1972,,,111627906976.74419,415.1070139534885,0.48167441860465127,0.0009633488372092838,0.009963380156424893,1.0153501166199118e+17,0.13395348837209303,137.40995330817546,0.0022325581395348446,0.0027262138630151063,1.7149235221718548,0.422858319129969,0.05093087505587034,0.006739626455951584,,,,,,,,0.0011392330710446588,0.018835042011969488,,0.0063936822620102845,0.0007145317572025124,0.0010030134803472941,-0.0026670139534883722
Current Commitments,1973,,,115581395348.83722,429.8087206976746,0.4987337209302327,0.0009974674418604462,0.010316249870298274,1.0513104332502005e+17,0.13869767441860467,142.27655582117333,0.0023116279069767044,0.002822767270663558,1.7756603969154414,0.43783455126582216,0.052734676880765746,0.007072944190611349,,,,,,,,0.0011955754498058386,0.019766555587192515,,0.006620125175456483,0.0007398380902701013,0.0010385368744429272,-0.0027614706976744193
Current Commitments,1974,,,111627906976.74419,415.1070139534885,0.48167441860465127,0.0009633488372092838,0.009963380156424893,1.0153501166199118e+17,0.13395348837209303,137.40995330817546,0.0022325581395348446,0.0027262138630151063,1.7149235221718548,0.422858319129969,0.05093087505587034,0.006924910906626303,,,,,,,,0.0011705526367711213,0.019352851186622073,,0.0063936822620102845,0.0007145317572025124,0.0010030134803472941,-0.0026670139534883722
Current Commitments,1975,,,111744186046.51163,415.53941709302336,0.48217616279069775,0.0009643523255813769,0.009973758677421169,1.0164077729913909e+17,0.13409302325581396,137.5530886762048,0.0022348837209301936,0.0027290536691224132,1.7167099008407836,0.4232987965457294,0.050983928050720204,0.007028740716279942,,,,,,,,0.0011881035134689304,0.01964302139704881,,0.006400342347699878,0.0007152760611162649,0.001004058286055989,-0.002669792093023256
Current Commitments,1976,,,112093023255.81396,416.8366265116281,0.48368139534883736,0.0009673627906976559,0.010004894240409998,1.0195807421058282e+17,0.1345116279069768,137.98249478029285,0.0022418604651162403,0.002737573087444336,1.7220690368475708,0.4246202287930106,0.051143087035269805,0.0071503404181236735,,,,,,,,0.0012086581247185222,0.01998285261882923,,0.0064203226047686605,0.0007175089728575228,0.0010071927031820745,-0.002678126511627908
Current Commitments,1977,,,118720930232.55814,441.4836054651164,0.5122808139534885,0.0010245616279069571,0.010596469937197725,1.0798671552801352e+17,0.14246511627906977,146.14121075796575,0.0023744186046511214,0.002899442035560858,1.8238926209765245,0.4497274414913525,0.054167107741712094,0.007681707203923436,,,,,,,,0.0012984777340387425,0.021467848233900095,,0.00679994748907552,0.000759934295941422,0.001066746628577695,-0.002836480465116279
Current Commitments,1978,,,122906976744.18605,457.0501184883722,0.5303436046511629,0.0010606872093023051,0.010970096693063657,1.117942784653382e+17,0.1474883720930233,151.29408400702235,0.0024581395348836784,0.0030016750554239242,1.8882022530579694,0.4655846284587264,0.05607701555630724,0.00806823608309179,,,,,,,,0.0013638146610836462,0.02254806947843901,,0.007039710573900908,0.0007867292368365162,0.0011043596340907184,-0.0029364934883720937
Current Commitments,1979,,,128023255813.95348,476.07585662790706,0.5524203488372093,0.0011048406976743971,0.011426751616899797,1.1644796649984613e+17,0.1536279069767442,157.5920402003137,0.002560465116279025,0.0031266265241454497,1.9668029144908457,0.4849656347521832,0.05841134732970129,0.008528142100825404,,,,,,,,0.0014415548961543758,0.023833355721257516,,0.007332754344243044,0.0008194786090416313,0.0011503310852733026,-0.003058731627906977
Current Commitments,1980,,,128953488372.09303,479.5350817441862,0.5564343023255814,0.0011128686046511416,0.011509779784870007,1.172940915970294e+17,0.15474418604651166,158.73712314454852,0.0025790697674418156,0.0031493449730039093,1.981093943842278,0.4884894540782663,0.05883577128850022,0.008718801371251491,,,,,,,,0.0014737829947871776,0.024366185751514703,,0.007386035029759798,0.0008254330403516522,0.0011586895309428635,-0.003080956744186047
Current Commitments,1981,,,127093023255.81395,472.61663151162804,0.5484063953488373,0.0010968127906976534,0.011343723448929591,1.1560184140266286e+17,0.15251162790697678,156.44695725607892,0.002541860465116235,0.003103908075286991,1.9525118851394136,0.4814418154261002,0.057986923370902374,0.008723705870822968,,,,,,,,0.0014746120271000613,0.024379892216714247,,0.007279473658726291,0.0008135241777316104,0.001141972639603742,-0.0030365065116279076
