Scenario,CY,RTK,MJ,Fuel (kg),CO2,CH4,N2O,nvPM_mass,nvPM_num,SO2,H2O,OC,Sulphates,NOx,CO,HC,ConERF,Stock,CO2e,EnRoute,Payload,TechEff,AvoidancePenalty,Formation,ConERFLowerBound,ConERFUpperBound,FuelEff,NOxERF,H2OERF,nvPM_massERF,SO2ERF
Current Commitments_lower,2031,1556639632499.5896,14863296877704.809,344455959829.7581,1253.3474536823178,1.458664241277092,0.0029228529419627,0.0300921256506854,3.073129437685449e+17,0.4029372664674194,423.65119323105057,0.0068832379489805,0.0084052201758523,5.550612970602472,1.307457278696628,0.157628928702926,0.0093733404465722,40627.13519952589,1293.8210598982105,0.98806578,0.976238724,0.9143658198187028,1.0,1.0,0.0093733404465722,0.1549702739420899,9.548322275360496,0.0006926199663316998,0.0008896675057852062,0.00023923239892294893,-0.02005821712474814
Current Commitments_lower,2032,1606139856319.836,15139605501101.678,350858323441.69696,1271.2706600424567,1.4799926446553542,0.0029774122743349,0.0305302784723961,3.1194611915317274e+17,0.4085675605344699,431.525699716967,0.0070111759071411,0.0085614365408018,5.688782147883894,1.3317695783282344,0.1605903476909001,0.009573885759973,41961.5876458895,1312.3392935279758,0.987077715,0.972333769,0.9071167468272648,1.0,1.0,0.009573885759973,0.1582859075022568,9.426081696142704,0.0007098610767142076,0.0009062039694056306,0.00024271571385554898,-0.020338493163405913
Current Commitments_lower,2033,1657383632843.8694,15422473595177.156,357412089916.05426,1289.623543317178,1.5018317166253723,0.0030332662901476,0.0309786375856249,3.166920460694218e+17,0.4143331311098908,439.58644949124806,0.0071421393374947,0.0087213451983726,5.830947369121934,1.3565671305882931,0.1636151188573694,0.0097799114560446,43350.583149748905,1331.3014477065983,0.986090637,0.968444434,0.8999366991912172,1.0,1.0,0.0097799114560446,0.1616921487181091,9.305313078731242,0.0007276008238860847,0.0009231315439316209,0.000246280168805718,-0.02062550326665036
Current Commitments_lower,2034,1710441026936.1565,15712661899990.594,364134845294.0551,1308.467903949956,1.524253566555929,0.0030905646463987,0.0314387967839116,3.2156662879902637e+17,0.4202537984358143,447.855069276113,0.0072764796606014,0.0088853754548323,5.977449867923117,1.3819232815862164,0.1667121726431417,0.0099916142251838,44796.88391290831,1350.7713251087443,0.985104546,0.964570656,0.8928517871621301,1.0,1.0,0.0099916142251838,0.165192249489525,9.186321920806616,0.000745881787866928,0.0009404956454798372,0.00024993843443209723,-0.020920234086134838
Current Commitments_lower,2035,1765385066687.138,16008800477988.318,370987794145.9631,1327.6701932515332,1.5471328692685988,0.0031491119480753,0.0319068595107821,3.26531208672081e+17,0.426279691332687,456.31394304750035,0.0074133430839659,0.0090524873400555,6.122231045266357,1.407531609322655,0.1698488142495157,0.0102091958983477,46303.40146768622,1370.6119148574635,0.984119442,0.960712374,0.885828153367575,1.0,1.0,0.0102091958983477,0.1687895467057301,9.06816352991469,0.0007639479608658454,0.0009582592803997507,0.0002536595331107177,-0.02122020303454116
Current Commitments_lower,2036,1822292429465.4253,16309930033337.66,377948607491.4485,1347.0769043501923,1.5703660108098034,0.0032086861465284,0.0323812162706286,3.3156570029633197e+17,0.4323852147859366,464.9357723295137,0.0075522829425493,0.0092221364667313,6.262659048815971,1.433273871239225,0.173011523493422,0.0104328686389169,47873.24074119273,1390.6668311622211,0.983135322,0.956869524,0.8788124310444001,1.0,1.0,0.0104328686389169,0.1724875480828232,8.95022652216265,0.0007814709334826884,0.0009763651218919788,0.0002574306693514974,-0.021524135992043922
Current Commitments_lower,2037,1881250598190.109,16610160163906.455,384880664809.00446,1366.2577451387167,1.5933776058400846,0.0032680936206905,0.0328507553122563,3.3654814660451686e+17,0.4384150180723817,473.5526587170814,0.0076905687276304,0.0093909908351979,6.389711456157026,1.4585247616545862,0.1761269895440964,0.0106628950370511,49510.10777355957,1410.4898055760157,0.982152187,0.953042046,0.8715208186505276,1.0,1.0,0.0106628950370511,0.1762905950473444,8.829318209858146,0.000797324864311768,0.0009944605833058708,0.0002611635047324376,-0.021824299599643163
Current Commitments_lower,2038,1942347559858.812,16902927115482.371,391631720075.942,1384.8520741387497,1.6157049715180074,0.0033264760559443,0.0333075441020043,3.4138256630549254e+17,0.444263878529652,481.9774733038369,0.0078251577260472,0.0095553370403166,6.493819013964164,1.482610251784812,0.1791154977257248,0.0109003721106303,51217.73435068098,1429.707377327312,0.981170035,0.949229878,0.8636623536597131,1.0,1.0,0.0109003721106303,0.1802168246937876,8.702318506123094,0.0008103156769598761,0.0010121526939380573,0.0002647949756109342,-0.022115455873206076
Current Commitments_lower,2039,2005679323537.2576,17190286514973.584,398249251874.6464,1402.865945098704,1.6373821585892414,0.0033837463400586,0.0337520469354177,3.460760137244133e+17,0.4499265953922775,490.26874419856784,0.0079569983483535,0.0097163332701781,6.576898704423586,1.5057407171806316,0.1820019303110172,0.0111447531722842,53000.30911084799,1448.3265025631674,0.980188865,0.945432958,0.8553590570617058,1.0,1.0,0.0111447531722842,0.1842571985910801,8.570805070003134,0.00082068257746503,0.0010295643628169923,0.00026832877313657074,-0.022397345918627572
Current Commitments_lower,2040,2071344648725.944,17482793086053.592,404977667810.51935,1421.1655970197737,1.6594130036137522,0.0034419515924312,0.0342035858034189,3.508503258408303e+17,0.4556827566389232,498.7272877160695,0.0080909742677747,0.0098799361523145,6.6519112946063625,1.5291466632775983,0.1849284632038369,0.0113963255117085,54862.191473663945,1467.2412835028013,0.979208676,0.941651226,0.8470457038347625,1.0,1.0,0.0113963255117085,0.1884164665253943,8.440311030231989,0.0008300428441530548,0.0010473273042037458,0.0002719185071371803,-0.0226838876254856
Current Commitments_lower,2041,2139443171364.098,17783047159304.17,411876995780.442,1440.5629791021368,1.6826510731248228,0.0035023788003349,0.0346813474484172,3.5588585740631123e+17,0.4618179536203473,507.427028167512,0.008228284749445,0.0100476106657915,6.725682139270876,1.5530469055109148,0.1879230873564308,0.0116582475638052,56807.79599244292,1487.2872377036233,0.978229467,0.937884621,0.838836390651374,1.0,1.0,0.0116582475638052,0.1927468471827765,8.311997905495097,0.0008392481625959745,0.0010655967591517751,0.0002757167122149167,-0.022989297731220888
Current Commitments_lower,2042,2210039607912.885,18086501349129.19,418841681807.38715,1460.092545937977,1.7060479279636618,0.0035633025213958,0.0351621310870378,3.6096601974696166e+17,0.4680002377874111,516.2382511444912,0.0083668203004069,0.0102167791243409,6.794080390287939,1.5770810315735804,0.1909409979444439,0.0119277738908936,58839.487035162085,1507.46983116693,0.977251238,0.934133083,0.8305101919585841,1.0,1.0,0.0119277738908936,0.1972029499970901,8.183790591069862,0.0008477830747881036,0.0010841003274034314,0.0002795389421419505,-0.023297051837057325
Current Commitments_lower,2043,2283241372281.695,18390078600392.78,425800850219.78784,1479.5071514649355,1.7293084017604827,0.0036240859764981,0.035640030995093,3.660307553006739e+17,0.4741519066395503,525.0738690963956,0.0085051644296448,0.0103857110386742,6.854683503745852,1.6010442710554165,0.1939538361011506,0.012205220503097,60962.11041524018,1527.5337154644046,0.976273987,0.930396551,0.8219245571199625,1.0,1.0,0.012205220503097,0.2017899995919003,8.054373411259258,0.0008553452893804607,0.0011026551251024305,0.0002833382464109893,-0.023603281912516816
Current Commitments_lower,2044,2359162075253.388,18689701864109.617,432659981046.2112,1498.481240607922,1.7520452391377082,0.0036838902416599,0.0361069676858237,3.7100039406534266e+17,0.4801701746982854,533.8177005497203,0.0086414282258416,0.0105520983186103,6.904094260516003,1.6246307261120758,0.1969228708774747,0.0124909123406188,63180.88634468071,1547.142573148441,0.975297713,0.926674964,0.8129026235222485,1.0,1.0,0.0124909123406188,0.2065133682325819,7.922177988598867,0.0008615108925078663,0.0011210171711544127,0.0002870503931022984,-0.023902871296480648
Current Commitments_lower,2045,2437922274608.33,18983801061739.723,439382663850.9283,1516.8908005996243,1.7741066878063176,0.0037423683318069,0.0365611053651149,3.7584957805055264e+17,0.4860168108302716,542.424952431919,0.0087748840340434,0.0107150550392823,6.941321331423179,1.6477584355950947,0.1998382560556232,0.0127851830479379,65501.47039335248,1566.1681690625396,0.9743224150000002,0.922968265,0.803389826207991,1.0,1.0,0.0127851830479379,0.2113785720930747,7.786877071292032,0.0008661561835297619,0.0011390924001070297,0.00029066078765266345,-0.024193916843130922
Current Commitments_lower,2046,2519648684405.419,19265540694246.973,445810480241.6524,1534.196319369811,1.7948495778672922,0.0037981346302408,0.0369905366087519,3.804526484751069e+17,0.4915189322497124,550.7007662467012,0.0089023661832007,0.0108707170015799,6.960341617748062,1.6700175614714965,0.2026481166608019,0.0130883741549612,67929.90202001977,1584.053118641857,0.973348092,0.919276392,0.7930841614826538,1.0,1.0,0.0130883741549612,0.2163912577178026,7.646121784153894,0.000868529584475519,0.0011564716091180724,0.0002940747660395776,-0.024467812447390682
Current Commitments_lower,2047,2604474891067.6387,19539519204888.797,452050005396.60504,1550.754843754498,1.81469101667309,0.0038520552490847,0.0374089987418232,3.8491778836814515e+17,0.4967937653027569,558.7759955147066,0.0090260044216305,0.0110216988764859,6.967747631237871,1.691887206953793,0.2054157990682421,0.0134008023604414,70472.6840773265,1601.1660504910062,0.972374744,0.915599286,0.7822006354374855,1.0,1.0,0.0134008023604414,0.221556661115499,7.5022874176679295,0.0008694537261588125,0.0011734295905808836,0.0002974015399974944,-0.024730393636771236
Current Commitments_lower,2048,2692539466102.2993,19806067288879.14,458108928329.6741,1566.5934884274232,1.8336560035942568,0.0039041588930122,0.0378181042923802,3.892570950993987e+17,0.5018514852393609,566.6600237702389,0.0091459525226011,0.0111681902370377,6.963654802282771,1.7134807307277753,0.2081542446406618,0.0137228257746663,73136.65346336219,1617.5347671029792,0.97140237,0.911936889,0.7707757529111213,1.0,1.0,0.0137228257746663,0.2268807029555087,7.355906027832625,0.0008689430122848501,0.0011899860499175016,0.00030065392912442265,-0.024982166935215384
Current Commitments_lower,2049,2783987383140.728,20078573625688.176,464297580212.3552,1582.784643215006,1.8529917083613905,0.0039570558491569,0.0382407641767013,3.937195044896704e+17,0.507037436367497,574.7345466077109,0.0092684120107808,0.0113177574485176,6.959008936587375,1.735691555714153,0.2109726602572585,0.0140548798256283,75929.08179665972,1634.2662939292557,0.970430967,0.908289141,0.7594411315544356,1.0,1.0,0.0140548798256283,0.2323705822076787,7.212164016000938,0.0008683632890437289,0.001206942547876193,0.00030401407520477537,-0.025240323582373998
Current Commitments_lower,2050,2878967420770.7188,20366246335634.92,470829406214.1859,1600.0568092687884,1.873544366524482,0.0040125340089718,0.0386927715501852,3.984760187776179e+17,0.5125866191289611,583.2620420866932,0.009397648407774,0.0114756050353998,6.961462095606761,1.7591650604160896,0.2139487732047501,0.0143973891289494,78857.54824407757,1652.1126378227036,0.9694605360000002,0.904655985,0.7485784603155791,1.0,1.0,0.0143973891289494,0.2380333190799743,7.07414963736642,0.000868669400625713,0.0012248502883820556,0.00030760753382397233,-0.02551656190023968
Current Commitments_upper,1940,,,8953488372.093023,33.29504174418605,0.038634302325581404,7.72686046511613e-05,0.0007991461167132466,8143954060388877.0,0.010744186046511629,11.021423338259904,0.00017906976744185734,0.00021866507026266997,0.1375511575075342,0.0339167610135496,0.004085080603439601,0.0010578585596153222,,,,,,,,6.398432532486963e-05,0.0010578585596153222,,0.0008335002096445669,9.14778137075572e-05,0.00034255398292913316,-7.381255813953489e-05
Current Commitments_upper,1941,,,9651162790.697676,35.88946058139537,0.04164476744186048,8.328953488371934e-05,0.0008614172426909024,8778547883276322.0,0.011581395348837212,11.880235546436003,0.00019302325581395014,0.0002357039069065144,0.1482694295211083,0.03655962550811191,0.004403398572538791,0.0011510720773905522,,,,,,,,6.962232294921616e-05,0.0011510720773905522,,0.0008984482779285593,9.860595503541883e-05,0.00036924650107945527,-7.956418604651165e-05
Current Commitments_upper,1942,,,10465116279.069769,38.91628255813955,0.04515697674418606,9.031395348837037e-05,0.0009340668896648338,9518907343311674.0,0.012558139534883724,12.88218312264145,0.00020930232558139173,0.00025558254965766625,0.1607740802036114,0.0396429674184346,0.004774769536487845,0.0012600660799265446,,,,,,,,7.621479947014026e-05,0.0012600660799265446,,0.0009742210242598834,0.00010692211991792404,0.000400387772254831,-8.627441860465118e-05
Current Commitments_upper,1943,,,11279069767.441858,41.94310453488372,0.048669186046511624,9.733837209302137e-05,0.0010067165366387648,1.0259266803347024e+16,0.013534883720930231,13.88413069884689,0.00022558139534883324,0.00027546119240881795,0.17327873088611448,0.04272630932875728,0.005146140500436898,0.001371161192530727,,,,,,,,8.293436113767916e-05,0.001371161192530727,,0.0010499937705912075,0.0001152382848004292,0.00043152904343020653,-9.298465116279068e-05
Current Commitments_upper,1944,,,12209302325.581396,45.40232965116281,0.05268313953488374,0.00010536627906976543,0.0010897447046089726,1.1105391900530286e+16,0.014651162790697676,15.02921364308169,0.0002441860465116237,0.0002981796412672772,0.18756976023754662,0.04625012865484037,0.005570564459235819,0.0014986920194253938,,,,,,,,9.06480331052674e-05,0.0014986920194253938,,0.001136591194969864,0.000124742473237578,0.0004671190676306361,-0.00010065348837209304
Current Commitments_upper,1945,,,13139534883.72093,48.86155476744187,0.056697093023255825,0.00011339418604650945,0.00117277287257918,1.1951516997713544e+16,0.015767441860465116,16.174296587316483,0.00026279069767441406,0.0003208980901257365,0.20186078958897874,0.04977394798092344,0.005994988418034738,0.0016287296201401556,,,,,,,,9.851332669576821e-05,0.0016287296201401556,,0.0012231886193485202,0.0001342466616747268,0.0005027090918310655,-0.00010832232558139535
Current Commitments_upper,1946,,,14302325581.39535,53.18558616279072,0.061714534883720945,0.0001234290697674395,0.0012765580825419393,1.3009173369192622e+16,0.017162790697674422,17.60565026760998,0.000286046511627902,0.00034929615119881044,0.21972457627826888,0.05417872213852729,0.006525518366533387,0.0017904618394692217,,,,,,,,0.00010829566181325991,0.0017904618394692217,,0.0013314353998218407,0.00014612689722116285,0.0005471966220816023,-0.00011790837209302329
Current Commitments_upper,1947,,,15348837209.302324,57.07721441860466,0.06623023255813953,0.0001324604651162765,0.0013699647715084225,1.3961064103523786e+16,0.01841860465116279,18.893868579874123,0.00030697674418604117,0.00037485440616457705,0.23580198429863,0.05814301888037074,0.00700299532018217,0.0019407343108946871,,,,,,,,0.00011738485678329024,0.0019407343108946871,,0.0014288575022478288,0.0001568191092129552,0.0005872353993070852,-0.00012653581395348837
Current Commitments_upper,1948,,,16627906976.744184,61.833648953488385,0.07174941860465117,0.00014349883720929954,0.0014841285024674578,1.5124486112150768e+16,0.019953488372093025,20.468357628196966,0.0003325581395348779,0.0004060922733449585,0.25545214965684915,0.06298827045373497,0.007586578263530685,0.0021237531483990642,,,,,,,,0.000128454707977497,0.0021237531483990642,,0.001547928960768481,0.0001698873683140348,0.0006361716825826758,-0.00013708046511627908
Current Commitments_upper,1949,,,17906976744.186047,66.5900834883721,0.07726860465116281,0.0001545372093023226,0.0015982922334264933,1.6287908120777754e+16,0.021488372093023258,22.042846676519808,0.0003581395348837147,0.00043733014052533994,0.2751023150150684,0.0678335220270992,0.008170161206879202,0.0023105166563142762,,,,,,,,0.00013975105467776503,0.0023105166563142762,,0.0016670004192891339,0.0001829556274151144,0.0006851079658582663,-0.00014762511627906978
Current Commitments_upper,1950,,,19418604651.162792,72.21132430232561,0.08379127906976745,0.00016758255813953169,0.0017332130063780803,1.7662861403700552e+16,0.023302325581395354,23.903606460901354,0.0003883720930232491,0.0004742476199203362,0.2983252377111456,0.0735597284319842,0.008859850139927445,0.0025314578096841027,,,,,,,,0.00015311462819746842,0.0025314578096841027,,0.0018077212339044507,0.00019839993362548124,0.0007429417551839641,-0.00016008697674418609
Current Commitments_upper,1951,,,20930232558.139538,77.8325651162791,0.09031395348837212,0.00018062790697674074,0.0018681337793296675,1.9037814686623348e+16,0.025116279069767447,25.7643662452829,0.00041860465116278346,0.0005111650993153325,0.3215481604072228,0.0792859348368692,0.00954953907297569,0.0027570139715237855,,,,,,,,0.0001667573394153341,0.0027570139715237855,,0.0019484420485197669,0.00021384423983584808,0.000800775544509662,-0.00017254883720930236
Current Commitments_upper,1952,,,22558139534.883717,83.88620906976745,0.09733837209302325,0.00019467674418604275,0.0020134330732775297,2.051853360669405e+16,0.027069767441860463,27.76826139769378,0.0004511627906976665,0.0005509223848176359,0.34655746177222896,0.08545261865751456,0.010292281000873796,0.0030028096653993497,,,,,,,,0.00018162423395188265,0.0030028096653993497,,0.002099987541182415,0.0002304765696008584,0.0008630580868604131,-0.00018596930232558137
Current Commitments_upper,1953,,,24418604651.162792,90.80465930232562,0.10536627906976748,0.00021073255813953086,0.0021794894092179453,2.2210783801060572e+16,0.029302325581395353,30.05842728616338,0.0004883720930232474,0.0005963592825345544,0.37513952047509325,0.09250025730968074,0.011141128918471637,0.0032851360685411963,,,,,,,,0.00019870067981719492,0.0032851360685411963,,0.002273182389939728,0.000249484946475156,0.0009342381352612722,-0.00020130697674418607
Current Commitments_upper,1954,,,26395348837.2093,98.15551267441863,0.11389593023255815,0.0002277918604651119,0.0023559242661546358,2.4008799632574996e+16,0.031674418604651165,32.491728542662315,0.0005279069767441768,0.0006446359863587803,0.4055079578468865,0.09998837337760726,0.01204302983091934,0.003589362610267548,,,,,,,,0.00021710175039638208,0.003589362610267548,,0.0024572019167443723,0.0002696813469040972,0.0010098669366871847,-0.0002176032558139535
Current Commitments_upper,1955,,,28488372093.023254,105.93876918604653,0.12292732558139537,0.00024585465116278596,0.0025427376440876025,2.5912581101237332e+16,0.03418604651162791,35.06816516719061,0.0005697674418604552,0.0006957524962903135,0.43766277388760877,0.10791696686129418,0.012997983738216909,0.0039162053794443265,,,,,,,,0.00023687075815550352,0.0039162053794443265,,0.0026520461215963492,0.00029106577088768205,0.0010899444911381508,-0.00023485813953488374
Current Commitments_upper,1956,,,30813953488.372093,114.58683197674421,0.1329622093023256,0.0002659244186046461,0.002750308064013121,2.8027893844195484e+16,0.03697674418604652,37.930872527777595,0.0006162790697674312,0.0007525486184364617,0.4733903472661891,0.11672651517650187,0.014059043635214208,0.004282572680064256,,,,,,,,0.0002590303978712176,0.004282572680064256,,0.0028685396825429903,0.000314826241980554,0.0011789195516392244,-0.00025403023255813955
Current Commitments_upper,1957,,,33255813953.48837,123.66729790697677,0.14349883720930234,0.0002869976744185991,0.0029682570049349155,3.0248972224301536e+16,0.03990697674418605,40.93671525639393,0.0006651162790697558,0.000812184546689917,0.5109042993136983,0.12597654090746993,0.01517315652706137,0.004673444964885913,,,,,,,,0.00028267221577322387,0.004673444964885913,,0.003095857921536962,0.0003397747366280696,0.0012723433651653515,-0.00027416093023255816
Current Commitments_upper,1958,,,35930232558.139534,133.6125701162791,0.15503895348837213,0.00031007790697673825,0.0032069629878492623,3.2681581878703412e+16,0.04311627906976744,44.228828721068965,0.0007186046511627782,0.0008775000871579872,0.5519910086990657,0.13610752146995878,0.016393375408608264,0.005106175420567329,,,,,,,,0.0003088458152612,0.005106175420567329,,0.0033448255166255996,0.0003670992783848724,0.0013746646847415862,-0.0002962088372093024
Current Commitments_upper,1959,,,38720930232.558136,143.9902454651163,0.16708081395348837,0.0003341616279069703,0.0034560474917598844,3.5219957170253188e+16,0.04646511627906977,47.66407755377335,0.0007744186046511493,0.0009456554337333649,0.594864096753362,0.146678979448208,0.01766664728500502,0.00556548195346593,,,,,,,,0.00033662686250773247,0.00556548195346593,,0.003604617789761568,0.00039561184369631884,0.0014814347573428744,-0.0003192153488372093
Current Commitments_upper,1960,,,41860465116.279076,155.6651302325582,0.18062790697674425,0.0003612558139534815,0.003736267558659335,3.8075629373246696e+16,0.050232558139534894,51.5287324905658,0.0008372093023255669,0.001022330198630665,0.6430963208144456,0.1585718696737384,0.01909907814595138,0.006086095272323026,,,,,,,,0.00036811603623463,0.006086095272323026,,0.0038968840970395337,0.00042768847967169615,0.001601551089019324,-0.0003450976744186047
Current Commitments_upper,1961,,,45930232558.139534,170.79924011627912,0.19818895348837212,0.0003963779069767366,0.004099515793528992,4.177742667342346e+16,0.055116279069767446,56.538470371593014,0.0009186046511627747,0.0011217234123864239,0.7056195742269611,0.17398857922535185,0.02095593296569665,0.006755675121687993,,,,,,,,0.0004086154154033579,0.006755675121687993,,0.004275747828696155,0.000469269304084222,0.0017572574448962025,-0.00037864883720930236
Current Commitments_upper,1962,,,50581395348.83721,188.09536569767448,0.2182587209302326,0.00043651744186045673,0.0045146566333800296,4.600805215933975e+16,0.060697674418604665,62.263885092767,0.0010116279069767265,0.0012353156566787201,0.7770747209841217,0.1916076758557672,0.02307805275969125,0.007527580369803404,,,,,,,,0.0004553039221668242,0.007527580369803404,,0.004708734950589436,0.000516790246269966,0.0019352075658983497,-0.00041699302325581405
Current Commitments_upper,1963,,,53372093023.25581,198.47304104651167,0.23030058139534887,0.00046060116279068885,0.004763741137290651,4.854642745088954e+16,0.06404651162790698,65.69913392547139,0.0010674418604650977,0.0013034710032540976,0.8199478090384181,0.20217913383401645,0.024351324636088006,0.008037736854522692,,,,,,,,0.0004861606167486978,0.008037736854522692,,0.004968527223725406,0.0005453028115814124,0.0020419776384996377,-0.000439999534883721
Current Commitments_upper,1964,,,55813953488.37209,207.55350697674425,0.24083720930232563,0.0004816744186046419,0.0049816900782124465,5.076750583099559e+16,0.06697674418604652,68.70497665408773,0.0011162790697674223,0.0013631069315075532,0.8574617610859274,0.2114291595649845,0.02546543752793517,0.008507054468411645,,,,,,,,0.0005145471818663276,0.008507054468411645,,0.005195845462719379,0.0005702513062289282,0.0021354014520257652,-0.0004601302325581396
Current Commitments_upper,1965,,,59651162790.69768,221.82281058139543,0.2573947674418605,0.0005147895348837111,0.005324181271089553,5.425777185687654e+16,0.07158139534883722,73.42844379905625,0.0011930232558139326,0.0014568205330486974,0.9164122571605849,0.22596491428507723,0.027216186357980714,0.009203131943679452,,,,,,,,0.000556649263684378,0.009203131943679452,,0.005553059838281335,0.0006094560835321669,0.0022822103018525367,-0.0004917641860465116
Current Commitments_upper,1966,,,64651162790.697685,240.41614558139545,0.2789697674418606,0.0005579395348837103,0.005770457673929418,5.880569425423657e+16,0.07758139534883722,79.58326462431829,0.0012930232558139312,0.001578932195662916,0.9932265399245327,0.2449054431627738,0.029497465136524906,0.010098069910294227,,,,,,,,0.0006107793753906913,0.010098069910294227,,0.006018520994316614,0.0006605410963818418,0.002473506681929845,-0.0005329841860465118
Current Commitments_upper,1967,,,76279069767.44185,283.65645953488377,0.32914418604651163,0.0006582883720930105,0.006808309773557009,6.93822579690273e+16,0.09153488372093023,93.89680142725321,0.0015255813953488104,0.0018629128063936556,1.171864406817434,0.2889531847388121,0.03480276462151139,0.012063666693558617,,,,,,,,0.0007296680329477468,0.012063666693558617,,0.007100988799049816,0.0007793434518462017,0.0029183819844352116,-0.0006288446511627906
Current Commitments_upper,1968,,,86395348837.2093,321.27553267441874,0.3727959302325582,0.0007455918604651019,0.007711241100233016,7.858386840089526e+16,0.10367441860465117,106.34957844580661,0.001727906976744156,0.0021099759377294,1.3272793510142584,0.32727471990996565,0.03941837517344965,0.013837081676967292,,,,,,,,0.0008369326196952239,0.013837081676967292,,0.008042735789167704,0.0008827015011001948,0.003305423497614882,-0.0007122432558139536
Current Commitments_upper,1969,,,90465116279.06976,336.40964255813964,0.39035697674418607,0.000780713953488357,0.008074489335102674,8.228566570107202e+16,0.10855813953488372,111.35931632683383,0.0018093023255813638,0.0022093691514851587,1.389802604426774,0.34269142946157904,0.04127522999319492,0.014675250579388581,,,,,,,,0.0008876290679512313,0.014675250579388581,,0.008421599520824325,0.0009242823255127208,0.003461129853491761,-0.0007457944186046511
Current Commitments_upper,1970,,,90697674418.60464,337.2744488372094,0.3913604651162791,0.0007827209302325431,0.008095246377095223,8.249719697536782e+16,0.10883720930232559,111.64558706289253,0.0018139534883720612,0.0022150487636997734,1.3933753617646318,0.34357238429309983,0.04138133598289465,0.014904678747502412,,,,,,,,0.0009015059765547996,0.014904678747502412,,0.008443248876918987,0.000926658372622008,0.0034700273595418673,-0.0007477116279069767
Current Commitments_upper,1971,,,104651162790.69768,389.16282558139545,0.45156976744186056,0.0009031395348837037,0.009340668896648337,9.518907343311674e+16,0.12558139534883722,128.82183122641447,0.002093023255813917,0.0025558254965766625,1.607740802036114,0.396429674184346,0.04774769536487844,0.01742474176041896,,,,,,,,0.001053931393158942,0.01742474176041896,,0.009742210242598833,0.0010692211991792401,0.00400387772254831,-0.0008627441860465117
Current Commitments_upper,1972,,,111627906976.74419,415.1070139534885,0.48167441860465127,0.0009633488372092838,0.009963380156424893,1.0153501166199118e+17,0.13395348837209303,137.40995330817546,0.0022325581395348446,0.0027262138630151063,1.7149235221718548,0.422858319129969,0.05093087505587034,0.018835042011969488,,,,,,,,0.0011392330710446588,0.018835042011969488,,0.010391690925438757,0.0011405026124578564,0.0042708029040515304,-0.0009202604651162792
Current Commitments_upper,1973,,,115581395348.83722,429.8087206976746,0.4987337209302327,0.0009974674418604462,0.010316249870298274,1.0513104332502005e+17,0.13869767441860467,142.27655582117333,0.0023116279069767044,0.002822767270663558,1.7756603969154414,0.43783455126582216,0.052734676880765746,0.019766555587192515,,,,,,,,0.0011955754498058386,0.019766555587192515,,0.010759729979048047,0.0011808954133157388,0.004422060506903355,-0.0009528530232558141
Current Commitments_upper,1974,,,111627906976.74419,415.1070139534885,0.48167441860465127,0.0009633488372092838,0.009963380156424893,1.0153501166199118e+17,0.13395348837209303,137.40995330817546,0.0022325581395348446,0.0027262138630151063,1.7149235221718548,0.422858319129969,0.05093087505587034,0.019352851186622073,,,,,,,,0.0011705526367711213,0.019352851186622073,,0.010391690925438757,0.0011405026124578564,0.0042708029040515304,-0.0009202604651162792
Current Commitments_upper,1975,,,111744186046.51163,415.53941709302336,0.48217616279069775,0.0009643523255813769,0.009973758677421169,1.0164077729913909e+17,0.13409302325581396,137.5530886762048,0.0022348837209301936,0.0027290536691224132,1.7167099008407836,0.4232987965457294,0.050983928050720204,0.01964302139704881,,,,,,,,0.0011881035134689304,0.01964302139704881,,0.010402515603486087,0.0011416906360125,0.004275251657076584,-0.000921219069767442
Current Commitments_upper,1976,,,112093023255.81396,416.8366265116281,0.48368139534883736,0.0009673627906976559,0.010004894240409998,1.0195807421058282e+17,0.1345116279069768,137.98249478029285,0.0022418604651162403,0.002737573087444336,1.7220690368475708,0.4246202287930106,0.051143087035269805,0.01998285261882923,,,,,,,,0.0012086581247185222,0.01998285261882923,,0.010434989637628083,0.0011452547066764308,0.004288597916151745,-0.0009240948837209306
Current Commitments_upper,1977,,,118720930232.55814,441.4836054651164,0.5122808139534885,0.0010245616279069571,0.010596469937197725,1.0798671552801352e+17,0.14246511627906977,146.14121075796575,0.0023744186046511214,0.002899442035560858,1.8238926209765245,0.4497274414913525,0.054167107741712094,0.021467848233900095,,,,,,,,0.0012984777340387425,0.021467848233900095,,0.01105199628632601,0.0012129720492911158,0.004542176838579804,-0.0009787353488372094
Current Commitments_upper,1978,,,122906976744.18605,457.0501184883722,0.5303436046511629,0.0010606872093023051,0.010970096693063657,1.117942784653382e+17,0.1474883720930233,151.29408400702235,0.0024581395348836784,0.0030016750554239242,1.8882022530579694,0.4655846284587264,0.05607701555630724,0.02254806947843901,,,,,,,,0.0013638146610836462,0.02254806947843901,,0.011441684696029965,0.0012557408972582854,0.004702331947481737,-0.00101324511627907
Current Commitments_upper,1979,,,128023255813.95348,476.07585662790706,0.5524203488372093,0.0011048406976743971,0.011426751616899797,1.1644796649984613e+17,0.1536279069767442,157.5920402003137,0.002560465116279025,0.0031266265241454497,1.9668029144908457,0.4849656347521832,0.05841134732970129,0.023833355721257516,,,,,,,,0.0014415548961543758,0.023833355721257516,,0.011917970530112572,0.0013080139336626038,0.004898077080584098,-0.0010554237209302326
