Scenario,CY,RTK,MJ,Fuel (kg),CO2,H2O,OC,SO2,Sulphates,NOx,CO,HC,CH4,N2O,nvPM_mass,nvPM_num,ConEF,Stock,EnRoute,Payload,TechEff,AvoidancePenalty,CO2e,FuelEff
SLCP Forward,2029,1.46113E+12,1.42596E+13,3.30466E+11,1213.798325,406.4507491,0.006603678,0.377815125,0.008063427,5.233829525,1.328639092,0.149014539,1.409281559,0.00280235,0.030923397,2.90E+17,8.61716E+11,38083.77341,0.99004488,0.980179043,0.926364417,1,1252.895825,9.759325925
SLCP Forward,2030,1.50713E+12,1.45505E+13,3.37207E+11,1236.295841,414.7421812,0.00673839,0.377495097,0.008227917,5.373777923,1.355924455,0.152075124,1.434844295,0.002846479,0.031048047,2.91E+17,8.67759E+11,39307.1484,0.989054835,0.978218685,0.91914629,1.000006015,1276.100695,9.654435431
SLCP Forward,2031,1.55415E+12,1.48417E+13,3.43956E+11,1256.694375,423.0428919,0.006873255,0.37631689,0.008392599,5.515576955,1.382805873,0.155110185,1.457804159,0.002897198,0.031124528,2.92E+17,8.7354E+11,40573.77016,0.98806578,0.976262248,0.91207133,1.000012741,1297.137583,9.549731968
SLCP Forward,2032,1.60276E+12,1.51406E+13,3.50881E+11,1277.626948,431.55966,0.007011629,0.375115008,0.008561565,5.661755577,1.410339054,0.158221496,1.481365821,0.002949247,0.031214507,2.93E+17,8.74262E+11,41888.94651,0.987077715,0.974309723,0.905084065,1.000027677,1318.725243,9.446547657
SLCP Forward,2033,1.65303E+12,1.54472E+13,3.57986E+11,1299.109265,440.298475,0.00715361,0.373890551,0.008734933,5.812461822,1.438534347,0.161411878,1.505547154,0.003002664,0.031318496,2.94E+17,8.65336E+11,43254.96438,0.986090637,0.972361104,0.898170769,1.000061341,1340.879875,9.344830011
SLCP Forward,2034,1.705E+12,1.57626E+13,3.65293E+11,1321.214224,449.2848494,0.007299613,0.372660365,0.008913209,5.968104095,1.467469929,0.164691137,1.530432247,0.00305762,0.031438302,2.95E+17,8.3953E+11,44674.24196,0.985104546,0.970416382,0.891344211,1.000138138,1363.676711,9.244926302
SLCP Forward,2035,1.75876E+12,1.6086E+13,3.72777E+11,1343.863985,458.5209251,0.007449105,0.37139131,0.009095748,6.120386612,1.496720478,0.168039122,1.55596072,0.003114054,0.03151175,2.96E+17,7.87848E+11,46149.33009,0.984119442,0.968475549,0.884564753,1.000311072,1387.036253,9.146238466
SLCP Forward,2036,1.81437E+12,1.64179E+13,3.80451E+11,1365.928159,468.0191701,0.007602284,0.377571968,0.009282791,6.265944449,1.526294461,0.171455789,1.582159471,0.003179043,0.031919117,3.00E+17,7.10664E+11,47682.92405,0.983135322,0.966538598,0.877769878,1.000673547,1409.830776,9.048842797
SLCP Forward,2037,1.87189E+12,1.6754E+13,3.88213E+11,1388.16305,477.6579193,0.007757166,0.383806818,0.00947192,6.392724932,1.555696689,0.174883991,1.608602125,0.003244873,0.032156351,3.02E+17,6.06102E+11,49277.73061,0.982152187,0.964605521,0.870673475,1.001326594,1432.802878,8.950297113
SLCP Forward,2038,1.93141E+12,1.70879E+13,3.95918E+11,1410.216829,487.2560723,0.007910802,0.390016984,0.009659535,6.487292662,1.58427875,0.178244836,1.63484059,0.00331075,0.032123892,3.00E+17,4.94381E+11,50936.75395,0.981170035,0.96267631,0.862986404,1.002273851,1455.588328,8.847360993
SLCP Forward,2039,1.99301E+12,1.74193E+13,4.03555E+11,1431.89332,496.8035937,0.008063024,0.39613645,0.009845429,6.550905935,1.612074962,0.18153603,1.660674363,0.003376115,0.031831495,2.96E+17,3.9696E+11,52663.25173,0.980188865,0.960750957,0.854832634,1.003364443,1477.985342,8.740207418
SLCP Forward,2040,2.05676E+12,1.77555E+13,4.11297E+11,1453.80289,506.5102153,0.00821723,0.402340135,0.010033748,6.598621928,1.640016542,0.184866622,1.686804807,0.003442364,0.031397075,2.91E+17,3.2185E+11,54460.59188,0.979208676,0.958829455,0.846643367,1.004414752,1500.623746,8.632771062
SLCP Forward,2041,2.12276E+12,1.80979E+13,4.19171E+11,1476.664346,516.4126848,0.008374018,0.40888253,0.010225217,6.639963857,1.668177084,0.188252634,1.713974607,0.003510535,0.030913715,2.85E+17,2.6471E+11,56332.33853,0.978229467,0.956911796,0.838539643,1.00534667,1524.242831,8.525669996
SLCP Forward,2042,2.19105E+12,1.84424E+13,4.27084E+11,1499.544755,526.3942151,0.008531485,0.415458521,0.010417515,6.669225654,1.696203043,0.191655315,1.741176525,0.003578997,0.030328788,2.78E+17,2.19054E+11,58280.4001,0.977251238,0.954997973,0.830306698,1.006186736,1547.881822,8.417114381
SLCP Forward,2043,2.26174E+12,1.87861E+13,4.34972E+11,1522.228231,536.3778309,0.008688378,0.422011649,0.010609111,6.683187641,1.723942195,0.195048831,1.768153113,0.003647191,0.029621855,2.70E+17,1.8286E+11,60308.60763,0.976273987,0.953087977,0.821806875,1.006957246,1571.317678,8.306026611
SLCP Forward,2044,2.33492E+12,1.91244E+13,4.42725E+11,1544.332902,546.2275006,0.008842486,0.428437549,0.010797302,6.676803743,1.751024854,0.198386547,1.79445359,0.003714154,0.028760993,2.61E+17,1.56939E+11,62421.01221,0.975297713,0.951181801,0.812865209,1.007633336,1594.156004,8.190597605
SLCP Forward,2045,2.41068E+12,1.94554E+13,4.50307E+11,1565.740782,555.8996328,0.008993099,0.434703184,0.010981217,6.648683111,1.77828352,0.201659041,1.819933161,0.003779548,0.027750008,2.50E+17,1.41027E+11,64621.90283,0.974322415,0.949279437,0.803446973,1.008166854,1616.27478,8.070476329
SLCP Forward,2046,2.48914E+12,1.97717E+13,4.57541E+11,1585.842052,565.1761014,0.009136673,0.440633666,0.011156533,6.590161945,1.804375182,0.204797074,1.843869962,0.003841839,0.026530767,2.37E+17,1.33002E+11,66915.81904,0.973348092,0.947380878,0.793290663,1.008545395,1637.044137,7.943173817
SLCP Forward,2047,2.5704E+12,2.00796E+13,4.64573E+11,1605.13586,574.2357446,0.009276115,0.446362885,0.011326811,6.512161649,1.829891882,0.207871335,1.86684182,0.0039022,0.025192602,2.22E+17,1.30271E+11,69307.49964,0.972374744,0.945486116,0.782686807,1.008788252,1656.979258,7.811860374
SLCP Forward,2048,2.65457E+12,2.03803E+13,4.7143E+11,1623.72019,583.1128524,0.009411981,0.4519171,0.011492728,6.414998248,1.855052692,0.210900787,1.888955264,0.003960822,0.023741236,2.07E+17,1.30781E+11,71802.02655,0.97140237,0.943595144,0.771680333,1.008929419,1676.181078,7.677441243
SLCP Forward,2049,2.74177E+12,2.06865E+13,4.78407E+11,1642.617992,592.1704302,0.009550168,0.457585657,0.011661484,6.313178846,1.880812925,0.213996692,1.911392984,0.004020149,0.022275355,1.91E+17,1.33201E+11,74404.78439,0.970430967,0.941707954,0.76080732,1.009003519,1695.705382,7.544946055
SLCP Forward,2050,2.83212E+12,2.10072E+13,4.85715E+11,1662.547382,601.6662164,0.00969486,0.463573362,0.011838189,6.216881556,1.907868586,0.217239439,1.934984345,0.004081913,0.020858755,1.75E+17,1.36752E+11,77121.47969,0.969460536,0.939824538,0.750398378,1.009036739,1716.293319,7.417488104
Full Breakthrough,2023,1.07688E+12,1.16658E+13,2.70355E+11,1005.358454,332.804441,0.005407091,0.324425431,0.006602149,4.130005796,1.087421016,0.121670021,1.16657978,0.00233316,0.023641291,2.46E+17,6.78563E+11,31609.24974,1,1,1,1,0,10.83296049
Full Breakthrough,2024,1.19828E+12,1.22699E+13,2.84354E+11,1054.730232,349.7375759,0.00568223,0.339911027,0.006938213,4.366178316,1.143023922,0.128059099,1.224338412,0.002446615,0.027553791,2.58E+17,7.31255E+11,32587.61117,0.99500999,0.975248753,0.972356996,1,1088.700163,10.2395556
Full Breakthrough,2025,1.29117E+12,1.29738E+13,3.00667E+11,1095.951937,369.7994805,0.006008197,0.352252022,0.00733631,4.644651792,1.209284948,0.135537663,1.27500725,0.002549781,0.028638666,2.69E+17,7.75012E+11,33593.31544,0.99401498,0.970372509,0.959309538,1,1131.328224,10.0480847
Full Breakthrough,2026,1.33156E+12,1.31641E+13,3.05077E+11,1100.698967,375.2238036,0.006096328,0.35323866,0.007443926,4.742345818,1.226717368,0.137531851,1.282361081,0.002564367,0.028762477,2.70E+17,7.87315E+11,34653.872,0.993020965,0.965520647,0.949658731,1,1136.279261,9.886231388
Full Breakthrough,2027,1.3732E+12,1.33761E+13,3.09992E+11,1107.219157,381.268892,0.006194543,0.352154993,0.00756385,4.848944209,1.246245218,0.139748451,1.291489323,0.002580123,0.028768071,2.70E+17,7.96748E+11,35748.53912,0.992027944,0.960693044,0.941456436,1,1143.05204,9.74087145
Full Breakthrough,2028,1.41613E+12,1.35995E+13,3.15169E+11,1114.235688,387.636704,0.006298002,0.351181919,0.007690179,4.960716853,1.266988609,0.14209236,1.30133538,0.002597263,0.028794903,2.71E+17,8.06366E+11,36877.94419,0.991035916,0.955889578,0.933826221,1,1150.341063,9.603351068
Full Breakthrough,2029,1.46037E+12,1.38298E+13,3.20505E+11,1121.944014,394.1995767,0.006404631,0.346138229,0.007820379,5.076107757,1.288521996,0.144516466,1.31144525,0.00261107,0.028589777,2.69E+17,8.11429E+11,38042.74843,0.99004488,0.95111013,0.926435303,1,1158.328147,9.470073148
Full Breakthrough,2030,1.50596E+12,1.40355E+13,3.25273E+11,1127.226509,400.0643849,0.006499915,0.340228146,0.007936717,5.183302217,1.30827031,0.146714452,1.318856392,0.002619388,0.028338045,2.67E+17,8.08726E+11,39243.74801,0.986742887,0.94635458,0.919243885,1.000006015,1163.814495,9.319990741
Full Breakthrough,2031,1.55245E+12,1.42627E+13,3.30537E+11,1109.503531,406.5384242,0.006605101,0.326044849,0.008065157,5.300039425,1.329247164,0.149082749,1.301611483,0.002627631,0.027602055,2.61E+17,7.99041E+11,40481.38201,0.985294182,0.941622807,0.912198853,1.000012742,1145.624707,9.187209572
Full Breakthrough,2032,1.60026E+12,1.4493E+13,3.35874E+11,1090.856796,413.1026281,0.006711751,0.311402246,0.008195382,5.419208298,1.350449433,0.151479558,1.283417549,0.002635456,0.026907129,2.55E+17,7.85274E+11,41752.74373,0.983847289,0.936914693,0.90525419,1.000027681,1126.485233,9.056666792
Full Breakthrough,2033,1.64943E+12,1.47266E+13,3.41285E+11,1071.263953,419.7579745,0.006819881,0.296293866,0.008327412,5.540854838,1.371880349,0.153905862,1.264251894,0.002642851,0.02625481,2.50E+17,7.63659E+11,43059.06536,0.982402169,0.932230119,0.898392479,1.000061352,1106.373103,8.92826956
Full Breakthrough,2034,1.70002E+12,1.49641E+13,3.46786E+11,1050.747146,426.5236352,0.006929802,0.280724808,0.008461627,5.665267907,1.393598826,0.156369112,1.244144514,0.002649918,0.02564765,2.45E+17,7.28378E+11,44401.62332,0.980958785,0.927568969,0.891623217,1.000138173,1085.311304,8.802305552
Full Breakthrough,2035,1.75205E+12,1.51898E+13,3.52008E+11,1028.209721,432.9752577,0.00703408,0.264406116,0.008588947,5.778899659,1.413875878,0.158699858,1.221825051,0.002653989,0.025011706,2.40E+17,6.72464E+11,45781.74948,0.979517102,0.922931124,0.884018443,1.000311175,1062.167901,8.669730795
Full Breakthrough,2036,1.80559E+12,1.53935E+13,3.56713E+11,1001.621179,438.8188213,0.007127936,0.254251477,0.008703536,5.874425127,1.431993947,0.160804599,1.196580039,0.002659945,0.024590331,2.36E+17,5.9567E+11,47200.85554,0.977376216,0.918316468,0.875524908,1.000673838,1034.894321,8.525495573
Full Breakthrough,2037,1.8607E+12,1.55712E+13,3.60806E+11,972.233697,443.9400743,0.007209515,0.243322762,0.00880313,5.941140509,1.447281858,0.162607985,1.168280978,0.002660686,0.024014701,2.31E+17,4.99028E+11,48661.64307,0.975240507,0.913724886,0.865398531,1.001327319,1004.737307,8.368474842
Full Breakthrough,2038,1.91745E+12,1.5711E+13,3.64013E+11,939.5374036,448.000005,0.007273305,0.231515716,0.008881004,5.965180118,1.45859499,0.16396845,1.136272295,0.002654324,0.023216047,2.24E+17,3.99916E+11,50166.08152,0.973109864,0.909156262,0.853142378,1.002275387,971.1686404,8.193699182
Full Breakthrough,2039,1.97589E+12,1.58122E+13,3.66319E+11,903.7898066,450.9793111,0.007318992,0.218926236,0.00893677,5.948412393,1.466038422,0.164883741,1.100807875,0.00264094,0.022225428,2.15E+17,3.15579E+11,51716.27794,0.97098418,0.90461048,0.838955336,1.003367197,934.4527574,8.002534333
Full Breakthrough,2040,2.03611E+12,1.59011E+13,3.68333E+11,866.7330627,453.6300025,0.007358795,0.206001312,0.008985348,5.912737318,1.472200816,0.165664765,1.063959776,0.002625085,0.021172153,2.04E+17,2.51547E+11,53314.48078,0.968863357,0.900087428,0.824386255,1.004419007,896.3894167,7.809576327
Full Breakthrough,2041,2.09815E+12,1.59725E+13,3.69931E+11,828.760085,455.7980046,0.007390214,0.194037876,0.009023685,5.864078757,1.476740855,0.166275919,1.021033942,0.002726593,0.020149431,1.95E+17,2.03582E+11,54963.05973,0.966452178,0.895586991,0.809430338,1.005352505,857.2765681,7.612644723
Full Breakthrough,2042,2.16238E+12,1.60379E+13,3.71383E+11,790.1058131,457.8136232,0.007418621,0.181893598,0.00905835,5.803644729,1.480585458,0.166837574,0.977285753,0.002827659,0.019107941,1.84E+17,1.65863E+11,56679.31123,0.96404502,0.891109056,0.794356151,1.006193932,817.4599365,7.416768995
Full Breakthrough,2043,2.22889E+12,1.60921E+13,3.72567E+11,750.5754423,459.5290739,0.007441616,0.169529851,0.009086415,5.728011263,1.483345535,0.16730263,0.932462767,0.002927199,0.018034764,1.74E+17,1.36388E+11,58467.54668,0.961641864,0.886653511,0.778882344,1.006965425,776.7375549,7.219769682
Full Breakthrough,2044,2.2978E+12,1.61394E+13,3.73584E+11,710.4455054,461.0664829,0.007461188,0.157017925,0.009110304,5.637006778,1.485289903,0.167700109,0.886895018,0.003025791,0.016925301,1.63E+17,1.1537E+11,60332.38615,0.959242693,0.882220243,0.763317145,1.007642136,735.3950909,7.023856911
Full Breakthrough,2045,2.36921E+12,1.61817E+13,3.74444E+11,669.7913041,462.6114089,0.007477105,0.144370424,0.009129732,5.531568298,1.487108854,0.168020557,0.840718515,0.003123511,0.015787283,1.52E+17,1.02241E+11,62278.76377,0.956847496,0.877809142,0.747780044,1.00817606,693.511566,6.829993357
Full Breakthrough,2046,2.44325E+12,1.62059E+13,3.7484E+11,628.1519626,463.7790704,0.007483245,0.131523088,0.009137222,5.402440323,1.48735075,0.168160808,0.793279443,0.003217388,0.014583671,1.41E+17,95076456244,64311.99956,0.953662005,0.873420096,0.732223241,1.008554937,650.6075104,6.63292433
Full Breakthrough,2047,2.51982E+12,1.62261E+13,3.75061E+11,586.0863969,465.0859955,0.007484965,0.118581443,0.00913932,5.263050405,1.486738501,0.168207914,0.745288618,0.003309382,0.013376627,1.29E+17,91883615642,66424.9112,0.950488463,0.869052996,0.716804748,1.008798194,607.2617086,6.439395226
Full Breakthrough,2048,2.59904E+12,1.62471E+13,3.7522E+11,543.7836309,466.6570276,0.007484549,0.105599688,0.009138814,5.115420878,1.485781513,0.168214403,0.69691087,0.003399967,0.012172891,1.17E+17,91069873001,68622.4935,0.947326846,0.864707731,0.701696657,1.008939857,563.6677977,6.251186727
Full Breakthrough,2049,2.68103E+12,1.62745E+13,3.75452E+11,501.4142099,468.6451237,0.007484739,0.092623127,0.009139053,4.969112418,1.485050858,0.168241225,0.648298419,0.003489964,0.011019028,1.06E+17,91629586641,70910.04047,0.944177147,0.860384192,0.687103638,1.009014545,520.0006872,6.070230752
Full Breakthrough,2050,2.76592E+12,1.63137E+13,3.75884E+11,459.0799325,471.1939201,0.007488126,0.07967729,0.009143198,4.831147718,1.485069914,0.168344748,0.599527294,0.003580276,0.009942385,9.52E+16,92987240494,73293.18046,0.941039376,0.856082271,0.673207151,1.009048423,476.3644901,5.898092862
