Scenario,CY,RTK,CO2,H2O,OC,SO2,Sulphates,NOx,CO,HC,CH4,N2O,nvPM_mass,nvPM_num,ConEF,Stock,MJ,Fuel (kg),EnRoute,Payload,TechEff,AvoidancePenalty,FuelEff,ConERF
GHG Forward,2034,1699893139496.024,1073.8521616585492,426.43512946014135,0.0069283643281445,0.3275730654346748,0.0084598707430628,5.664098213556525,1.3933019052940092,0.1563362722938663,1.2807224338230627e-09,5.532341473472231e-11,0.0256868334270087,2.6675436555462032e+17,847592461197.1648,44395.01880827779,14960947989687.451,346714206655.42413,0.9809587549501656,0.927568969,0.8916304118932573,1.0,8.801110871076872,34.60947108731983
GHG Forward,2035,1751874545486.949,1049.8331560880958,432.7996888152277,0.007031227712162,0.3185146153609429,0.0085854632585825,5.778483215154417,1.4132933551885063,0.1586354404317625,1.2638083182886962e-09,6.345042695925516e-11,0.0254166503245149,2.6397548909537542e+17,851021917960.5732,45772.28414989624,15183637530358.783,351865509982.5963,0.9795170548612994,0.922931124,0.8840284394609441,1.0,8.66708039652369,34.749504995279274
GHG Forward,2036,1805346060931.908,1022.5532132814674,438.4703252122489,0.007122275369521,0.3085369690076507,0.0086966220938654,5.876399901885148,1.4308477784939806,0.1606779180937119,1.2438202314729476e-09,7.16724156361634e-11,0.0251113381661506,2.6084244513854557e+17,853882707443.9364,47187.86220294704,15381291127966.102,356429257294.71185,0.9773761215051066,0.918316468,0.8755387750679307,1.0,8.519857472658941,34.866318694603024
GHG Forward,2037,1860387190895.6936,992.175268279278,443.2884745880342,0.0071989327197701,0.2976038786352974,0.0087902071484222,5.949090996666445,1.4451529608429985,0.1623727614294551,1.2204926546427975e-09,7.992393621894251e-11,0.0247659961634357,2.572965597861955e+17,857069140486.7087,48644.799726571735,15548351487419.049,360276604003.08044,0.9752403483343134,0.913724886,0.8654174662586501,1.0,8.357588981212674,34.99642929293203
GHG Forward,2038,1917057998753.7805,958.2073489999918,446.91217205669216,0.0072556451598089,0.2855821934900795,0.0088594376000214,5.985237389972655,1.4550574667573115,0.1635775871166533,1.1931229117870195e-09,8.809266347025985e-11,0.0243671717516091,2.5318757879126995e+17,860614316164.1798,50145.058781668005,15672827241671.69,363129575837.5909,0.973109622108084,0.909156262,0.8531680925158371,1.0,8.175458046579761,35.14118831419043
GHG Forward,2039,1975421791623.26,921.085042658806,449.3885837352626,0.0072931797498318,0.2726190590487132,0.0089052482658808,5.987037362355482,1.460883620381095,0.1643139585294821,1.1621288606671235e-09,9.612650721928349e-11,0.0239228239702325,2.4860008943544422e+17,864552613223.9918,51690.742381486736,15756378897011.89,365026550522.1172,0.9709838370691172,0.90461048,0.8389893001982811,1.0,7.976209923281462,35.301999534753115
GHG Forward,2040,2035545181220.5376,882.7622382348328,451.5489233289153,0.0073250427390698,0.2593065129630721,0.0089441310359152,5.97400680121484,1.465475350320671,0.1649205169899736,1.1298763961463524e-09,1.0415770497758311e-10,0.0234811670663556,2.440456363212743e+17,868919509806.2969,53284.095728842025,15828176779577.586,366643408138.4397,0.9688628942476974,0.9000874279999999,0.8244283404337971,1.0,7.775890668310698,35.480311622136625
GHG Forward,2041,2097497660765.54,843.9409243207432,453.2750096055208,0.0073493182700239,0.2469370938728037,0.0089737447434652,5.950196982259479,1.4686039056480278,0.1653735305998855,1.08639990312131e-09,1.0457550539234676e-10,0.0230832490201804,2.399587154462769e+17,874599073716.9602,54927.483588042574,15884088215255.824,367884241620.8818,0.9664515835627202,0.895586991,0.8094802866256535,1.0,7.572875294391741,35.712223433477014
GHG Forward,2042,2161616873415.401,804.5946703967683,454.8829232796643,0.0073711445537307,0.234402396808638,0.0090003755299712,5.9174614673039,1.471147693718335,0.165787320368104,1.0422436110838412e-09,1.0495884741829922e-10,0.0226994207330011,2.3600699958628307e+17,880818338740.1381,56637.79791084581,15935219288964.188,369006181183.7816,0.9640442709048124,0.891109056,0.7944144535305596,1.0,7.371898084689818,35.96617268722572
GHG Forward,2043,2228006101805.1304,764.498607239555,456.2162680490137,0.0073879833188084,0.2216394995642542,0.0090209232763081,5.872492608937548,1.4726873855281242,0.1661114997445376,9.971022689724446e-10,1.0527146097432408e-10,0.0223224557549929,2.32118468044172e+17,887612094813.1987,58419.28793397776,15976084934571.111,369882184716.178,0.9616409342165346,0.886653511,0.7789492793596728,1.0,7.170575036409142,36.24357994973581
GHG Forward,2044,2296773745042.6826,723.9465484990814,457.40900888877576,0.0074020135884896,0.2087367831954087,0.0090380473796104,5.815671419946108,1.4735334440200492,0.1663803620658581,9.513416933419112e-10,1.0554423746391781e-10,0.0219592245879213,2.2836531124567258e+17,895018747285.9385,60276.50342618971,16011371512666.023,370621277277.5661,0.9592415563646806,0.882220243,0.7633920059484789,1.0,6.971244576103631,36.5460134143363
GHG Forward,2045,2368033607025.6714,683.0418095625349,458.6693761598641,0.0074133953688989,0.1957136377389312,0.0090519379204223,5.74874853746002,1.4744498228511644,0.1665945053671094,9.051308837209752e-10,1.0577967296961731e-10,0.0216105561344959,2.247568653305006e+17,903085543349.9904,62214.30011349593,16043791212977.7,371253764571.3831,0.956846123642527,0.8778091420000002,0.7478614923250532,1.0,6.775153513606267,36.87540231044773
GHG Forward,2046,2441906036437.0264,641.3083914027007,459.6238178272478,0.0074161897333891,0.1824382674413736,0.0090553441321902,5.663381475821894,1.4740231532879489,0.1666553711798304,8.577592312253125e-10,1.0589266512326943e-10,0.0212608690975814,2.211308526036296e+17,910641115144.5952,64237.91124009042,16060685589436.924,371481546724.9699,0.9536601724465268,0.8734200959999999,0.7323096399584477,1.0,6.577110400558653,37.18391654994936
GHG Forward,2047,2518292235330.47,599.2810386843306,460.7769386744427,0.0074155849442884,0.1690753367297761,0.0090546038853497,5.5712507031008505,1.472946061954308,0.1666468135044751,8.099479744757985e-10,1.0595706826433415e-10,0.0209250854748927,2.1764340174929178e+17,918824479364.4023,66340.26481065678,16075752344114.2,371585095790.4288,0.9504860988685334,0.8690529959999999,0.7168939874640723,1.0,6.383592864473337,37.518065236173385
GHG Forward,2048,2597309684332.3623,557.1136214276187,462.2373326076884,0.007413598572497,0.1556855700224371,0.0090521810493493,5.474212083412394,1.4716741845407169,0.1666153342558348,7.618380514065697e-10,1.0600123292519903e-10,0.0206094136206598,2.143581122242068e+17,927679241240.08,68526.28545455787,16093131140774.797,371663624472.0017,0.9473238774006062,0.864707731,0.7017867768932541,1.0,6.196077132369962,37.879628887516525
GHG Forward,2049,2679081356977.632,514.9475617355757,464.1406543849277,0.007412688036593,0.1423236103025868,0.0090510760712679,5.380151661178413,1.4707214115296692,0.1666152780479412,7.135672132175414e-10,1.0605990159527295e-10,0.0203207388183369,2.113463730037797e+17,937248713142.9587,70801.18973466543,16117911379343.25,371838354570.1174,0.9441734967189296,0.860384192,0.6871929798923502,1.0,6.016208256372791,38.27037606414409
GHG Forward,2050,2763735992456.8286,472.8656643294327,466.61704175312,0.0074152203956477,0.1290248348842702,0.0090541778174398,5.294737202894076,1.470566352707961,0.166697792542508,6.652083013810753e-10,1.0616663921777728e-10,0.0200650107341425,2.0867210418437667e+17,947577615769.72,73170.52084860779,16154989148790.52,372225989055.5612,0.9410349645474626,0.856082271,0.6732944119512636,1.0,5.8453445600024585,38.692132831918684
