Scenario,CY,RTK,CO2,H2O,OC,SO2,Sulphates,NOx,CO,HC,CH4,N2O,nvPM,nvPM_num,ConEF,Stock,MJ,Fuel (kg),EnRoute,Payload,TechEff,AvoidancePenalty,FuelEff,ConERF
Continuation,2041,2128846299748.723,1506.9004624754468,516.0995863786136,0.008368757947552,0.4702286069064249,0.0102186549480494,6.786885460635211,1.672045363434116,0.1884680803362518,1.723693926006584e-09,1.8877299557735668e-11,0.0349322106383762,3.626458749106084e+17,1160272420434.4373,56284.21747398708,18086670126028.12,418908843641.3189,0.978229467,0.956911796,0.8385154104347218,1.0,8.495996224886206,47.36721628270999
Continuation,2042,2197817362826.6223,1529.5805906678786,525.821788774086,0.0085219579158207,0.477206607299745,0.0104057297997489,6.85619289347616,1.699726600108098,0.1918066881105169,1.7505901285790303e-09,1.978175576283199e-11,0.0354844392293682,3.683477241825128e+17,1188659522146.7322,58222.557932142125,18421918194328.68,426608313843.0416,0.977251238,0.954997973,0.8302742999141128,1.0,8.38191494248465,48.526097561592856
Continuation,2043,2269199737537.2065,1552.106614923303,535.5639410744317,0.0086748600585063,0.4841424292648866,0.0105924390300203,6.915775790508204,1.7271758138419555,0.1951400066157824,1.7773154471601227e-09,2.0693213432326847e-11,0.0360333093966849,3.7402514677691264e+17,1217854615344.287,60239.635852798274,18757094903656.965,434297178477.57794,0.976273987,0.953087977,0.8217669311143772,1.0,8.265951468870826,49.717964462440726
Continuation,2044,2343089256360.296,1574.1351960805514,545.2072006522498,0.0088255281576968,0.4909307030744888,0.0107764167422671,6.961816145405748,1.754079739905131,0.1984284042420248,1.8034693655339622e-09,2.1606020573024025e-11,0.0365704912883247,3.795965141402741e+17,1247887305303.8423,62339.38882587007,19088022293910.64,441878578289.2112,0.975297713,0.951181801,0.812818949959164,1.0,8.14651949006909,50.94402559757757
Continuation,2045,2419586014446.908,1595.5590078642126,554.7136725564579,0.008973342202669,0.4975396906429171,0.0109569073248636,6.990115901658895,1.7803593028296658,0.2016620542511531,1.8289214101537863e-09,2.2517701694521232e-11,0.0370941718526144,3.8503963899936026e+17,1278787345012.984,64525.98331337296,19413366709808.254,449321518472.5948,0.974322415,0.949279437,0.8033973424732181,1.0,8.023424913970644,52.20549560950736
Continuation,2046,2498794562061.835,1615.8667874282592,563.9033075034664,0.0091153723130978,0.5038102474095825,0.0111303321668389,6.996806615235771,1.8056308651705195,0.2047896862901927,1.8530724257837158e-09,2.3419730848408572e-11,0.0375924607784633,3.902358531634371e+17,1310585558484.0332,66803.82873574257,19726806065155.145,456479409813.38513,0.973348092,0.947380878,0.7932408032116428,1.0,7.894528971952751,53.503632864483244
Continuation,2047,2580822942834.0444,1635.623351711555,572.9736492562082,0.0092548250402135,0.5099216854185339,0.0113006110037773,6.990198026755004,1.8314715753308348,0.2078926793401484,1.876568126716684e-09,2.43197959359794e-11,0.0380822925489331,3.953354014357321e+17,1343321727260.7815,69177.52349056385,20034930990564.324,463512744453.05695,0.972374744,0.945486116,0.7826369688037964,1.0,7.763000963004318,54.84006141299166
Continuation,2048,2665785018995.105,1654.8151699496311,581.9205052537823,0.0093916298350738,0.5158714709471323,0.0114676629234837,6.970321942253571,1.8571385422501656,0.2109725851640335,1.8993860667609924e-09,2.5217320570843385e-11,0.0385636777165537,4.0033776149241696e+17,1377018304146.6897,71651.99513775301,20337877579818.566,470418017123.32416,0.97140237,0.943595144,0.7716330138024152,1.0,7.629226451083117,56.2156978732155
Continuation,2049,2753799762013.4966,1674.426141338793,591.0860963280019,0.0095313431675419,0.5219682850740133,0.0116382709945372,6.948685906702948,1.88352602183289,0.2141331741244514,1.922646966879562e-09,2.6125844103611247e-11,0.0390585997903181,4.054716813524008e+17,1411712668452.2625,74232.46335822095,20647639069594.08,477473311265.22107,0.970430967,0.9417079539999998,0.7607625491489299,1.0,7.497872341486856,57.63206822634159
Continuation,2050,2844991459121.625,1695.1425190433015,600.7122125648947,0.0096778902257094,0.5284278629060973,0.0118172266001861,6.933416095599947,1.911282582046805,0.2174490069159887,1.947131913891701e-09,2.7055682577103334e-11,0.0395824143060188,4.108978514165496e+17,1447443321325.2444,76924.45663816828,20972687800822.977,484875073844.47485,0.9694605360000002,0.939824538,0.7503548063095568,1.0,7.371792886611398,59.09074425168679
GHG Forward,2023,1076879935911.4612,1033.305238706694,332.8044410466621,0.0054070905200803,0.3244254312048217,0.0066021488204499,4.130005796386175,1.0874210156949042,0.1216700210396399,1.167576540911422e-09,2.030415604645131e-12,0.0236435183244092,2.4597726223552493e+17,678562873505.9171,31609.24973915726,11675765409115.186,270585525124.33804,1.0,1.0,1.0,1.0,10.842216499495764,27.701799874496082
GHG Forward,2024,1198283164085.4792,1083.1390056961206,349.73757586449307,0.005682230481559,0.3399110274068644,0.0069382133445546,4.366178315826129,1.1430239220886371,0.1280590985500957,1.224927366794845e-09,2.9739543712157525e-12,0.0248287264552975,2.580456660354081e+17,731255194944.4557,32587.6111656414,12269887078239.896,284354277595.36255,0.99500999,0.975248753,0.9723569958228068,1.0,10.239555595863004,29.852922784995673
GHG Forward,2025,1291167587890.2134,1125.564285585452,369.7994805291821,0.0060081972541328,0.3522520218708747,0.0073363103974985,4.644651791862566,1.2092849477701633,0.1355376633570483,1.2791576955390942e-09,8.18456373428766e-12,0.0258600772480342,2.6857518314021123e+17,775011720035.0553,33593.315443485815,12973761288150.691,300666542019.7148,0.99401498,0.970372509,0.9593095380666468,1.0,10.04808470242814,31.639248781583795
GHG Forward,2026,1331555495558.7358,1130.510080088727,375.2238036417294,0.0060963279535968,0.3532386597112699,0.007443925707996,4.742345817876783,1.2267173683280512,0.1375318514184554,1.288678070451512e-09,1.1312311888038998e-11,0.0260019209193249,2.700354936308384e+17,787315067897.6223,34653.87200173803,13164065735331.98,305076842070.266,0.993020965,0.965520647,0.9496587308355424,1.0,9.886231388206758,32.14152335860892
GHG Forward,2027,1373198119204.5764,1136.9103059698823,381.2688920457809,0.006194543279266,0.3546818494756893,0.0075638503021665,4.848944209224042,1.2462452176329473,0.1397484514145798,1.3000476685817474e-09,1.4550708975499231e-11,0.0261808348666896,2.7188936995287856e+17,799810202919.3696,35748.53912394161,13376146353889.104,309991804261.6247,0.992027944,0.960693044,0.9414564363478376,1.0,9.74087144951613,32.65162749676913
GHG Forward,2028,1416124962091.6997,1143.824729550856,387.63657605924857,0.0062980001747547,0.3562868670289805,0.0076901764175305,4.960715242065137,1.2669881315127038,0.1420923087614953,1.3122115524231655e-09,1.790091559265539e-11,0.026377823101742,2.739261868651927e+17,812494954733.3129,36877.918083014,13599545321817.455,315169068871.78345,0.991035916,0.955889578,0.933826266233058,1.0,9.603351177236595,33.16947259252567
GHG Forward,2029,1460366021506.3076,1150.846553678601,394.1989098728335,0.0064046198563758,0.3579267554020317,0.0078203656446164,5.076099300115909,1.2885195345170677,0.1445162011678941,1.3247159107148203e-09,2.1363755551091697e-11,0.0265837130969901,2.760511056555221e+17,825367578593.8102,38042.61050123582,13829773831212.594,320504607907.592,0.99004488,0.95111013,0.9264355339316942,1.0,9.470073685327018,33.69498741799904
GHG Forward,2030,1505951857368.605,1155.3649670531677,400.0594786696128,0.006499835389656,0.3587909135090135,0.0079366192890569,5.183239165672561,1.3082532764890618,0.1467125928003127,1.334555454137624e-09,2.488813266030964e-11,0.026736625204618,2.776416862610583e+17,836172331407.2638,39243.21655360616,14035376867772.654,325269452323.81586,0.986742885754984,0.94635458,0.9192447248014654,1.0,9.319937286904436,34.13608302139573
GHG Forward,2031,1552426694668.9778,1136.4493595505833,406.52684700718345,0.0066049126590563,0.3515134517149804,0.0080649273437062,5.2998897372576845,1.3292069992794744,0.1490783462371132,1.3223304829356754e-09,3.2153016654100355e-11,0.0264632893785308,2.7479693583839635e+17,838737852310.2992,40480.01126925535,14262295989987.986,330527804854.3925,0.985294177385204,0.941622807,0.9122008506184324,1.0,9.18709787648242,34.24081841056097
GHG Forward,2032,1600213590053.5835,1116.5753654319976,413.0790833687363,0.0067113680499823,0.3438904988810943,0.0081949149489368,5.418901700569881,1.3503685719302865,0.1514706455246775,1.309298932682879e-09,3.9644392949471454e-11,0.0261966011185318,2.720285703255124e+17,841478180435.8901,41750.12227717149,14492214036125.916,335855122336.69464,0.9838472793804228,0.936914693,0.905257670312924,1.0,9.056424796167768,34.35269016819687
GHG Forward,2033,1649354549220.37,1095.7100168448608,419.7124105892706,0.0068191402928856,0.335910850827547,0.0083265077166875,5.540257114988855,1.3717256626109895,0.1538887667058208,1.295428007089304e-09,4.7366131591167905e-11,0.0259372936349463,2.693429484104e+17,844420609328.1714,43054.72040268448,14725000385560.648,341248338675.78235,0.982402150947704,0.932230119,0.8983977114680611,1.0,8.92773502975511,34.47281253194743
GHG Forward,2034,1699893139496.024,1073.8521616585492,426.43512946014135,0.0069283643281445,0.3275730654346749,0.0084598707430628,5.664098213556525,1.3933019052940092,0.1563362722938664,1.2807224338230627e-09,5.532341473472231e-11,0.0256868334270087,2.6675436555462035e+17,847592461197.1648,44395.01880827779,14960947989687.451,346714206655.42413,0.9809587549501656,0.927568969,0.8916304118932573,1.0,8.801110871076872,34.60230090971916
