Scenario,CY,RTK,CO2,H2O,OC,SO2,Sulphates,NOx,CO,HC,CH4,N2O,nvPM,nvPM_num,ConEF,Stock,MJ,Fuel (kg),EnRoute,Payload,TechEff,AvoidancePenalty,FuelEff,ConERF
GHG Forward,2035,1751874545486.949,1049.8331560880958,432.7996888152277,0.007031227712162,0.318514615360943,0.0085854632585825,5.778483215154417,1.4132933551885063,0.1586354404317625,1.2638083182886962e-09,6.345042695925517e-11,0.0254166503245149,2.639754890953755e+17,851021917960.5732,45772.28414989625,15183637530358.783,351865509982.5963,0.9795170548612994,0.922931124,0.8840284394609441,1.0,8.66708039652369,34.74230580631384
GHG Forward,2036,1805346060931.908,1022.5532132814676,438.4703252122489,0.007122275369521,0.3085369690076507,0.0086966220938654,5.876399901885148,1.4308477784939806,0.1606779180937119,1.243820231472948e-09,7.167241563616343e-11,0.0251113381661506,2.608424451385456e+17,853882707443.9363,47187.86220294705,15381291127966.102,356429257294.71185,0.9773761215051066,0.918316468,0.8755387750679307,1.0,8.519857472658941,34.85909530489299
GHG Forward,2037,1860387190895.6936,992.1752682792778,443.28847458803415,0.0071989327197701,0.2976038786352974,0.0087902071484222,5.949090996666445,1.4451529608429985,0.1623727614294551,1.220492654642797e-09,7.992393621894251e-11,0.0247659961634357,2.5729655978619546e+17,857069140486.7086,48644.79972657175,15548351487419.049,360276604003.0804,0.9752403483343134,0.913724886,0.8654174662586501,1.0,8.357588981212674,34.98917894770754
GHG Forward,2038,1917057998753.7805,958.2073489999918,446.91217205669216,0.0072556451598089,0.2855821934900795,0.0088594376000214,5.985237389972656,1.4550574667573115,0.1635775871166533,1.1931229117870195e-09,8.809266347025985e-11,0.0243671717516091,2.5318757879126995e+17,860614316164.1798,50145.05878166801,15672827241671.691,363129575837.5909,0.973109622108084,0.909156262,0.8531680925158371,1.0,8.175458046579763,35.133907978681236
GHG Forward,2039,1975421791623.26,921.085042658806,449.3885837352626,0.0072931797498318,0.2726190590487133,0.0089052482658808,5.987037362355482,1.460883620381095,0.1643139585294821,1.1621288606671235e-09,9.612650721928349e-11,0.0239228239702325,2.4860008943544422e+17,864552613223.9918,51690.74238148674,15756378897011.89,365026550522.1172,0.9709838370691172,0.90461048,0.8389893001982811,1.0,7.976209923281462,35.29468588336317
GHG Forward,2040,2035545181220.5376,882.7622382348329,451.54892332891535,0.0073250427390698,0.2593065129630722,0.0089441310359152,5.974006801214841,1.4654753503206712,0.1649205169899736,1.1298763961463524e-09,1.0415770497758314e-10,0.0234811670663556,2.4404563632127437e+17,868919509806.2969,53284.095728842025,15828176779577.588,366643408138.43976,0.9688628942476976,0.9000874280000001,0.8244283404337971,1.0,7.775890668310699,35.47296102914386
GHG Forward,2041,2097497660765.54,843.9409243207433,453.2750096055208,0.0073493182700239,0.2469370938728038,0.0089737447434652,5.95019698225948,1.4686039056480278,0.1653735305998855,1.0863999031213103e-09,1.0457550539234676e-10,0.0230832490201804,2.3995871544627693e+17,874599073716.9602,54927.48358804258,15884088215255.824,367884241620.8819,0.9664515835627202,0.8955869910000002,0.8094802866256535,1.0,7.572875294391741,35.7048247944199
GHG Forward,2042,2161616873415.401,804.5946703967683,454.8829232796643,0.0073711445537307,0.234402396808638,0.0090003755299712,5.9174614673039,1.471147693718335,0.165787320368104,1.0422436110838412e-09,1.0495884741829922e-10,0.0226994207330011,2.3600699958628307e+17,880818338740.1381,56637.79791084582,15935219288964.188,369006181183.7816,0.9640442709048124,0.891109056,0.7944144535305597,1.0,7.371898084689818,35.95872143652232
GHG Forward,2043,2228006101805.131,764.4986072395551,456.2162680490137,0.0073879833188084,0.2216394995642542,0.0090209232763081,5.872492608937549,1.4726873855281244,0.1661114997445377,9.971022689724448e-10,1.0527146097432409e-10,0.0223224557549929,2.3211846804417203e+17,887612094813.1987,58419.287933977765,15976084934571.115,369882184716.1781,0.9616409342165344,0.8866535109999999,0.7789492793596728,1.0,7.170575036409142,36.23607122749998
GHG Forward,2044,2296773745042.6826,723.9465484990814,457.4090088887758,0.0074020135884896,0.2087367831954088,0.0090380473796104,5.815671419946108,1.4735334440200494,0.1663803620658581,9.513416933419112e-10,1.0554423746391781e-10,0.0219592245879213,2.283653112456726e+17,895018747285.9385,60276.50342618972,16011371512666.023,370621277277.56616,0.9592415563646806,0.882220243,0.7633920059484789,1.0,6.971244576103631,36.53844203579324
GHG Forward,2045,2368033607025.672,683.0099340706507,458.64800286710766,0.0074130491355279,0.1957044971779368,0.0090515195549001,5.748636396043414,1.4736111463586672,0.1665836524232144,9.050886696966972e-10,1.0577473284479447e-10,0.0216094512011278,2.247455138870804e+17,903077682288.9506,62214.300113495934,16043353541205.506,371236438111.2176,0.956846123642527,0.8778091419999999,0.7478639235303872,1.0,6.77496868862283,36.867441769453244
GHG Forward,2046,2441906111984.257,641.2457621156051,459.5790686113437,0.0074154648277089,0.182420434761639,0.0090544682141784,5.663145579500198,1.4722708504896849,0.1666327158214043,8.57675520034328e-10,1.0588231490986394e-10,0.0212585939867281,2.2110747973693795e+17,910624937581.719,64237.91529033902,16059776896536.994,371445270471.7033,0.9536601725429285,0.873420096,0.7323146337728801,1.0,6.576738072655487,37.17555257817136
GHG Forward,2047,2518292482830.3027,599.2174712206621,460.7283324251258,0.0074147975620613,0.1690573844149989,0.0090536524876071,5.570993194468243,1.4710466207590682,0.1666222795466306,8.098621231193464e-10,1.0594581827757179e-10,0.0209226532213103,2.1761841472547552e+17,918807241460.9388,66340.27885085528,16074773358014.56,371545693027.47327,0.9504860992461712,0.8690529959999999,0.716899287791744,1.0,6.383203487129565,37.509588749946225
GHG Forward,2048,2597310136934.676,557.0497937467217,462.18484694142376,0.0074127483551109,0.1556677154573297,0.0090511537407073,5.473932654459618,1.469627328022325,0.166588922343565,7.617508283809305e-10,1.0598907681062831e-10,0.0206068264440327,2.143315339314122e+17,927660971490.277,68526.31137552022,16092082823414.98,371621077229.2192,0.947323878184109,0.8647077309999999,0.7017923735333486,1.0,6.195672436102191,37.87103537043157
GHG Forward,2049,2679082050028.6606,514.8842184289986,464.0843212085039,0.0074117755062815,0.142306089720605,0.0090499734850732,5.379850309577961,1.4685289465021862,0.1665870160450992,7.134794786992576e-10,1.0604684559072608e-10,0.0203180009934688,2.113182474318488e+17,937229456529.4,70801.22958031125,16116795820102.885,371792688947.9772,0.9441734980470182,0.860384192,0.6871988580315804,1.0,6.015790303970148,38.26166130651674
GHG Forward,2050,2763736963145.4966,472.8035674334643,466.556918885752,0.0074142464963705,0.1290078890368479,0.0090530010967666,5.294414081947631,1.468231048882411,0.1666677210163565,6.651209433710242e-10,1.06152695614725e-10,0.0200621270843494,2.086424809635132e+17,947557422411.6998,73170.5767985837,16153808974402.24,372177252245.4754,0.9410349665705008,0.8560822709999999,0.6733005554426595,1.0,5.844915485740393,38.683292455453454
SLCP Forward,2023,1076879935911.4612,1033.305238706694,332.8044410466621,0.0054070905200803,0.3244254312048217,0.0066021488204499,4.130005796386175,1.0874210156949042,0.1216700210396399,1.167576540911422e-09,2.030415604645131e-12,0.0236435183244092,2.4597726223552493e+17,678562873505.9171,31609.24973915726,11675765409115.186,270585525124.33804,1.0,1.0,1.0,1.0,10.842216499495764,27.701799874496082
SLCP Forward,2024,1198283164085.4792,1099.557866713743,355.0391011695253,0.0057683650885265,0.3450635995956608,0.0070433871275403,4.432541197946046,1.160354919553833,0.1300008166031359,1.2434955395652098e-09,3.0190353287262424e-12,0.0252051956578877,2.619577192334477e+17,742345819438.7389,32587.6111656414,12455881276196.104,288664687744.98505,0.99500999,0.99003992,0.9723467385426944,1.0,10.394772829594364,30.305688876716044
SLCP Forward,2025,1291167587890.2134,1164.785850455158,376.5370674768239,0.0061176640740934,0.3654692013261102,0.007469975132184,4.729747394574019,1.2313221018788088,0.1380076403835824,1.317676166890184e-09,3.535196422562254e-12,0.0267321132857,2.776312741484072e+17,797552694902.9993,33593.315443485815,13210137747023.686,306144559606.5744,0.99401498,0.98805984,0.9592996880653984,1.0,10.231156567838914,32.559466493380526
SLCP Forward,2026,1331640697909.844,1182.609131392247,383.2358159335352,0.0062265006339459,0.3709153936081735,0.0076028735419612,4.844440976343133,1.2529265610997258,0.1404697486788199,1.3388581698572443e-09,4.396243532726662e-12,0.0271506482181485,2.8196433255919693e+17,816690178301.9159,34658.46746731823,13445153257870.53,311591037262.35297,0.993020965,0.986083721,0.9496403432168826,1.0,10.09668244517772,33.34073932146675
SLCP Forward,2027,1373428630818.567,1202.470929684257,390.6236011866753,0.0063465310441156,0.3770033250452307,0.0077494356750604,4.969174935823973,1.2768510815868193,0.1431796679017742,1.3623934571958755e-09,5.284168370605492e-12,0.0276154763345312,2.8678673985450595e+17,836311074126.532,35760.98157628614,13704340135896.17,317597685652.2867,0.992027944,0.984111553,0.9414254911527796,1.0,9.978196047746836,34.14174708465836
SLCP Forward,2028,1416574888881.9485,1223.322181981196,398.4034261695791,0.0064729313366355,0.3833969821603369,0.0079037772350997,5.10023502270671,1.3022262011840533,0.1460431769072187,1.3871463033684595e-09,6.235317615343013e-12,0.0281051695350314,2.9186190100035814e+17,856370524299.5116,36902.23727312597,13977281777547.145,323923100290.7797,0.991035916,0.98214333,0.9337779294968834,1.0,9.866955772863452,34.96065848694785
SLCP Forward,2029,1461123777027.9888,1244.739749630712,406.4500415972331,0.006603666550653,0.3899702640586567,0.0080634133738652,5.236107384898117,1.3286364733395049,0.1490142581147772,1.4125947258689483e-09,7.213373759531815e-12,0.0286105633990468,2.9709485280096454e+17,876875933442.7579,38083.63039190886,14259584003468.725,330465446198.58,0.99004488,0.980179043,0.9263646567240652,1.0,9.759326504475585,35.797775816247054
SLCP Forward,2030,1507120768073.551,1266.7931542807148,414.7394602486703,0.0067383459600774,0.396745423546579,0.0082278626821136,5.376607894209973,1.3559144284985527,0.1520740413177258,1.438818784010023e-09,8.218365774406085e-12,0.0291308686966018,3.024878276408531e+17,891449775901.2754,39306.592676712586,14550403101842.969,337205170378.74786,0.989054835,0.978218685,0.9191471657464388,1.0000060145078316,9.654437394849086,36.3927415636396
SLCP Forward,2031,1554126032205.2888,1286.6583341554112,423.0358734384154,0.0068731407072755,0.4028308790211126,0.0083924601288227,5.518975278617605,1.3827802739679391,0.1551073942749861,1.4623483990497346e-09,9.109839826449516e-12,0.0296102537164396,3.0745433637533254e+17,905704814413.086,40572.32437152292,14841493424468.406,343950666375.0038,0.98806578,0.9762622480000002,0.9120734280345636,1.000012740693763,9.549736068321614,36.97469238864885
SLCP Forward,2032,1602712637991.3076,1307.047040795998,431.5461715220987,0.0070114098384038,0.4090742851982847,0.0085612972096197,5.665751341933808,1.4102903660000177,0.1582161391045139,1.486487022118044e-09,1.0023555952229445e-11,0.0301015288445765,3.1255126792913805e+17,914619765926.5392,41886.14551489011,15140110625705.615,350870029998.73425,0.987077715,0.974309723,0.90508776423906,1.000027677507477,9.446553466178964,37.33863832845624
SLCP Forward,2033,1652940101986.966,1327.9741781004004,440.2759835042429,0.0071532449169663,0.4154801439424116,0.0087344861935833,5.817088277164781,1.4384537479579338,0.1614029535378579,1.5112516697620591e-09,1.0959969233222026e-11,0.0306051895896816,3.177829311830863e+17,913203991523.2338,43250.25675501015,15446454565702.557,357967843336.8581,0.986090637,0.972361104,0.8981764005901305,1.000061341301577,9.344836238853835,37.280840443073615
SLCP Forward,2034,1704870437148.4763,1349.51299158832,449.2504441271346,0.0072990543966148,0.4220711940528791,0.0089125261894859,5.973399348875859,1.4673473281210574,0.1646774968635115,1.536725835414535e-09,1.1920090517945186e-11,0.03112304397701,3.231674134743391e+17,893491643308.5835,44666.98261216601,15761409293882.203,365264546521.7372,0.985104546,0.970416382,0.8913520502821087,1.0001381392524564,9.244930846618669,36.47609920741292
SLCP Forward,2035,1758568262332.6667,1371.5839374407076,458.4713555544684,0.0074482999514205,0.4288150608550167,0.0090947639182723,6.125505604612215,1.4965448257293912,0.1680194900733734,1.5628479818083855e-09,1.2903731898041678e-11,0.0315868739761744,3.279570871535354e+17,845387158294.543,46138.77206661898,16084286490020.549,372737132636.3384,0.984119442,0.968475549,0.8845750927615085,1.0003110744790056,9.146239491826956,34.51227113936725
SLCP Forward,2036,1814100986517.661,1394.1474477627962,467.9508791570446,0.0076011740583695,0.435721614648898,0.0092814354907343,6.270843524473855,1.5260537713519888,0.1714287717713658,1.58964462397543e-09,1.391171600534325e-11,0.0319646065478894,3.317971126482686e+17,762032714493.9893,47668.209669994576,16415508963471.986,380395270830.8907,0.983135322,0.966538598,0.8777831254773104,1.0006735559153026,9.048839665195882,31.109391007003605
SLCP Forward,2037,1871545393743.295,1416.8947013852471,477.56947426934727,0.0077557286651484,0.442678148852037,0.0094701644785006,6.397399109726167,1.5553868725915505,0.1748490463163794,1.616695021905682e-09,1.4940926535518228e-11,0.0321527709566894,3.335533355016951e+17,649459023815.6788,49258.387076428415,16750879126310.69,388141519338.2864,0.982152187,0.964605521,0.8706899096543947,1.0013266166567036,8.950292727234952,26.513657918643315
SLCP Forward,2038,1930976347886.243,1439.4673965299646,487.146303577655,0.0079090186615252,0.4495835167622674,0.0096573564772525,6.491755223110372,1.5838962209554623,0.1782015328280873,1.643510565799068e-09,1.5931133694429448e-11,0.0320434337205461,3.3204237259469235e+17,529379196967.30646,50912.27330401948,17084048425390.195,395828548094.2399,0.981170035,0.96267631,0.8630067535321201,1.0022738990125828,8.847362860809442,21.611492677666945
SLCP Forward,2039,1992473436988.6296,1461.6655697216147,496.6712840435318,0.0080608732790769,0.4563676940049231,0.0098428024808523,6.555168199099385,1.611615860545259,0.1814839166907714,1.66992624485132e-09,1.6933032033558697e-11,0.0316481111161628,3.273896537283058e+17,424765774026.9611,52633.08879266313,17414659920249.363,403447858631.546,0.980188865,0.960750957,0.854857550556778,1.003364529301651,8.7402218754642,17.340731308854455
SLCP Forward,2040,2056118412720.026,1484.1115754902864,506.3536568984935,0.008214685942041,0.4632268391908437,0.010030639224979,6.602664552536012,1.639475003093329,0.1848050206424159,1.6966446257749715e-09,1.7951910227736976e-11,0.0310942171527434,3.2114675144347334e+17,344152708942.17737,54424.16220088046,17750052641277.785,411169298755.3545,0.979208676,0.958829455,0.846672897886286,1.0044148849638486,8.632796891204507,14.049765823651066
SLCP Forward,2041,2121996664126.7185,1507.4819171574957,516.2299816026803,0.0083710479463059,0.4704167972719723,0.0102215893400037,6.643744333241524,1.6675466046085468,0.1881807897248658,1.7243125577396103e-09,1.8852014217842736e-11,0.0304817634301795,3.1437852331772346e+17,282856242818.40533,56289.01578417809,18091515192205.68,419022478128.8022,0.978229467,0.956911796,0.8385736429591225,1.0053468505685874,8.525703879770713,11.547385419604757
SLCP Forward,2042,2190159566640.557,1530.867272333258,526.1823251798809,0.008528040258026,0.4776157809458848,0.0104133077899891,6.6726960974123966,1.6954728987397918,0.1915720105819939,1.7520092981923943e-09,1.9761486359952396e-11,0.029755319468459,3.0654225127163494e+17,233905466002.9441,58229.18752680828,18434916575431.39,426911380608.432,0.977251238,0.954997973,0.8303456318228674,1.0061869608686076,8.417156839265528,9.549008149069921
SLCP Forward,2043,2260697597307.638,1554.0467420338043,536.1335815638051,0.0086844074397182,0.484756646291537,0.0106042604360381,6.686295488599422,1.7230993284286702,0.1949527875294394,1.779474430785497e-09,2.067611123200632e-11,0.0288934274481815,2.9742674562374054e+17,195115769552.36023,60248.435496813785,18777527908064.11,434773197305.54456,0.976273987,0.953087977,0.82185110903847,1.0069575059607123,8.30607681913188,7.965449056432419
SLCP Forward,2044,2333705248774.836,1576.629977163385,545.9477138839201,0.0088379372703717,0.4917193876448066,0.0107917445185123,6.679494664562317,1.750057755409342,0.1982764821378138,1.8062531806891638e-09,2.1589235392262428e-11,0.0278617889647084,2.8670105233553677e+17,167333570209.94647,62350.73241164318,19114572547091.543,442497234061.9197,0.975297713,0.9511818010000002,0.8129149679846825,1.0076336241746269,8.190654135575365,6.831262444835858
SLCP Forward,2045,2409281234254.044,1598.4186353318082,555.5550696595839,0.0089874978102702,0.49844382506531,0.0109743796286431,6.650759046793005,1.776167350169562,0.2015204854026683,1.8321108995366447e-09,2.249714148234009e-11,0.0266625263398354,2.7434354297533542e+17,150254377873.322,64540.28351179891,19443608087398.047,450026850279.26587,0.974322415,0.949279437,0.8035038256230795,1.0081671654452682,8.070294082300496,6.1340177434234215
SLCP Forward,2046,2487528668451.308,1618.858252012966,564.7609021376016,0.0091299240367867,0.5047572215076791,0.0111483002588157,6.591557147867708,1.8009996282393457,0.2046274575751129,1.8563994684810942e-09,2.3391022811654453e-11,0.0252325211258355,2.597197806132575e+17,141597334011.5791,66821.54036880263,19757801741965.79,457203664702.09467,0.973348092,0.947380878,0.7933545874497525,1.0085457295796627,7.942743330981046,5.78060068226933
SLCP Forward,2047,2568554099611.916,1638.5329232395825,573.7695582654868,0.0092685360474725,0.5108447809682425,0.0113175649726429,6.512927956592547,1.8261605703185144,0.2076810343164399,1.8797872028475206e-09,2.4279108806504074e-11,0.0236707751884353,2.43725236427718e+17,138586897264.1394,69199.14653802298,20063983949727.63,464193831091.9109,0.972374744,0.945486116,0.7827554766943104,1.0087886137832676,7.811392391057328,5.657701950893813
SLCP Forward,2048,2652469825336.5205,1657.472459584044,582.5918271845551,0.0094035090834934,0.5167173800664857,0.0114823930593767,6.415075973071463,1.8509505570270768,0.2106882663103061,1.9023017598177576e-09,2.5161600265614302e-11,0.021980976852008,2.263896960940173e+17,139026302800.95535,71678.07828497353,20362822137629.4,471006127858.959,0.97140237,0.943595144,0.7717529511760124,1.0089298120018264,7.676928854429458,5.675640339096117
SLCP Forward,2049,2739393188481.899,1676.7205019002688,591.5901558022744,0.0095407302418072,0.5227022628067735,0.0116499712692012,6.312497372283709,1.8763258851161897,0.2137602604472089,1.92513248691738e-09,2.605280235512055e-11,0.0202735423224268,2.088046349042118e+17,141493854277.6385,74263.60805332835,20667021780192.727,477935169973.9167,0.970430967,0.941707954,0.7608826698085077,1.009003949185124,7.544379487796659,5.7763762028693915
SLCP Forward,2050,2829446786757.515,1697.009891869587,601.0218868236198,0.0096843793162414,0.529029632273287,0.0118254018380036,6.215370035586624,1.9029825823570423,0.2169772774395668,1.949113962214817e-09,2.6963535808565832e-11,0.0186208276084287,1.9172123437371456e+17,145158956251.20856,76961.32183383769,20985603375966.04,485190132240.1887,0.969460536,0.939824538,0.750475191530709,1.009037209915789,7.4168574133232195,5.926001131311005
Full Breakthrough,2023,1076879935911.4612,1033.305238706694,332.8044410466621,0.0054070905200803,0.3244254312048217,0.0066021488204499,4.130005796386175,1.0874210156949042,0.1216700210396399,1.167576540911422e-09,2.030415604645131e-12,0.0236435183244092,2.4597726223552493e+17,678562873505.9171,31609.24973915726,11675765409115.186,270585525124.33804,1.0,1.0,1.0,1.0,10.842216499495764,27.701799874496082
Full Breakthrough,2024,1198283164085.4792,1083.1390056961206,349.73757586449307,0.005682230481559,0.3399110274068644,0.0069382133445546,4.3663556926120055,1.1430239220886371,0.1280590985500957,1.224927366794845e-09,2.9739543712157525e-12,0.0248287264552975,2.580456660354081e+17,731255194944.4557,32587.6111656414,12269887078239.896,284354277595.36255,0.99500999,0.975248753,0.9723569958228068,1.0,10.239555595863004,29.852922784995673
Full Breakthrough,2025,1291167587890.2134,1125.564285585452,369.7994805291821,0.0060081972541328,0.3522520218708747,0.0073363103974985,4.645117675855198,1.2092849477701633,0.1355376633570483,1.2791576955390942e-09,8.18456373428766e-12,0.0258600772480342,2.6857518314021123e+17,775011720035.0553,33593.315443485815,12973761288150.691,300666542019.7148,0.99401498,0.970372509,0.9593095380666468,1.0,10.04808470242814,31.639248781583795
Full Breakthrough,2026,1331555495558.7358,1130.510080088727,375.2238036417294,0.0060963279535968,0.3532386597112699,0.007443925707996,4.743168682787892,1.2267173683280512,0.1375318514184554,1.288678070451512e-09,1.1312311888038998e-11,0.0260019209193249,2.700354936308384e+17,787315067897.6223,34653.87200173803,13164065735331.98,305076842070.266,0.993020965,0.965520647,0.9496587308355424,1.0,9.886231388206758,32.14152335860892
Full Breakthrough,2027,1373198119204.5764,1136.9103059698823,381.2688920457809,0.006194543279266,0.3546818494756893,0.0075638503021665,4.850184884532864,1.2462452176329473,0.1397484514145798,1.3000476685817474e-09,1.4550708975499231e-11,0.0261808348666896,2.7188936995287856e+17,799810202919.3696,35748.53912394161,13376146353889.104,309991804261.6247,0.992027944,0.960693044,0.9414564363478376,1.0,9.74087144951613,32.65162749676913
Full Breakthrough,2028,1416124962091.6997,1143.824729550856,387.63657605924857,0.0062980001747547,0.3562868670289805,0.0076901764175305,4.962422166424783,1.2669881315127038,0.1420923087614953,1.3122115524231655e-09,1.790091559265539e-11,0.026377823101742,2.739261868651927e+17,812494954733.3129,36877.918083014,13599545321817.455,315169068871.78345,0.991035916,0.955889578,0.933826266233058,1.0,9.603351177236595,33.16947259252567
Full Breakthrough,2029,1460366021506.3076,1150.846553678601,394.1989098728335,0.0064046198563758,0.3579267554020317,0.0078203656446164,5.0783144047080695,1.2885195345170677,0.1445162011678941,1.3247159107148203e-09,2.1363755551091697e-11,0.0265837130969901,2.760511056555221e+17,825367578593.8102,38042.61050123582,13829773831212.594,320504607907.592,0.99004488,0.95111013,0.9264355339316942,1.0,9.470073685327018,33.69498741799904
Full Breakthrough,2030,1505951857368.605,1155.3718140309552,400.0618494453026,0.0064998739092838,0.3587930397924695,0.0079366663287008,5.186031545340027,1.3082609920402204,0.1467134428005252,1.334563363042439e-09,2.488828015352292e-11,0.0267367838709744,2.7764331377468144e+17,830166580136.3407,39243.21655360616,14035460044878.066,325271379950.8243,0.986742885754984,0.94635458,0.9192447248014654,1.000006014877046,9.31999251915174,33.89090291163888
Full Breakthrough,2031,1552426693511.454,1136.4636233893018,406.5319492570538,0.0066049955588425,0.3515178636416013,0.0080650285798513,5.303305752417106,1.3292235973477662,0.1490801744169494,1.322347079811359e-09,3.215342021404785e-11,0.0264636219212742,2.748003466798524e+17,827123972084.2195,40480.011206523246,14262474999469.646,330531953385.30664,0.9852941773850972,0.941622807,0.9122008507130812,1.000012741818861,9.187213192791198,33.76669081185081
Full Breakthrough,2032,1600213584233.8108,1116.605802223325,413.0903431553156,0.0067115509955453,0.3438998730117424,0.0081951383597522,5.423035621207631,1.3504051865267537,0.1514746775963513,1.3093346229368766e-09,3.9645473618231375e-11,0.026197315949266,2.720359018533088e+17,819195450178.4127,41750.12196205327,14492609080944.842,335864277430.55695,0.9838472793798216,0.936914693,0.9052576707489716,1.00002768104975,9.056671699161935,33.443015091131755
Full Breakthrough,2033,1649354531017.0305,1095.7762010376928,419.7377616749405,0.0068195521895454,0.3359311408570108,0.0083270107196359,5.545271394799509,1.3718080549944542,0.1538978385785516,1.295506254851671e-09,4.7368992648508566e-11,0.025938861642972,2.693590302177814e+17,802300416208.0383,43054.71941766,14725889823479.26,341268951105.62537,0.9824021509456428,0.932230119,0.8983977127171351,1.0000613524319506,8.928274392527925,32.75328851133525
Full Breakthrough,2034,1699893091678.0386,1073.99822564727,426.4931307616436,0.0069293067153419,0.3276176215013693,0.0084610215736486,5.670306899826321,1.3934902946077352,0.1563570121969262,1.280896636039911e-09,5.533093975437987e-11,0.0256903293237439,2.6679022235291517e+17,770108159058.1488,44395.0162220399,14962982972350.29,346761366275.5081,0.9809587549443276,0.927568969,0.8916304149052516,1.0001381737218786,8.80230824256111,31.439064730616163
Full Breakthrough,2035,1751874429111.8755,1050.1547038963065,432.9322461318033,0.0070333812593525,0.3186121710486713,0.0085880931386932,5.783772598427502,1.4137234900099822,0.158682798752727,1.2641954051725792e-09,6.346986077232614e-11,0.0253724119078916,2.634887264408105e+17,714969785419.1741,45772.2778586124,15188288104178.203,351973280745.032,0.979517054846158,0.922931124,0.8840284472302702,1.0003111777624123,8.66973559964455,29.18808364752166
Full Breakthrough,2036,1805345788185.5083,1023.2313450179544,438.76110958199087,0.0071269986191378,0.3087415801810501,0.0087023900440359,5.879099018771402,1.431790212994175,0.1607817071226997,1.244645112803119e-09,7.171994640029729e-11,0.0249511167443132,2.5908651136856675e+17,631866002182.6566,47187.84746427634,15391491838939.014,356665630693.4181,0.9773761214512788,0.918316468,0.8755387954025508,1.0006738460919828,8.525509040796267,25.79543653711143
Full Breakthrough,2037,1860386589250.4968,993.4712892686985,443.86754339634285,0.0072083360129743,0.2979926107763576,0.0088016902525297,5.945617224396965,1.4470267770826777,0.1625792124044586,1.2220869534140787e-09,8.00283336421893e-11,0.0243596732209042,2.5284901526275104e+17,528097422029.2959,48644.76721595874,15568662116612.162,360747206499.52985,0.9752403481775528,0.913724886,0.865417520330881,1.0013273395554048,8.368509108036726,21.559165215904326
Full Breakthrough,2038,1917056735678.5964,960.3530608657126,447.9130426799325,0.007271892000017,0.2862216691206697,0.0088792778248543,5.969479307669404,1.458289957743924,0.1639339574317186,1.1957947752088484e-09,8.828992123387409e-11,0.0235264070344432,2.439910450810758e+17,422180156272.3361,50144.99051234503,15707925261597.465,363942715344.3545,0.9731096217035692,0.909156262,0.8531682338931529,1.0022754298374346,8.1937717174746,17.235175481403278
Full Breakthrough,2039,1975419308040.027,924.1380815998016,450.8783856565332,0.0073173522845426,0.2735226283962055,0.0089347669762205,5.952554624601177,1.4656848639786006,0.1648437119744131,1.1659810785642487e-09,9.644511055940902e-11,0.0224863383640896,2.3289375503603997e+17,332313405244.432,51690.608074364216,15808609215918.836,366236439571.8125,0.9709838361340368,0.90461048,0.8389896318933613,1.003367273198492,8.002660068967248,13.566435487592733
Full Breakthrough,2040,2035540663065.205,886.6041668849836,453.51462823179486,0.007356919936317,0.2604349657456247,0.0089830580889,5.916710681777826,1.471796760175851,0.1656189842618476,1.1347941484582748e-09,1.0461098183143315e-10,0.0213775178360194,2.211426101061705e+17,264203916047.262,53283.851209200126,15897070884667.934,368239050019.8512,0.9688628923065268,0.900087428,0.8244289861965672,1.0044191226993453,7.809753532867006,10.785918732312718
Full Breakthrough,2041,2097490050218.9995,848.3943778738511,455.6677066288356,0.0073880966818922,0.24824004851158,0.0090210986144625,5.867853708583914,1.4762840955464622,0.1662241465710376,1.0921332686327616e-09,1.0512729736328431e-10,0.0202978161398418,2.097717121099316e+17,213305441502.20477,54927.07129891442,15967919253172.11,369825489614.04047,0.9664515799611424,0.895586991,0.8094814004164416,1.0053526618549944,7.612870083223944,8.708028221622975
Full Breakthrough,2042,2161606136686.754,809.5170745176274,457.66689442460313,0.0074162356534459,0.2358362937795803,0.009055437080885,5.807185597282959,1.4800700878808934,0.1667791584696867,1.0486204540022307e-09,1.0560091005961803e-10,0.019198267192792,1.9825866163982906e+17,173353260502.7083,56637.214894074335,16032723873783.69,371263639763.6391,0.9640442654358718,0.891109056,0.7944159724040375,1.0061941258159013,7.417042171409716,7.077011604283617
Full Breakthrough,2043,2227992328977.0547,769.7718837469798,459.36436823310606,0.0074389384662293,0.223168153986881,0.0090831442032625,5.731277815999364,1.4827643406665918,0.1672368917658789,1.0039805072936488e-09,1.0599752513033136e-10,0.0180664752790341,1.8647624707696643e+17,142187149314.79163,58418.537789891714,16086301079945.004,372433454548.66895,0.9616409268046195,0.8866535110000001,0.7789511200529008,1.0069656478692124,7.220088180164767,5.804679431830281
Full Breakthrough,2044,2296757185641.6904,729.4407638173133,460.8817579153267,0.0074581847330139,0.2103208094709934,0.0091066360956185,5.639949141342848,1.484635556329237,0.1676262288617047,9.585621389752447e-10,1.0634517694307418e-10,0.0168978194270715,1.743831537884415e+17,119966017435.04208,60275.59848915177,16132905598120.604,373433973400.4459,0.9592415471470068,0.8822202429999999,0.7633940428692342,1.0076423817814812,7.024210351436535,4.897519060474894
