Scenario,Sector,Sub-Sector,Species,Units,Year,ems,Source
Striving,off-road,TRA_OT_CNS,co2,Mt,2007,117.368,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2007,227.18,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2007,92.132,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2007,54.52322626324031,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2007,85.724,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2007,145.412,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2007,52.4,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2007,4.62039322969171,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2007,6.686,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2007,12.98,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2007,5.252,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2007,8.186,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2008,118.052,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2008,227.14,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2008,89.068,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2008,54.68066349716815,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2008,85.356,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2008,143.858,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2008,50.33,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2008,4.664274657168513,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2008,6.744000000000001,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2008,13.030000000000001,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2008,5.088,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2008,8.344,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2009,118.736,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2009,227.1,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2009,86.004,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2009,54.838100731095984,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2009,84.988,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2009,142.304,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2009,48.26,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2009,4.708156084645316,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2009,6.8020000000000005,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2009,13.08,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2009,4.9239999999999995,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2009,8.502,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2010,119.42,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2010,227.06,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2010,82.94,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2010,54.99553796502382,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2010,84.62,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2010,140.75,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2010,46.19,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2010,4.75203751212212,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2010,6.86,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2010,13.13,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2010,4.76,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2010,8.66,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2011,122.676,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2011,226.17000000000002,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2011,84.432,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2011,56.50012195060731,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2011,84.22800000000001,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2011,137.564,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2011,45.85,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2011,4.755248348278959,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2011,7.064,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2011,13.110000000000001,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2011,4.851999999999999,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2011,8.802,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2012,125.932,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2012,225.28,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2012,85.924,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2012,58.00470593619079,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2012,83.836,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2012,134.378,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2012,45.51,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2012,4.758459184435799,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2012,7.268,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2012,13.09,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2012,4.944,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2012,8.943999999999999,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2013,129.188,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2013,224.39000000000001,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2013,87.416,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2013,59.50928992177426,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2013,83.444,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2013,131.192,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2013,45.17,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2013,4.761670020592637,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2013,7.4719999999999995,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2013,13.07,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2013,5.036,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2013,9.086,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2014,132.444,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2014,223.5,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2014,88.908,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2014,61.01387390735775,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2014,83.05199999999999,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2014,128.006,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2014,44.83,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2014,4.7648808567494765,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2014,7.676,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2014,13.049999999999999,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2014,5.128,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2014,9.228,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2015,135.7,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2015,222.61,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2015,90.4,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2015,62.51845789294123,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2015,82.66,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2015,124.82,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2015,44.49,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2015,4.768091692906316,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2015,7.88,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2015,13.03,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2015,5.22,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2015,9.37,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2016,160.378,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2016,226.90800000000002,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2016,88.73,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2016,62.61437553546029,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2016,89.26599999999999,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2016,120.768,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2016,42.724000000000004,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2016,4.562598178868603,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2016,9.326,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2016,13.283999999999999,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2016,5.124,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2016,9.783999999999999,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2017,185.05599999999998,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2017,231.20600000000002,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2017,87.06,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2017,62.710293177979345,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2017,95.872,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2017,116.716,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2017,40.958,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2017,4.3571046648308895,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2017,10.772,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2017,13.538,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2017,5.028,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2017,10.197999999999999,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2018,209.73399999999998,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2018,235.504,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2018,85.39,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2018,62.806210820498414,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2018,102.478,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2018,112.664,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2018,39.192,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2018,4.151611150793176,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2018,12.218,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2018,13.792,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2018,4.932,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2018,10.611999999999998,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2019,234.41199999999998,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2019,239.802,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2019,83.72,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2019,62.902128463017476,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2019,109.084,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2019,108.612,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2019,37.425999999999995,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2019,3.946117636755463,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2019,13.664,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2019,14.046000000000001,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2019,4.836,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2019,11.026,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2020,259.09,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2020,244.1,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2020,82.05,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2020,62.99804610553653,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2020,115.69,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2020,104.56,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2020,35.66,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2020,3.7406241227177497,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2020,15.11,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2020,14.3,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2020,4.74,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2020,11.44,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2021,260.238,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2021,244.442,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2021,81.158,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2021,63.91389421634785,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2021,113.292,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2021,102.302,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2021,34.586,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2021,3.658212661358875,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2021,15.187999999999999,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2021,14.336,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2021,4.702,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2021,11.312,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2022,261.38599999999997,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2022,244.784,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2022,80.266,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2022,64.82974232715917,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2022,110.894,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2022,100.044,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2022,33.512,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2022,3.575801200000001,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2022,15.266,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2022,14.372,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2022,4.664,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2022,11.184,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2023,262.534,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2023,245.126,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2023,79.374,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2023,65.74559043797046,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2023,108.496,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2023,97.786,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2023,32.437999999999995,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2023,3.4933897386411257,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2023,15.344,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2023,14.408000000000001,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2023,4.626,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2023,11.056000000000001,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2024,263.68199999999996,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2024,245.468,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2024,78.482,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2024,66.66143854878177,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2024,106.098,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2024,95.52799999999999,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2024,31.363999999999997,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2024,3.410978277282251,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2024,15.422,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2024,14.444,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2024,4.588,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2024,10.928,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2025,264.83,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2025,245.81,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2025,77.59,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2025,67.5772866595931,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2025,103.7,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2025,93.27,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2025,30.29,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2025,3.3285668159233763,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2025,15.5,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2025,14.48,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2025,4.55,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2025,10.8,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2026,253.06176,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2026,235.2096,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2026,73.75872000000001,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2026,67.35827029916801,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2026,95.63372,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2026,86.48563999999999,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2026,27.95748,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2026,3.1990630909308595,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2026,14.84928,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2026,13.872,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2026,4.33536,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2026,10.5448,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2027,241.39144000000002,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2027,224.6732,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2027,69.98808,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2027,67.09302825005858,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2027,87.80288,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2027,79.85296000000001,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2027,25.69072,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2027,3.0721280348638134,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2027,14.201120000000001,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2027,13.2664,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2027,4.12344,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2027,10.2912,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2028,229.81903999999997,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2028,214.2008,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2028,66.27808,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2028,66.78156051226479,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2028,80.20748000000002,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2028,73.37196,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2028,23.489720000000002,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2028,2.947761647722239,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2028,13.55552,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2028,12.6632,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2028,3.9142399999999995,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2028,10.0392,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2029,218.34455999999997,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2029,203.79240000000001,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2029,62.628719999999994,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2029,66.42386708578665,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2029,72.84752,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2029,67.04264,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2029,21.35448,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2029,2.8259639295061367,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2029,12.912479999999999,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2029,12.062399999999998,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2029,3.7077599999999995,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2029,9.7888,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2030,206.968,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2030,193.448,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2030,59.04,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2030,66.01994797062413,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2030,65.723,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2030,60.864999999999995,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2030,19.285,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2030,2.706734880215505,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2030,12.272,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2030,11.464,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2030,3.504,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2030,9.54,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2031,198.86311999999998,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2031,183.00495999999998,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2031,55.571200000000005,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2031,65.72377413555475,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2031,60.85888,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2031,55.272960000000005,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2031,17.3952,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2031,2.6089114053038016,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2031,11.79976,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2031,10.8528,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2031,3.3014400000000004,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2031,9.328,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2032,190.52208,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2032,172.64304,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2032,52.1568,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2032,65.37437593140204,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2032,55.85052,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2032,49.75124000000001,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2032,15.549800000000001,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2032,2.5128003763424127,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2032,11.31264,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2032,10.2456,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2032,3.1017599999999996,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2032,9.116,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2033,181.94488,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2033,162.36223999999999,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2033,48.7968,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2033,64.971753358166,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2033,50.69792,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2033,44.299839999999996,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2033,13.748800000000001,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2033,2.418401793331338,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2033,10.81064,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2033,9.642399999999999,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2033,2.90496,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2033,8.904,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2034,173.13152000000002,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2034,152.16256,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2034,45.4912,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2034,64.51590641584663,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2034,45.40108,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2034,38.91875999999999,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2034,11.992199999999999,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2034,2.325715656270578,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2034,10.29376,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2034,9.0432,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2034,2.71104,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2034,8.692,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2035,164.08200000000002,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2035,142.044,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2035,42.24,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2035,64.00683510444391,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2035,39.96000000000001,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2035,33.608,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2035,10.280000000000001,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2035,2.234741965160132,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2035,9.761999999999999,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2035,8.448,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2035,2.52,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2035,8.48,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2036,154.6664,TTW
Striving,off-road,TRA_OT_AGR,co2,Mt,2036,132.0704,TTW
Striving,off-road,TRA_OT_RAI,co2,Mt,2036,38.96592000000001,TTW
Striving,off-road,TRA_OT_OTHER,co2,Mt,2036,63.59855669780415,TTW
Striving,off-road,TRA_OT_CNS,bc,kt,2036,37.73728000000001,TTW
Striving,off-road,TRA_OT_AGR,bc,kt,2036,31.205440000000007,TTW
Striving,off-road,TRA_OT_RAI,bc,kt,2036,9.565546666666668,TTW
Striving,off-road,TRA_OT_OTHER,bc,kt,2036,2.162177068015564,TTW
Striving,off-road,TRA_OT_CNS,ch4,kt,2036,9.217600000000001,TTW
Striving,off-road,TRA_OT_AGR,ch4,kt,2036,7.856800000000001,TTW
Striving,off-road,TRA_OT_RAI,ch4,kt,2036,2.32288,TTW
Striving,off-road,TRA_OT_OTHER,ch4,kt,2036,8.27424,TTW
Striving,off-road,TRA_OT_CNS,co2,Mt,2037,145.03320000000002,TTW
