timebounds,scenario,Vizcon Scenario,Pollutant Group,Actual Pollutant,Attributable Warming,Global Temperature Anomaly
1958.0,ssp119_contrails_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,contrails,0.001971993317479437,0.3513359750004493
1958.0,ssp119_contrails_Aviation_SLCP Forward,SLCP Forward,non-CO2,contrails,0.0007056262648000855,0.3500696079477699
1958.0,ssp119_contrails_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,contrails,0.00011927558126295645,0.3494832572642328
1958.0,ssp119_contrails_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,contrails,0.001971993317479437,0.3513359750004493
1958.0,ssp119_contrails_Aviation_zero,zero,non-CO2,contrails,0.0,0.34936398168296984
1958.0,ssp119_zero_tra,zero,,All,0.0,0.3478409580027466
1959.0,ssp119,,,,,0.3363884128002477
1959.0,ssp119_BAU,Historical Trends,non-CO2,All,0.002441934046009897,0.3363884128002477
1959.0,ssp119_BC_Aviation_BAU,Historical Trends,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_Current Commitments,Current Commitments,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_GHG Forward,GHG Forward,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_SLCP Forward,SLCP Forward,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,BC,4.343813570156785e-05,0.3363884128002477
1959.0,ssp119_BC_Aviation_zero,zero,non-CO2,BC,0.0,0.33634497466454616
1959.0,ssp119_CH4_Aviation_BAU,Historical Trends,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_Current Commitments,Current Commitments,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_GHG Forward,GHG Forward,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_SLCP Forward,SLCP Forward,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,CH4,8.92880496868309e-05,0.3363884128002477
1959.0,ssp119_CH4_Aviation_zero,zero,non-CO2,CH4,0.0,0.3362991247505609
1959.0,ssp119_CO2 FFI_Aviation_BAU,Historical Trends,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_Current Commitments,Current Commitments,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_Current Commitments lower,Current Commitments lower,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_Current Commitments upper,Current Commitments upper,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_Full Breakthrough,Full Breakthrough,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_Full Breakthrough lower,Full Breakthrough lower,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_Full Breakthrough upper,Full Breakthrough upper,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_GHG Forward,GHG Forward,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_GHG Forward lower,GHG Forward lower,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_GHG Forward upper,GHG Forward upper,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_Historical Trends lower,Historical Trends lower,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_Historical Trends upper,Historical Trends upper,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_SLCP Forward,SLCP Forward,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_SLCP Forward lower,SLCP Forward lower,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_SLCP Forward upper,SLCP Forward upper,CO2,CO2 FFI,0.0007050978922614748,0.3363884128002477
1959.0,ssp119_CO2 FFI_Aviation_zero,zero,CO2,CO2 FFI,0.0,0.33568331490798625
1959.0,ssp119_Current Commitments,Current Commitments,non-CO2,All,0.002441934046009897,0.3363884128002477
1959.0,ssp119_Current Commitments lower,Current Commitments lower,non-CO2,All,0.0008797055272767862,0.3348261842815146
1959.0,ssp119_Current Commitments upper,Current Commitments upper,non-CO2,All,0.004444685237877499,0.33839116399211533
1959.0,ssp119_Full Breakthrough,Full Breakthrough,non-CO2,All,0.002441934046009897,0.3363884128002477
1959.0,ssp119_Full Breakthrough lower,Full Breakthrough lower,non-CO2,All,0.0008797055272767862,0.3348261842815146
1959.0,ssp119_Full Breakthrough upper,Full Breakthrough upper,non-CO2,All,0.004444685237877499,0.33839116399211533
1959.0,ssp119_GHG Forward,GHG Forward,non-CO2,All,0.002441934046009897,0.3363884128002477
1959.0,ssp119_GHG Forward lower,GHG Forward lower,non-CO2,All,0.0008797055272767862,0.3348261842815146
1959.0,ssp119_GHG Forward upper,GHG Forward upper,non-CO2,All,0.004444685237877499,0.33839116399211533
1959.0,ssp119_Historical Trends lower,Historical Trends lower,non-CO2,All,0.0008797055272767862,0.3348261842815146
1959.0,ssp119_Historical Trends upper,Historical Trends upper,non-CO2,All,0.004444685237877499,0.33839116399211533
1959.0,ssp119_N2O_Aviation_BAU,Historical Trends,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_Current Commitments,Current Commitments,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_GHG Forward,GHG Forward,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_SLCP Forward,SLCP Forward,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,N2O,5.969398769734013e-07,0.3363884128002477
1959.0,ssp119_N2O_Aviation_zero,zero,non-CO2,N2O,0.0,0.33638781586037075
1959.0,ssp119_NOx aviation_Aviation_BAU,Historical Trends,non-CO2,NOx aviation,0.0008907655137285198,0.3363884128002477
1959.0,ssp119_NOx aviation_Aviation_Current Commitments,Current Commitments,non-CO2,NOx aviation,0.0008907655137285198,0.3363884128002477
1959.0,ssp119_NOx aviation_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,NOx aviation,2.9813375180598456e-05,0.3355274606616998
1959.0,ssp119_NOx aviation_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,NOx aviation,0.0014477665369633241,0.33694541382348253
1959.0,ssp119_NOx aviation_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,NOx aviation,0.0008907655137285198,0.3363884128002477
1959.0,ssp119_NOx aviation_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,NOx aviation,2.9813375180598456e-05,0.3355274606616998
1959.0,ssp119_NOx aviation_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,NOx aviation,0.0014477665369633241,0.33694541382348253
1959.0,ssp119_NOx aviation_Aviation_GHG Forward,GHG Forward,non-CO2,NOx aviation,0.0008907655137285198,0.3363884128002477
1959.0,ssp119_NOx aviation_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,NOx aviation,2.9813375180598456e-05,0.3355274606616998
1959.0,ssp119_NOx aviation_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,NOx aviation,0.0014477665369633241,0.33694541382348253
1959.0,ssp119_NOx aviation_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,NOx aviation,2.9813375180598456e-05,0.3355274606616998
1959.0,ssp119_NOx aviation_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,NOx aviation,0.0014477665369633241,0.33694541382348253
1959.0,ssp119_NOx aviation_Aviation_SLCP Forward,SLCP Forward,non-CO2,NOx aviation,0.0008907655137285198,0.3363884128002477
1959.0,ssp119_NOx aviation_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,NOx aviation,2.9813375180598456e-05,0.3355274606616998
1959.0,ssp119_NOx aviation_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,NOx aviation,0.0014477665369633241,0.33694541382348253
1959.0,ssp119_NOx aviation_Aviation_zero,zero,non-CO2,NOx aviation,0.0,0.3354976472865192
1959.0,ssp119_SLCP Forward,SLCP Forward,non-CO2,All,0.002441934046009897,0.3363884128002477
1959.0,ssp119_SLCP Forward lower,SLCP Forward lower,non-CO2,All,0.0008797055272767862,0.3348261842815146
1959.0,ssp119_SLCP Forward upper,SLCP Forward upper,non-CO2,All,0.004444685237877499,0.33839116399211533
1959.0,ssp119_Stratospheric water vapour_Aviation_BAU,Historical Trends,non-CO2,Stratospheric water vapour,9.954829353103767e-05,0.3363884128002477
1959.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments,Current Commitments,non-CO2,Stratospheric water vapour,9.954829353103767e-05,0.3363884128002477
1959.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Stratospheric water vapour,4.020219863448693e-05,0.3363290667053512
1959.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Stratospheric water vapour,0.00015889440186900305,0.3364477589085857
1959.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Stratospheric water vapour,9.954829353103767e-05,0.3363884128002477
1959.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Stratospheric water vapour,4.020219863448693e-05,0.3363290667053512
1959.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Stratospheric water vapour,0.00015889440186900305,0.3364477589085857
1959.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward,GHG Forward,non-CO2,Stratospheric water vapour,9.954829353103767e-05,0.3363884128002477
1959.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Stratospheric water vapour,4.020219863448693e-05,0.3363290667053512
1959.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Stratospheric water vapour,0.00015889440186900305,0.3364477589085857
1959.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Stratospheric water vapour,4.020219863448693e-05,0.3363290667053512
1959.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Stratospheric water vapour,0.00015889440186900305,0.3364477589085857
1959.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward,SLCP Forward,non-CO2,Stratospheric water vapour,9.954829353103767e-05,0.3363884128002477
1959.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Stratospheric water vapour,4.020219863448693e-05,0.3363290667053512
1959.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Stratospheric water vapour,0.00015889440186900305,0.3364477589085857
1959.0,ssp119_Stratospheric water vapour_Aviation_zero,zero,non-CO2,Stratospheric water vapour,0.0,0.3362888645067167
1959.0,ssp119_Sulfur_Aviation_BAU,Historical Trends,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_Current Commitments,Current Commitments,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_GHG Forward,GHG Forward,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_SLCP Forward,SLCP Forward,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Sulfur,-0.0001592652326430355,0.3363884128002477
1959.0,ssp119_Sulfur_Aviation_zero,zero,non-CO2,Sulfur,0.0,0.33654767803289076
1959.0,ssp119_contrails_Aviation_BAU,Historical Trends,non-CO2,contrails,0.000772511665282527,0.3363884128002477
1959.0,ssp119_contrails_Aviation_Current Commitments,Current Commitments,non-CO2,contrails,0.000772511665282527,0.3363884128002477
1959.0,ssp119_contrails_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,contrails,0.00013058156025747003,0.33574648269522267
1959.0,ssp119_contrails_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,contrails,0.002158915975857656,0.33777481711082286
1959.0,ssp119_contrails_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,contrails,0.000772511665282527,0.3363884128002477
1959.0,ssp119_contrails_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,contrails,0.00013058156025747003,0.33574648269522267
1959.0,ssp119_contrails_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,contrails,0.002158915975857656,0.33777481711082286
1959.0,ssp119_contrails_Aviation_GHG Forward,GHG Forward,non-CO2,contrails,0.000772511665282527,0.3363884128002477
1959.0,ssp119_contrails_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,contrails,0.00013058156025747003,0.33574648269522267
1959.0,ssp119_contrails_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,contrails,0.002158915975857656,0.33777481711082286
1959.0,ssp119_contrails_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,contrails,0.00013058156025747003,0.33574648269522267
1959.0,ssp119_contrails_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,contrails,0.002158915975857656,0.33777481711082286
1959.0,ssp119_contrails_Aviation_SLCP Forward,SLCP Forward,non-CO2,contrails,0.000772511665282527,0.3363884128002477
1959.0,ssp119_contrails_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,contrails,0.00013058156025747003,0.33574648269522267
1959.0,ssp119_contrails_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,contrails,0.002158915975857656,0.33777481711082286
1959.0,ssp119_contrails_Aviation_zero,zero,non-CO2,contrails,0.0,0.3356159011349652
1959.0,ssp119_zero_tra,zero,,All,0.0,0.33394647875423783
1960.0,ssp119,,,,,0.3256592443753807
1960.0,ssp119_BAU,Historical Trends,non-CO2,All,0.00267250899639504,0.3256592443753807
1960.0,ssp119_BC_Aviation_BAU,Historical Trends,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_Current Commitments,Current Commitments,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_GHG Forward,GHG Forward,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_SLCP Forward,SLCP Forward,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,BC,4.7033321369127634e-05,0.3256592443753807
1960.0,ssp119_BC_Aviation_zero,zero,non-CO2,BC,0.0,0.32561221105401156
1960.0,ssp119_CH4_Aviation_BAU,Historical Trends,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_Current Commitments,Current Commitments,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_GHG Forward,GHG Forward,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_SLCP Forward,SLCP Forward,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,CH4,9.776438280428845e-05,0.3256592443753807
1960.0,ssp119_CH4_Aviation_zero,zero,non-CO2,CH4,0.0,0.3255614799925764
1960.0,ssp119_CO2 FFI_Aviation_BAU,Historical Trends,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_Current Commitments,Current Commitments,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_Current Commitments lower,Current Commitments lower,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_Current Commitments upper,Current Commitments upper,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_Full Breakthrough,Full Breakthrough,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_Full Breakthrough lower,Full Breakthrough lower,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_Full Breakthrough upper,Full Breakthrough upper,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_GHG Forward,GHG Forward,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_GHG Forward lower,GHG Forward lower,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_GHG Forward upper,GHG Forward upper,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_Historical Trends lower,Historical Trends lower,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_Historical Trends upper,Historical Trends upper,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_SLCP Forward,SLCP Forward,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_SLCP Forward lower,SLCP Forward lower,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_SLCP Forward upper,SLCP Forward upper,CO2,CO2 FFI,0.0007801706173800604,0.3256592443753807
1960.0,ssp119_CO2 FFI_Aviation_zero,zero,CO2,CO2 FFI,0.0,0.3248790737580006
1960.0,ssp119_Current Commitments,Current Commitments,non-CO2,All,0.00267250899639504,0.3256592443753807
1960.0,ssp119_Current Commitments lower,Current Commitments lower,non-CO2,All,0.000973538339222868,0.3239602737182085
1960.0,ssp119_Current Commitments upper,Current Commitments upper,non-CO2,All,0.004857087301397112,0.32784382268038276
1960.0,ssp119_Full Breakthrough,Full Breakthrough,non-CO2,All,0.00267250899639504,0.3256592443753807
1960.0,ssp119_Full Breakthrough lower,Full Breakthrough lower,non-CO2,All,0.000973538339222868,0.3239602737182085
1960.0,ssp119_Full Breakthrough upper,Full Breakthrough upper,non-CO2,All,0.004857087301397112,0.32784382268038276
1960.0,ssp119_GHG Forward,GHG Forward,non-CO2,All,0.00267250899639504,0.3256592443753807
1960.0,ssp119_GHG Forward lower,GHG Forward lower,non-CO2,All,0.000973538339222868,0.3239602737182085
1960.0,ssp119_GHG Forward upper,GHG Forward upper,non-CO2,All,0.004857087301397112,0.32784382268038276
1960.0,ssp119_Historical Trends lower,Historical Trends lower,non-CO2,All,0.000973538339222868,0.3239602737182085
1960.0,ssp119_Historical Trends upper,Historical Trends upper,non-CO2,All,0.004857087301397112,0.32784382268038276
1960.0,ssp119_N2O_Aviation_BAU,Historical Trends,non-CO2,N2O,6.623280586204316e-07,0.3256592443753807
