timebounds,scenario,Vizcon Scenario,Pollutant Group,Actual Pollutant,Attributable Warming,Global Temperature Anomaly
2014.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Stratospheric water vapour,0.0014919913883555402,1.3661245690521986
2014.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward,SLCP Forward,non-CO2,Stratospheric water vapour,0.0009347416609555292,1.3655673193247986
2014.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Stratospheric water vapour,0.0003774919208843208,1.3650100695847274
2014.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Stratospheric water vapour,0.0014919913883555402,1.3661245690521986
2014.0,ssp119_Stratospheric water vapour_Aviation_zero,zero,non-CO2,Stratospheric water vapour,0.0,1.364632577663843
2014.0,ssp119_Sulfur_Aviation_BAU,Historical Trends,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_Current Commitments,Current Commitments,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_GHG Forward,GHG Forward,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_SLCP Forward,SLCP Forward,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Sulfur,-0.0012500129563846052,1.3655673193247986
2014.0,ssp119_Sulfur_Aviation_zero,zero,non-CO2,Sulfur,0.0,1.3668173322811832
2014.0,ssp119_contrails_Aviation_BAU,Historical Trends,non-CO2,contrails,0.018193144656685423,1.3655673193247986
2014.0,ssp119_contrails_Aviation_Current Commitments,Current Commitments,non-CO2,contrails,0.018193144656685423,1.3655673193247986
2014.0,ssp119_contrails_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,contrails,0.0030752951834815967,1.3504494698515948
2014.0,ssp119_contrails_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,contrails,0.05084328583893072,1.3982174605070439
2014.0,ssp119_contrails_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,contrails,0.018193144656685423,1.3655673193247986
2014.0,ssp119_contrails_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,contrails,0.0030752951834815967,1.3504494698515948
2014.0,ssp119_contrails_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,contrails,0.05084328583893072,1.3982174605070439
2014.0,ssp119_contrails_Aviation_GHG Forward,GHG Forward,non-CO2,contrails,0.018193144656685423,1.3655673193247986
2014.0,ssp119_contrails_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,contrails,0.0030752951834815967,1.3504494698515948
2014.0,ssp119_contrails_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,contrails,0.05084328583893072,1.3982174605070439
2014.0,ssp119_contrails_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,contrails,0.0030752951834815967,1.3504494698515948
2014.0,ssp119_contrails_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,contrails,0.05084328583893072,1.3982174605070439
2014.0,ssp119_contrails_Aviation_SLCP Forward,SLCP Forward,non-CO2,contrails,0.018193144656685423,1.3655673193247986
2014.0,ssp119_contrails_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,contrails,0.0030752951834815967,1.3504494698515948
2014.0,ssp119_contrails_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,contrails,0.05084328583893072,1.3982174605070439
2014.0,ssp119_contrails_Aviation_zero,zero,non-CO2,contrails,0.0,1.3473741746681132
2014.0,ssp119_zero_tra,zero,,All,0.0,1.3203046058779493
2015.0,ssp119,,,,,1.3938959461919396
2015.0,ssp119_BAU,Historical Trends,non-CO2,All,0.046811574079493656,1.3938959461919396
2015.0,ssp119_BC_Aviation_BAU,Historical Trends,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_Current Commitments,Current Commitments,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_GHG Forward,GHG Forward,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_SLCP Forward,SLCP Forward,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,BC,0.00042977776673991386,1.3938959461919396
2015.0,ssp119_BC_Aviation_zero,zero,non-CO2,BC,0.0,1.3934661684251997
2015.0,ssp119_CH4_Aviation_BAU,Historical Trends,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_Current Commitments,Current Commitments,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_GHG Forward,GHG Forward,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_SLCP Forward,SLCP Forward,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,CH4,0.0012804672277646478,1.3938959461919396
2015.0,ssp119_CH4_Aviation_zero,zero,non-CO2,CH4,0.0,1.392615478964175
2015.0,ssp119_CO2 FFI_Aviation_BAU,Historical Trends,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_Current Commitments,Current Commitments,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_Current Commitments lower,Current Commitments lower,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_Current Commitments upper,Current Commitments upper,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_Full Breakthrough,Full Breakthrough,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_Full Breakthrough lower,Full Breakthrough lower,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_Full Breakthrough upper,Full Breakthrough upper,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_GHG Forward,GHG Forward,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_GHG Forward lower,GHG Forward lower,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_GHG Forward upper,GHG Forward upper,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_Historical Trends lower,Historical Trends lower,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_Historical Trends upper,Historical Trends upper,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_SLCP Forward,SLCP Forward,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_SLCP Forward lower,SLCP Forward lower,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_SLCP Forward upper,SLCP Forward upper,CO2,CO2 FFI,0.01787147506707143,1.3938959461919396
2015.0,ssp119_CO2 FFI_Aviation_zero,zero,CO2,CO2 FFI,0.0,1.3760244711248681
2015.0,ssp119_Current Commitments,Current Commitments,non-CO2,All,0.046811574079493656,1.3938959461919396
2015.0,ssp119_Current Commitments lower,Current Commitments lower,non-CO2,All,0.022183624402435154,1.369267996514881
2015.0,ssp119_Current Commitments upper,Current Commitments upper,non-CO2,All,0.08677323652487523,1.4338576086373211
2015.0,ssp119_Full Breakthrough,Full Breakthrough,non-CO2,All,0.046811574079493656,1.3938959461919396
2015.0,ssp119_Full Breakthrough lower,Full Breakthrough lower,non-CO2,All,0.022183624402435154,1.369267996514881
2015.0,ssp119_Full Breakthrough upper,Full Breakthrough upper,non-CO2,All,0.08677323652487523,1.4338576086373211
2015.0,ssp119_GHG Forward,GHG Forward,non-CO2,All,0.046811574079493656,1.3938959461919396
2015.0,ssp119_GHG Forward lower,GHG Forward lower,non-CO2,All,0.022183624402435154,1.369267996514881
2015.0,ssp119_GHG Forward upper,GHG Forward upper,non-CO2,All,0.08677323652487523,1.4338576086373211
2015.0,ssp119_Historical Trends lower,Historical Trends lower,non-CO2,All,0.022183624402435154,1.369267996514881
2015.0,ssp119_Historical Trends upper,Historical Trends upper,non-CO2,All,0.08677323652487523,1.4338576086373211
2015.0,ssp119_N2O_Aviation_BAU,Historical Trends,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_Current Commitments,Current Commitments,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_GHG Forward,GHG Forward,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_SLCP Forward,SLCP Forward,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,N2O,1.4155311893304656e-05,1.3938959461919396
2015.0,ssp119_N2O_Aviation_zero,zero,non-CO2,N2O,0.0,1.3938817908800463
2015.0,ssp119_NOx aviation_Aviation_BAU,Historical Trends,non-CO2,NOx aviation,0.00859251233215419,1.3938959461919396
2015.0,ssp119_NOx aviation_Aviation_Current Commitments,Current Commitments,non-CO2,NOx aviation,0.00859251233215419,1.3938959461919396
2015.0,ssp119_NOx aviation_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,NOx aviation,0.00028758677081608397,1.3855910206306015
2015.0,ssp119_NOx aviation_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,NOx aviation,0.013965446828860806,1.3992688806886462
2015.0,ssp119_NOx aviation_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,NOx aviation,0.00859251233215419,1.3938959461919396
2015.0,ssp119_NOx aviation_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,NOx aviation,0.00028758677081608397,1.3855910206306015
2015.0,ssp119_NOx aviation_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,NOx aviation,0.013965446828860806,1.3992688806886462
2015.0,ssp119_NOx aviation_Aviation_GHG Forward,GHG Forward,non-CO2,NOx aviation,0.00859251233215419,1.3938959461919396
2015.0,ssp119_NOx aviation_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,NOx aviation,0.00028758677081608397,1.3855910206306015
2015.0,ssp119_NOx aviation_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,NOx aviation,0.013965446828860806,1.3992688806886462
2015.0,ssp119_NOx aviation_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,NOx aviation,0.00028758677081608397,1.3855910206306015
2015.0,ssp119_NOx aviation_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,NOx aviation,0.013965446828860806,1.3992688806886462
2015.0,ssp119_NOx aviation_Aviation_SLCP Forward,SLCP Forward,non-CO2,NOx aviation,0.00859251233215419,1.3938959461919396
2015.0,ssp119_NOx aviation_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,NOx aviation,0.00028758677081608397,1.3855910206306015
2015.0,ssp119_NOx aviation_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,NOx aviation,0.013965446828860806,1.3992688806886462
2015.0,ssp119_NOx aviation_Aviation_zero,zero,non-CO2,NOx aviation,0.0,1.3853034338597854
2015.0,ssp119_SLCP Forward,SLCP Forward,non-CO2,All,0.046811574079493656,1.3938959461919396
2015.0,ssp119_SLCP Forward lower,SLCP Forward lower,non-CO2,All,0.022183624402435154,1.369267996514881
2015.0,ssp119_SLCP Forward upper,SLCP Forward upper,non-CO2,All,0.08677323652487523,1.4338576086373211
2015.0,ssp119_Stratospheric water vapour_Aviation_BAU,Historical Trends,non-CO2,Stratospheric water vapour,0.0009602623461626436,1.3938959461919396
2015.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments,Current Commitments,non-CO2,Stratospheric water vapour,0.0009602623461626436,1.3938959461919396
2015.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Stratospheric water vapour,0.00038779836376590104,1.3933234822095428
2015.0,ssp119_Stratospheric water vapour_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Stratospheric water vapour,0.0015327263084261578,1.394468410154203
2015.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Stratospheric water vapour,0.0009602623461626436,1.3938959461919396
2015.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Stratospheric water vapour,0.00038779836376590104,1.3933234822095428
2015.0,ssp119_Stratospheric water vapour_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Stratospheric water vapour,0.0015327263084261578,1.394468410154203
2015.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward,GHG Forward,non-CO2,Stratospheric water vapour,0.0009602623461626436,1.3938959461919396
2015.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Stratospheric water vapour,0.00038779836376590104,1.3933234822095428
2015.0,ssp119_Stratospheric water vapour_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Stratospheric water vapour,0.0015327263084261578,1.394468410154203
2015.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Stratospheric water vapour,0.00038779836376590104,1.3933234822095428
2015.0,ssp119_Stratospheric water vapour_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Stratospheric water vapour,0.0015327263084261578,1.394468410154203
2015.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward,SLCP Forward,non-CO2,Stratospheric water vapour,0.0009602623461626436,1.3938959461919396
2015.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Stratospheric water vapour,0.00038779836376590104,1.3933234822095428
2015.0,ssp119_Stratospheric water vapour_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Stratospheric water vapour,0.0015327263084261578,1.394468410154203
2015.0,ssp119_Stratospheric water vapour_Aviation_zero,zero,non-CO2,Stratospheric water vapour,0.0,1.392935683845777
2015.0,ssp119_Sulfur_Aviation_BAU,Historical Trends,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_Current Commitments,Current Commitments,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_GHG Forward,GHG Forward,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_SLCP Forward,SLCP Forward,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,Sulfur,-0.0012785222876272595,1.3938959461919396
2015.0,ssp119_Sulfur_Aviation_zero,zero,non-CO2,Sulfur,0.0,1.3951744684795668
2015.0,ssp119_contrails_Aviation_BAU,Historical Trends,non-CO2,contrails,0.018954464111053726,1.3938959461919396
2015.0,ssp119_contrails_Aviation_Current Commitments,Current Commitments,non-CO2,contrails,0.018954464111053726,1.3938959461919396
2015.0,ssp119_contrails_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,contrails,0.003203986975356621,1.3781454690562425
2015.0,ssp119_contrails_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,contrails,0.05297084744033986,1.4279123295212257
2015.0,ssp119_contrails_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,contrails,0.018954464111053726,1.3938959461919396
2015.0,ssp119_contrails_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,contrails,0.003203986975356621,1.3781454690562425
2015.0,ssp119_contrails_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,contrails,0.05297084744033986,1.4279123295212257
2015.0,ssp119_contrails_Aviation_GHG Forward,GHG Forward,non-CO2,contrails,0.018954464111053726,1.3938959461919396
2015.0,ssp119_contrails_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,contrails,0.003203986975356621,1.3781454690562425
2015.0,ssp119_contrails_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,contrails,0.05297084744033986,1.4279123295212257
2015.0,ssp119_contrails_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,contrails,0.003203986975356621,1.3781454690562425
2015.0,ssp119_contrails_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,contrails,0.05297084744033986,1.4279123295212257
2015.0,ssp119_contrails_Aviation_SLCP Forward,SLCP Forward,non-CO2,contrails,0.018954464111053726,1.3938959461919396
2015.0,ssp119_contrails_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,contrails,0.003203986975356621,1.3781454690562425
2015.0,ssp119_contrails_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,contrails,0.05297084744033986,1.4279123295212257
2015.0,ssp119_contrails_Aviation_zero,zero,non-CO2,contrails,0.0,1.3749414820808858
2015.0,ssp119_zero_tra,zero,,All,0.0,1.347084372112446
2016.0,ssp119,,,,,1.4237330457350872
2016.0,ssp119_BAU,Historical Trends,non-CO2,All,0.04851337002580758,1.4237330457350872
2016.0,ssp119_BC_Aviation_BAU,Historical Trends,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_Current Commitments,Current Commitments,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_GHG Forward,GHG Forward,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_Historical Trends upper,Historical Trends upper,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_SLCP Forward,SLCP Forward,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_SLCP Forward lower,SLCP Forward lower,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_SLCP Forward upper,SLCP Forward upper,non-CO2,BC,0.0004430095011536128,1.4237330457350872
2016.0,ssp119_BC_Aviation_zero,zero,non-CO2,BC,0.0,1.4232900362339336
2016.0,ssp119_CH4_Aviation_BAU,Historical Trends,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_Current Commitments,Current Commitments,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_Current Commitments lower,Current Commitments lower,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_Current Commitments upper,Current Commitments upper,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_Full Breakthrough,Full Breakthrough,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_Full Breakthrough lower,Full Breakthrough lower,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_Full Breakthrough upper,Full Breakthrough upper,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_GHG Forward,GHG Forward,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_GHG Forward lower,GHG Forward lower,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_GHG Forward upper,GHG Forward upper,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
2016.0,ssp119_CH4_Aviation_Historical Trends lower,Historical Trends lower,non-CO2,CH4,0.0013057491767580753,1.4237330457350872
