timebounds,scenario,temp,scenario_ssp119,temp_ssp119,Avoided,Pollutant,Actual Pollutant,Sector,temp_zero,BAU_temp_attribution,Striving_temp_attribution
1750.0,ssp119,0.0,ssp119,0.0,0.0,,,Other,,,
1750.0,ssp119_BC_Aviation_striving,0.0,ssp119,0.0,0.0,non-CO2,BC,Aviation,0.0,0.0,0.0
1750.0,ssp119_BC_Marine_striving,0.0,ssp119,0.0,0.0,non-CO2,BC,Marine,0.0,0.0,0.0
1750.0,ssp119_BC_off-road_striving,0.0,ssp119,0.0,0.0,non-CO2,BC,off-road,0.0,0.0,0.0
1750.0,ssp119_BC_on-road_striving,0.0,ssp119,0.0,0.0,non-CO2,BC,on-road,0.0,0.0,0.0
1750.0,ssp119_CH4_Aviation_striving,0.0,ssp119,0.0,0.0,non-CO2,CH4,Aviation,0.0,0.0,0.0
1750.0,ssp119_CH4_Marine_striving,0.0,ssp119,0.0,0.0,non-CO2,CH4,Marine,0.0,0.0,0.0
1750.0,ssp119_CH4_off-road_striving,0.0,ssp119,0.0,0.0,non-CO2,CH4,off-road,0.0,0.0,0.0
1750.0,ssp119_CH4_on-road_striving,0.0,ssp119,0.0,0.0,non-CO2,CH4,on-road,0.0,0.0,0.0
1750.0,ssp119_CO2 FFI_Aviation_striving,0.0,ssp119,0.0,0.0,CO2,CO2 FFI,Aviation,0.0,0.0,0.0
1750.0,ssp119_CO2 FFI_Marine_striving,0.0,ssp119,0.0,0.0,CO2,CO2 FFI,Marine,0.0,0.0,0.0
1750.0,ssp119_CO2 FFI_off-road_striving,0.0,ssp119,0.0,0.0,CO2,CO2 FFI,off-road,0.0,0.0,0.0
1750.0,ssp119_CO2 FFI_on-road_striving,0.0,ssp119,0.0,0.0,CO2,CO2 FFI,on-road,0.0,0.0,0.0
1750.0,ssp119_N2O_Aviation_striving,0.0,ssp119,0.0,0.0,non-CO2,N2O,Aviation,0.0,0.0,0.0
1750.0,ssp119_N2O_Marine_striving,0.0,ssp119,0.0,0.0,non-CO2,N2O,Marine,0.0,0.0,0.0
1750.0,ssp119_N2O_off-road_striving,0.0,ssp119,0.0,0.0,non-CO2,N2O,off-road,0.0,0.0,0.0
1750.0,ssp119_N2O_on-road_striving,0.0,ssp119,0.0,0.0,non-CO2,N2O,on-road,0.0,0.0,0.0
1750.0,ssp119_NOx_Aviation_striving,0.0,ssp119,0.0,0.0,non-CO2,NOx,Aviation,0.0,0.0,0.0
1750.0,ssp119_Sulfur_Aviation_striving,0.0,ssp119,0.0,0.0,non-CO2,Sulfur,Aviation,0.0,0.0,0.0
1750.0,ssp119_contrails_Aviation_striving,0.0,ssp119,0.0,0.0,non-CO2,contrails,Aviation,0.0,0.0,0.0
1750.0,ssp119_striving,0.0,ssp119,0.0,0.0,,,Other,,,
1750.0,ssp119_zero_tra,0.0,ssp119,0.0,0.0,,,Other,,,
1751.0,ssp119,0.025088287879697253,ssp119,0.025088287879697253,0.0,,,Other,,,
1751.0,ssp119_BC_Aviation_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,BC,Aviation,0.025088287879697253,0.0,0.0
1751.0,ssp119_BC_Marine_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,BC,Marine,0.025088287879697253,0.0,0.0
1751.0,ssp119_BC_off-road_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,BC,off-road,0.025088287879697253,0.0,0.0
1751.0,ssp119_BC_on-road_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,BC,on-road,0.025088287879697253,0.0,0.0
1751.0,ssp119_CH4_Aviation_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,CH4,Aviation,0.025088287879697253,0.0,0.0
1751.0,ssp119_CH4_Marine_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,CH4,Marine,0.025088287879697253,0.0,0.0
1751.0,ssp119_CH4_off-road_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,CH4,off-road,0.025088287879697253,0.0,0.0
1751.0,ssp119_CH4_on-road_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,CH4,on-road,0.025088287879697253,0.0,0.0
1751.0,ssp119_CO2 FFI_Aviation_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,CO2,CO2 FFI,Aviation,0.025088287879697253,0.0,0.0
1751.0,ssp119_CO2 FFI_Marine_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,CO2,CO2 FFI,Marine,0.025088287879697253,0.0,0.0
1751.0,ssp119_CO2 FFI_off-road_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,CO2,CO2 FFI,off-road,0.025088287879697253,0.0,0.0
1751.0,ssp119_CO2 FFI_on-road_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,CO2,CO2 FFI,on-road,0.025088287879697253,0.0,0.0
1751.0,ssp119_N2O_Aviation_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,N2O,Aviation,0.025088287879697253,0.0,0.0
1751.0,ssp119_N2O_Marine_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,N2O,Marine,0.025088287879697253,0.0,0.0
1751.0,ssp119_N2O_off-road_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,N2O,off-road,0.025088287879697253,0.0,0.0
1751.0,ssp119_N2O_on-road_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,N2O,on-road,0.025088287879697253,0.0,0.0
1751.0,ssp119_NOx_Aviation_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,NOx,Aviation,0.025088287879697253,0.0,0.0
1751.0,ssp119_Sulfur_Aviation_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,Sulfur,Aviation,0.025088287879697253,0.0,0.0
1751.0,ssp119_contrails_Aviation_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,non-CO2,contrails,Aviation,0.025088287879697253,0.0,0.0
1751.0,ssp119_striving,0.025088287879697253,ssp119,0.025088287879697253,0.0,,,Other,,,
1751.0,ssp119_zero_tra,0.025088287879697253,ssp119,0.025088287879697253,0.0,,,Other,,,
1752.0,ssp119,0.06460129854018419,ssp119,0.06460129854018419,0.0,,,Other,,,
1752.0,ssp119_BC_Aviation_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,BC,Aviation,0.06460129854018419,0.0,0.0
1752.0,ssp119_BC_Marine_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,BC,Marine,0.06460129854018419,0.0,0.0
1752.0,ssp119_BC_off-road_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,BC,off-road,0.06460129854018419,0.0,0.0
1752.0,ssp119_BC_on-road_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,BC,on-road,0.06460129854018419,0.0,0.0
1752.0,ssp119_CH4_Aviation_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,CH4,Aviation,0.06460129854018419,0.0,0.0
1752.0,ssp119_CH4_Marine_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,CH4,Marine,0.06460129854018419,0.0,0.0
1752.0,ssp119_CH4_off-road_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,CH4,off-road,0.06460129854018419,0.0,0.0
1752.0,ssp119_CH4_on-road_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,CH4,on-road,0.06460129854018419,0.0,0.0
1752.0,ssp119_CO2 FFI_Aviation_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,CO2,CO2 FFI,Aviation,0.06460129854018419,0.0,0.0
1752.0,ssp119_CO2 FFI_Marine_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,CO2,CO2 FFI,Marine,0.06460129854018419,0.0,0.0
1752.0,ssp119_CO2 FFI_off-road_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,CO2,CO2 FFI,off-road,0.06460129854018419,0.0,0.0
1752.0,ssp119_CO2 FFI_on-road_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,CO2,CO2 FFI,on-road,0.06460129854018419,0.0,0.0
1752.0,ssp119_N2O_Aviation_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,N2O,Aviation,0.06460129854018419,0.0,0.0
1752.0,ssp119_N2O_Marine_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,N2O,Marine,0.06460129854018419,0.0,0.0
1752.0,ssp119_N2O_off-road_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,N2O,off-road,0.06460129854018419,0.0,0.0
1752.0,ssp119_N2O_on-road_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,N2O,on-road,0.06460129854018419,0.0,0.0
1752.0,ssp119_NOx_Aviation_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,NOx,Aviation,0.06460129854018419,0.0,0.0
1752.0,ssp119_Sulfur_Aviation_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,Sulfur,Aviation,0.06460129854018419,0.0,0.0
1752.0,ssp119_contrails_Aviation_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,non-CO2,contrails,Aviation,0.06460129854018419,0.0,0.0
1752.0,ssp119_striving,0.06460129854018419,ssp119,0.06460129854018419,0.0,,,Other,,,
1752.0,ssp119_zero_tra,0.06460129854018419,ssp119,0.06460129854018419,0.0,,,Other,,,
1753.0,ssp119,0.08775798077578727,ssp119,0.08775798077578727,0.0,,,Other,,,
1753.0,ssp119_BC_Aviation_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,BC,Aviation,0.08775798077578727,0.0,0.0
1753.0,ssp119_BC_Marine_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,BC,Marine,0.08775798077578727,0.0,0.0
1753.0,ssp119_BC_off-road_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,BC,off-road,0.08775798077578727,0.0,0.0
1753.0,ssp119_BC_on-road_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,BC,on-road,0.08775798077578727,0.0,0.0
1753.0,ssp119_CH4_Aviation_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,CH4,Aviation,0.08775798077578727,0.0,0.0
1753.0,ssp119_CH4_Marine_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,CH4,Marine,0.08775798077578727,0.0,0.0
1753.0,ssp119_CH4_off-road_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,CH4,off-road,0.08775798077578727,0.0,0.0
1753.0,ssp119_CH4_on-road_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,CH4,on-road,0.08775798077578727,0.0,0.0
1753.0,ssp119_CO2 FFI_Aviation_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,CO2,CO2 FFI,Aviation,0.08775798077578727,0.0,0.0
1753.0,ssp119_CO2 FFI_Marine_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,CO2,CO2 FFI,Marine,0.08775798077578727,0.0,0.0
1753.0,ssp119_CO2 FFI_off-road_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,CO2,CO2 FFI,off-road,0.08775798077578727,0.0,0.0
1753.0,ssp119_CO2 FFI_on-road_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,CO2,CO2 FFI,on-road,0.08775798077578727,0.0,0.0
1753.0,ssp119_N2O_Aviation_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,N2O,Aviation,0.08775798077578727,0.0,0.0
1753.0,ssp119_N2O_Marine_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,N2O,Marine,0.08775798077578727,0.0,0.0
1753.0,ssp119_N2O_off-road_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,N2O,off-road,0.08775798077578727,0.0,0.0
1753.0,ssp119_N2O_on-road_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,N2O,on-road,0.08775798077578727,0.0,0.0
1753.0,ssp119_NOx_Aviation_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,NOx,Aviation,0.08775798077578727,0.0,0.0
1753.0,ssp119_Sulfur_Aviation_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,Sulfur,Aviation,0.08775798077578727,0.0,0.0
1753.0,ssp119_contrails_Aviation_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,non-CO2,contrails,Aviation,0.08775798077578727,0.0,0.0
1753.0,ssp119_striving,0.08775798077578727,ssp119,0.08775798077578727,0.0,,,Other,,,
1753.0,ssp119_zero_tra,0.08775798077578727,ssp119,0.08775798077578727,0.0,,,Other,,,
1754.0,ssp119,0.0728193148765733,ssp119,0.0728193148765733,0.0,,,Other,,,
1754.0,ssp119_BC_Aviation_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,BC,Aviation,0.0728193148765733,0.0,0.0
1754.0,ssp119_BC_Marine_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,BC,Marine,0.0728193148765733,0.0,0.0
1754.0,ssp119_BC_off-road_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,BC,off-road,0.0728193148765733,0.0,0.0
1754.0,ssp119_BC_on-road_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,BC,on-road,0.0728193148765733,0.0,0.0
1754.0,ssp119_CH4_Aviation_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,CH4,Aviation,0.0728193148765733,0.0,0.0
1754.0,ssp119_CH4_Marine_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,CH4,Marine,0.0728193148765733,0.0,0.0
1754.0,ssp119_CH4_off-road_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,CH4,off-road,0.0728193148765733,0.0,0.0
1754.0,ssp119_CH4_on-road_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,CH4,on-road,0.0728193148765733,0.0,0.0
1754.0,ssp119_CO2 FFI_Aviation_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,CO2,CO2 FFI,Aviation,0.0728193148765733,0.0,0.0
1754.0,ssp119_CO2 FFI_Marine_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,CO2,CO2 FFI,Marine,0.0728193148765733,0.0,0.0
1754.0,ssp119_CO2 FFI_off-road_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,CO2,CO2 FFI,off-road,0.0728193148765733,0.0,0.0
1754.0,ssp119_CO2 FFI_on-road_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,CO2,CO2 FFI,on-road,0.0728193148765733,0.0,0.0
1754.0,ssp119_N2O_Aviation_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,N2O,Aviation,0.0728193148765733,0.0,0.0
1754.0,ssp119_N2O_Marine_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,N2O,Marine,0.0728193148765733,0.0,0.0
1754.0,ssp119_N2O_off-road_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,N2O,off-road,0.0728193148765733,0.0,0.0
1754.0,ssp119_N2O_on-road_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,N2O,on-road,0.0728193148765733,0.0,0.0
1754.0,ssp119_NOx_Aviation_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,NOx,Aviation,0.0728193148765733,0.0,0.0
1754.0,ssp119_Sulfur_Aviation_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,Sulfur,Aviation,0.0728193148765733,0.0,0.0
1754.0,ssp119_contrails_Aviation_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,non-CO2,contrails,Aviation,0.0728193148765733,0.0,0.0
1754.0,ssp119_striving,0.0728193148765733,ssp119,0.0728193148765733,0.0,,,Other,,,
1754.0,ssp119_zero_tra,0.0728193148765733,ssp119,0.0728193148765733,0.0,,,Other,,,
1755.0,ssp119,0.024845467354157765,ssp119,0.024845467354157765,0.0,,,Other,,,
1755.0,ssp119_BC_Aviation_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,BC,Aviation,0.024845467354157765,0.0,0.0
1755.0,ssp119_BC_Marine_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,BC,Marine,0.024845467354157765,0.0,0.0
1755.0,ssp119_BC_off-road_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,BC,off-road,0.024845467354157765,0.0,0.0
1755.0,ssp119_BC_on-road_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,BC,on-road,0.024845467354157765,0.0,0.0
1755.0,ssp119_CH4_Aviation_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,CH4,Aviation,0.024845467354157765,0.0,0.0
1755.0,ssp119_CH4_Marine_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,CH4,Marine,0.024845467354157765,0.0,0.0
1755.0,ssp119_CH4_off-road_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,CH4,off-road,0.024845467354157765,0.0,0.0
1755.0,ssp119_CH4_on-road_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,CH4,on-road,0.024845467354157765,0.0,0.0
1755.0,ssp119_CO2 FFI_Aviation_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,CO2,CO2 FFI,Aviation,0.024845467354157765,0.0,0.0
1755.0,ssp119_CO2 FFI_Marine_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,CO2,CO2 FFI,Marine,0.024845467354157765,0.0,0.0
1755.0,ssp119_CO2 FFI_off-road_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,CO2,CO2 FFI,off-road,0.024845467354157765,0.0,0.0
1755.0,ssp119_CO2 FFI_on-road_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,CO2,CO2 FFI,on-road,0.024845467354157765,0.0,0.0
1755.0,ssp119_N2O_Aviation_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,N2O,Aviation,0.024845467354157765,0.0,0.0
1755.0,ssp119_N2O_Marine_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,N2O,Marine,0.024845467354157765,0.0,0.0
1755.0,ssp119_N2O_off-road_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,N2O,off-road,0.024845467354157765,0.0,0.0
1755.0,ssp119_N2O_on-road_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,N2O,on-road,0.024845467354157765,0.0,0.0
1755.0,ssp119_NOx_Aviation_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,NOx,Aviation,0.024845467354157765,0.0,0.0
1755.0,ssp119_Sulfur_Aviation_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,Sulfur,Aviation,0.024845467354157765,0.0,0.0
1755.0,ssp119_contrails_Aviation_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,non-CO2,contrails,Aviation,0.024845467354157765,0.0,0.0
1755.0,ssp119_striving,0.024845467354157765,ssp119,0.024845467354157765,0.0,,,Other,,,
1755.0,ssp119_zero_tra,0.024845467354157765,ssp119,0.024845467354157765,0.0,,,Other,,,
1756.0,ssp119,0.007644750716251213,ssp119,0.007644750716251213,0.0,,,Other,,,
1756.0,ssp119_BC_Aviation_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,BC,Aviation,0.007644750716251213,0.0,0.0
1756.0,ssp119_BC_Marine_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,BC,Marine,0.007644750716251213,0.0,0.0
1756.0,ssp119_BC_off-road_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,BC,off-road,0.007644750716251213,0.0,0.0
1756.0,ssp119_BC_on-road_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,BC,on-road,0.007644750716251213,0.0,0.0
1756.0,ssp119_CH4_Aviation_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,CH4,Aviation,0.007644750716251213,0.0,0.0
1756.0,ssp119_CH4_Marine_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,CH4,Marine,0.007644750716251213,0.0,0.0
1756.0,ssp119_CH4_off-road_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,CH4,off-road,0.007644750716251213,0.0,0.0
1756.0,ssp119_CH4_on-road_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,CH4,on-road,0.007644750716251213,0.0,0.0
1756.0,ssp119_CO2 FFI_Aviation_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,CO2,CO2 FFI,Aviation,0.007644750716251213,0.0,0.0
1756.0,ssp119_CO2 FFI_Marine_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,CO2,CO2 FFI,Marine,0.007644750716251213,0.0,0.0
1756.0,ssp119_CO2 FFI_off-road_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,CO2,CO2 FFI,off-road,0.007644750716251213,0.0,0.0
1756.0,ssp119_CO2 FFI_on-road_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,CO2,CO2 FFI,on-road,0.007644750716251213,0.0,0.0
1756.0,ssp119_N2O_Aviation_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,N2O,Aviation,0.007644750716251213,0.0,0.0
1756.0,ssp119_N2O_Marine_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,N2O,Marine,0.007644750716251213,0.0,0.0
1756.0,ssp119_N2O_off-road_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,N2O,off-road,0.007644750716251213,0.0,0.0
1756.0,ssp119_N2O_on-road_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,N2O,on-road,0.007644750716251213,0.0,0.0
1756.0,ssp119_NOx_Aviation_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,NOx,Aviation,0.007644750716251213,0.0,0.0
1756.0,ssp119_Sulfur_Aviation_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,Sulfur,Aviation,0.007644750716251213,0.0,0.0
1756.0,ssp119_contrails_Aviation_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,non-CO2,contrails,Aviation,0.007644750716251213,0.0,0.0
1756.0,ssp119_striving,0.007644750716251213,ssp119,0.007644750716251213,0.0,,,Other,,,
1756.0,ssp119_zero_tra,0.007644750716251213,ssp119,0.007644750716251213,0.0,,,Other,,,
1757.0,ssp119,0.014305560967622507,ssp119,0.014305560967622507,0.0,,,Other,,,
1757.0,ssp119_BC_Aviation_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,BC,Aviation,0.014305560967622507,0.0,0.0
1757.0,ssp119_BC_Marine_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,BC,Marine,0.014305560967622507,0.0,0.0
1757.0,ssp119_BC_off-road_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,BC,off-road,0.014305560967622507,0.0,0.0
1757.0,ssp119_BC_on-road_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,BC,on-road,0.014305560967622507,0.0,0.0
1757.0,ssp119_CH4_Aviation_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,CH4,Aviation,0.014305560967622507,0.0,0.0
1757.0,ssp119_CH4_Marine_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,CH4,Marine,0.014305560967622507,0.0,0.0
1757.0,ssp119_CH4_off-road_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,CH4,off-road,0.014305560967622507,0.0,0.0
1757.0,ssp119_CH4_on-road_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,CH4,on-road,0.014305560967622507,0.0,0.0
1757.0,ssp119_CO2 FFI_Aviation_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,CO2,CO2 FFI,Aviation,0.014305560967622507,0.0,0.0
1757.0,ssp119_CO2 FFI_Marine_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,CO2,CO2 FFI,Marine,0.014305560967622507,0.0,0.0
1757.0,ssp119_CO2 FFI_off-road_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,CO2,CO2 FFI,off-road,0.014305560967622507,0.0,0.0
1757.0,ssp119_CO2 FFI_on-road_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,CO2,CO2 FFI,on-road,0.014305560967622507,0.0,0.0
1757.0,ssp119_N2O_Aviation_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,N2O,Aviation,0.014305560967622507,0.0,0.0
1757.0,ssp119_N2O_Marine_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,N2O,Marine,0.014305560967622507,0.0,0.0
1757.0,ssp119_N2O_off-road_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,N2O,off-road,0.014305560967622507,0.0,0.0
1757.0,ssp119_N2O_on-road_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,N2O,on-road,0.014305560967622507,0.0,0.0
1757.0,ssp119_NOx_Aviation_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,NOx,Aviation,0.014305560967622507,0.0,0.0
1757.0,ssp119_Sulfur_Aviation_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,Sulfur,Aviation,0.014305560967622507,0.0,0.0
1757.0,ssp119_contrails_Aviation_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,non-CO2,contrails,Aviation,0.014305560967622507,0.0,0.0
1757.0,ssp119_striving,0.014305560967622507,ssp119,0.014305560967622507,0.0,,,Other,,,
1757.0,ssp119_zero_tra,0.014305560967622507,ssp119,0.014305560967622507,0.0,,,Other,,,
1758.0,ssp119,0.04082568480087417,ssp119,0.04082568480087417,0.0,,,Other,,,
1758.0,ssp119_BC_Aviation_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,non-CO2,BC,Aviation,0.04082568480087417,0.0,0.0
1758.0,ssp119_BC_Marine_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,non-CO2,BC,Marine,0.04082568480087417,0.0,0.0
1758.0,ssp119_BC_off-road_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,non-CO2,BC,off-road,0.04082568480087417,0.0,0.0
1758.0,ssp119_BC_on-road_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,non-CO2,BC,on-road,0.04082568480087417,0.0,0.0
1758.0,ssp119_CH4_Aviation_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,non-CO2,CH4,Aviation,0.04082568480087417,0.0,0.0
1758.0,ssp119_CH4_Marine_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,non-CO2,CH4,Marine,0.04082568480087417,0.0,0.0
1758.0,ssp119_CH4_off-road_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,non-CO2,CH4,off-road,0.04082568480087417,0.0,0.0
1758.0,ssp119_CH4_on-road_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,non-CO2,CH4,on-road,0.04082568480087417,0.0,0.0
1758.0,ssp119_CO2 FFI_Aviation_striving,0.04082568480087417,ssp119,0.04082568480087417,0.0,CO2,CO2 FFI,Aviation,0.04082568480087417,0.0,0.0
