Scenario,Sector,Year,Source,Species,ems,Units
Continuation,Aviation,2034,WTW,contrails,0.040184355497339536,W/m2
Continuation,Aviation,2035,WTW,contrails,0.04112522708554842,W/m2
Continuation,Aviation,2036,WTW,contrails,0.04209202780483267,W/m2
Continuation,Aviation,2037,WTW,contrails,0.043085806034289555,W/m2
Continuation,Aviation,2038,WTW,contrails,0.04411099706664897,W/m2
Continuation,Aviation,2039,WTW,contrails,0.045165275603799994,W/m2
Continuation,Aviation,2040,WTW,contrails,0.04624970135911543,W/m2
Continuation,Aviation,2041,WTW,contrails,0.04737703156505444,W/m2
Continuation,Aviation,2042,WTW,contrails,0.04853615298359187,W/m2
Continuation,Aviation,2043,WTW,contrails,0.04972826685926889,W/m2
Continuation,Aviation,2044,WTW,contrails,0.05095458205485424,W/m2
Continuation,Aviation,2045,WTW,contrails,0.05221677818137336,W/m2
Continuation,Aviation,2046,WTW,contrails,0.05351569274661045,W/m2
Continuation,Aviation,2047,WTW,contrails,0.05485248473079158,W/m2
Continuation,Aviation,2048,WTW,contrails,0.056228493050902835,W/m2
Continuation,Aviation,2049,WTW,contrails,0.057645242712544405,W/m2
Continuation,Aviation,2050,WTW,contrails,0.059104305175506223,W/m2
GHG Forward,Aviation,2023,WTW,contrails,0.027707540152446863,W/m2
GHG Forward,Aviation,2024,WTW,contrails,0.02985910881172338,W/m2
GHG Forward,Aviation,2025,WTW,contrails,0.03164580496504418,W/m2
GHG Forward,Aviation,2026,WTW,contrails,0.03214818362179311,W/m2
GHG Forward,Aviation,2027,WTW,contrails,0.03265839346209363,W/m2
GHG Forward,Aviation,2028,WTW,contrails,0.03317634586404682,W/m2
GHG Forward,Aviation,2029,WTW,contrails,0.03370196958501359,W/m2
GHG Forward,Aviation,2030,WTW,contrails,0.03414315659082376,W/m2
GHG Forward,Aviation,2031,WTW,contrails,0.034247913682919774,W/m2
GHG Forward,Aviation,2032,WTW,contrails,0.0343598086222618,W/m2
GHG Forward,Aviation,2033,WTW,contrails,0.03447995587738257,W/m2
GHG Forward,Aviation,2034,WTW,contrails,0.034609471087319835,W/m2
GHG Forward,Aviation,2035,WTW,contrails,0.034749504995279276,W/m2
GHG Forward,Aviation,2036,WTW,contrails,0.03486631869460302,W/m2
GHG Forward,Aviation,2037,WTW,contrails,0.03499642929293203,W/m2
GHG Forward,Aviation,2038,WTW,contrails,0.03514118831419043,W/m2
GHG Forward,Aviation,2039,WTW,contrails,0.03530199953475312,W/m2
GHG Forward,Aviation,2040,WTW,contrails,0.03548031162213663,W/m2
GHG Forward,Aviation,2041,WTW,contrails,0.03571222343347701,W/m2
GHG Forward,Aviation,2042,WTW,contrails,0.035966172687225725,W/m2
GHG Forward,Aviation,2043,WTW,contrails,0.03624357994973581,W/m2
GHG Forward,Aviation,2044,WTW,contrails,0.036546013414336304,W/m2
GHG Forward,Aviation,2045,WTW,contrails,0.03687540231044773,W/m2
GHG Forward,Aviation,2046,WTW,contrails,0.03718391654994936,W/m2
GHG Forward,Aviation,2047,WTW,contrails,0.03751806523617338,W/m2
GHG Forward,Aviation,2048,WTW,contrails,0.037879628887516524,W/m2
GHG Forward,Aviation,2049,WTW,contrails,0.03827037606414409,W/m2
GHG Forward,Aviation,2050,WTW,contrails,0.03869213283191869,W/m2
SLCP Forward,Aviation,2023,WTW,contrails,0.027707540152446863,W/m2
SLCP Forward,Aviation,2024,WTW,contrails,0.03031196872417832,W/m2
SLCP Forward,Aviation,2025,WTW,contrails,0.03243778584653507,W/m2
SLCP Forward,Aviation,2026,WTW,contrails,0.03308739471282389,W/m2
SLCP Forward,Aviation,2027,WTW,contrails,0.0336232639710949,W/m2
SLCP Forward,Aviation,2028,WTW,contrails,0.03417206881394174,W/m2
SLCP Forward,Aviation,2029,WTW,contrails,0.034734215035070945,W/m2
SLCP Forward,Aviation,2030,WTW,contrails,0.03505899546114155,W/m2
SLCP Forward,Aviation,2031,WTW,contrails,0.03537260567199836,W/m2
SLCP Forward,Aviation,2032,WTW,contrails,0.035479690550802134,W/m2
SLCP Forward,Aviation,2033,WTW,contrails,0.035192275135565075,W/m2
SLCP Forward,Aviation,2034,WTW,contrails,0.03421305618072304,W/m2
SLCP Forward,Aviation,2035,WTW,contrails,0.0321706608163279,W/m2
SLCP Forward,Aviation,2036,WTW,contrails,0.029018993788908817,W/m2
SLCP Forward,Aviation,2037,WTW,contrails,0.024749364164653533,W/m2
SLCP Forward,Aviation,2038,WTW,contrails,0.020187388877095844,W/m2
SLCP Forward,Aviation,2039,WTW,contrails,0.016209331926690336,W/m2
SLCP Forward,Aviation,2040,WTW,contrails,0.013142323106968858,W/m2
SLCP Forward,Aviation,2041,WTW,contrails,0.01080908784556643,W/m2
SLCP Forward,Aviation,2042,WTW,contrails,0.008944826462907554,W/m2
SLCP Forward,Aviation,2043,WTW,contrails,0.007466874197747,W/m2
SLCP Forward,Aviation,2044,WTW,contrails,0.0064084146446258825,W/m2
SLCP Forward,Aviation,2045,WTW,contrails,0.005758671532060112,W/m2
SLCP Forward,Aviation,2046,WTW,contrails,0.00543099276154171,W/m2
SLCP Forward,Aviation,2047,WTW,contrails,0.00531950486966252,W/m2
SLCP Forward,Aviation,2048,WTW,contrails,0.005340333056126384,W/m2
SLCP Forward,Aviation,2049,WTW,contrails,0.005439138715716894,W/m2
SLCP Forward,Aviation,2050,WTW,contrails,0.005584156864121952,W/m2
Full Breakthrough,Aviation,2023,WTW,contrails,0.027707540152446863,W/m2
Full Breakthrough,Aviation,2024,WTW,contrails,0.02985910881172338,W/m2
Full Breakthrough,Aviation,2025,WTW,contrails,0.03152192373028439,W/m2
Full Breakthrough,Aviation,2026,WTW,contrails,0.031900064010435415,W/m2
Full Breakthrough,Aviation,2027,WTW,contrails,0.032163355408296346,W/m2
Full Breakthrough,Aviation,2028,WTW,contrails,0.032435890239153366,W/m2
Full Breakthrough,Aviation,2029,WTW,contrails,0.0327179207269447,W/m2
Full Breakthrough,Aviation,2030,WTW,contrails,0.03268480069773768,W/m2
Full Breakthrough,Aviation,2031,WTW,contrails,0.032369283306323965,W/m2
Full Breakthrough,Aviation,2032,WTW,contrails,0.03188222173899816,W/m2
Full Breakthrough,Aviation,2033,WTW,contrails,0.031069031925260022,W/m2
Full Breakthrough,Aviation,2034,WTW,contrails,0.029690466443324976,W/m2
Full Breakthrough,Aviation,2035,WTW,contrails,0.027459094323768543,W/m2
Full Breakthrough,Aviation,2036,WTW,contrails,0.02432333319862504,W/m2
Full Breakthrough,Aviation,2037,WTW,contrails,0.02037709428242557,W/m2
Full Breakthrough,Aviation,2038,WTW,contrails,0.01633000378234539,W/m2
Full Breakthrough,Aviation,2039,WTW,contrails,0.012886263679047683,W/m2
Full Breakthrough,Aviation,2040,WTW,contrails,0.010271605704882605,W/m2
Full Breakthrough,Aviation,2041,WTW,contrails,0.008313022729334662,W/m2
Full Breakthrough,Aviation,2042,WTW,contrails,0.006772800065395913,W/m2
Full Breakthrough,Aviation,2043,WTW,contrails,0.005569240345435989,W/m2
Full Breakthrough,Aviation,2044,WTW,contrails,0.004710987396787922,W/m2
Full Breakthrough,Aviation,2045,WTW,contrails,0.004174884876818528,W/m2
Full Breakthrough,Aviation,2046,WTW,contrails,0.003882347534782292,W/m2
Full Breakthrough,Aviation,2047,WTW,contrails,0.0037519741266209055,W/m2
Full Breakthrough,Aviation,2048,WTW,contrails,0.00371874820050489,W/m2
Full Breakthrough,Aviation,2049,WTW,contrails,0.0037416057164772944,W/m2
Full Breakthrough,Aviation,2050,WTW,contrails,0.003797046234515163,W/m2
