Scenario,Sector,Source,Species,Units,Year,ems
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2031,0.35872117449201457
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2032,0.36014919263461814
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2033,0.3615772107772217
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2034,0.3630052289198252
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2035,0.36443324706242874
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2036,0.3658289702663972
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2037,0.36722469347036585
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2038,0.36862041667433426
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2039,0.37001613987830273
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2040,0.3714118630822713
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2041,0.37125767945521043
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2042,0.37110349582814955
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2043,0.37094931220108873
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2044,0.370795128574028
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2045,0.37064094494696714
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2046,0.3693785914384806
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2047,0.36811623792999404
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2048,0.36685388442150746
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2049,0.36559153091302105
BAU_off-road_WTT_co2,off-road,WTT,co2,Gt,2050,0.36432917740453447
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2020,0.35760348873034215
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2021,0.35843860997798616
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2022,0.35927373122563017
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2023,0.3601088524732742
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2024,0.3609439737209182
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2025,0.3617790949685621
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2026,0.3472049676587085
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2027,0.33272811597975643
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2028,0.3183485399317059
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2029,0.30406623951455697
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2030,0.2898812147283097
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2031,0.2775722045937957
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2032,0.26517831447498275
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2033,0.25269954437187075
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2034,0.24013589428445967
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2035,0.22748736421274948
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2036,0.21475983329069526
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2037,0.20195436312481285
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2038,0.18907095371510235
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2039,0.17610960506156367
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2040,0.16307031716419682
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2041,0.14941532553772102
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2042,0.13580891246063562
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2043,0.1222510779329407
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2044,0.10874182195463614
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2045,0.09528114452572198
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2046,0.08170591560905768
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2047,0.06826926903647766
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2048,0.05497120480798185
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2049,0.04181172292357027
Striving_off-road_WTT_co2,off-road,WTT,co2,Gt,2050,0.028790823383242976
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2020,3.0617500227585324
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2021,3.0689002116676467
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2022,3.07605040057676
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2023,3.0832005894858745
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2024,3.090350778394988
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2025,3.097500967304102
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2026,3.089819374085846
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2027,3.0821377808675896
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2028,3.0744561876493326
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2029,3.066774594431076
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2030,3.05909300121282
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2031,3.0713194887007895
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2032,3.0835459761887596
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2033,3.09577246367673
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2034,3.1079989511647
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2035,3.12022543865267
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2036,3.1321754214861364
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2037,3.144125404319603
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2038,3.1560753871530687
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2039,3.1680253699865344
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2040,3.179975352820001
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2041,3.1786552546147546
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2042,3.177335156409509
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2043,3.176015058204263
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2044,3.1746949599990186
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2045,3.1733748617937727
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2046,3.1625667712545544
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2047,3.1517586807153357
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2048,3.140950590176117
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2049,3.1301424996368987
BAU_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2050,3.11933440909768
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2020,3.0617500227585324
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2021,3.0689002116676467
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2022,3.07605040057676
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2023,3.0832005894858745
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2024,3.090350778394988
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2025,3.097500967304102
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2026,2.9727193697278027
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2027,2.8487706322172266
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2028,2.7256547547723735
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2029,2.6033717373932435
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2030,2.4819215800798373
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2031,2.376533592414254
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2032,2.2704188744396845
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2033,2.163577426156129
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2034,2.056009247563588
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2035,1.9477143386620612
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2036,1.8387430357572272
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2037,1.729104428172532
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2038,1.6187985159079745
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2039,1.5078252989635554
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2040,1.3961847773392748
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2041,1.279272688277817
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2042,1.1627765218216717
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2043,1.0466962779708398
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2044,0.9310319567253202
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2045,0.8157835580851134
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2046,0.6995543859589676
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2047,0.5845117360802989
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2048,0.4706556084491065
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2049,0.3579860030653909
Striving_off-road_WTT_ch4,off-road,WTT,ch4,Mt,2050,0.24650291992915235
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2020,0.006541717578843682
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2021,0.006556994631552467
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2022,0.006572271684261251
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2023,0.006587548736970036
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2024,0.006602825789678819
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2025,0.006618102842387605
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2026,0.00660169039427268
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2027,0.006585277946157755
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2028,0.006568865498042829
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2029,0.006552453049927904
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2030,0.006536040601812979
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2031,0.006562163645018022
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2032,0.006588286688223068
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2033,0.006614409731428112
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2034,0.0066405327746331564
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2035,0.006666655817838201
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2036,0.006692188082780631
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2037,0.006717720347723063
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2038,0.006743252612665494
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2039,0.0067687848776079255
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2040,0.006794317142550356
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2041,0.006791496628278823
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2042,0.00678867611400729
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2043,0.006785855599735759
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2044,0.006783035085464226
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2045,0.0067802145711926935
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2046,0.006757122066792078
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2047,0.006734029562391461
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2048,0.006710937057990844
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2049,0.006687844553590227
BAU_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2050,0.00666475204918961
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2020,0.006541717578843682
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2021,0.006556994631552467
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2022,0.006572271684261251
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2023,0.006587548736970036
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2024,0.006602825789678819
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2025,0.006618102842387605
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2026,0.006351495195024666
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2027,0.006086667031712405
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2028,0.0058236183524508186
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2029,0.0055623491572399115
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2030,0.005302859446079681
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2031,0.005077688074678899
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2032,0.004850963975458398
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2033,0.004622687148418174
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2034,0.004392857593558228
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2035,0.00416147531087856
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2036,0.0039286478486418525
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2037,0.003694394627044568
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2038,0.0034587156460867048
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2039,0.003221610905768265
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2040,0.0029830804060892477
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2041,0.002733286705588639
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2042,0.002484381662946571
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2043,0.0022363652781630453
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2044,0.0019892375512380604
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2045,0.0017429984821716157
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2046,0.001494663898087244
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2047,0.0012488644306473775
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2048,0.0010056000798520151
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2049,0.0007648708457011572
Striving_off-road_WTT_n2o,off-road,WTT,n2o,Mt,2050,0.0005266767281948046
